,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
EEG Fp1,1.0,0.4416565293790829,0.3709487368981278,0.3476108746232189,0.38098509914681145,0.08753738829788285,-0.004807620517611454,0.16601435452433816,0.2702788566598182,0.2850769180321835,0.13176629707924653,0.0381423934242742,0.17730718831707631,0.1489421314697296,0.061855947360693934,0.08994617469158325,0.37530403395074946,0.29203097940029565,0.11276996489012715,-0.018118235580554972,-0.017481193125898953
EEG Fp2,0.4416565293790829,1.0,0.5450768652108356,0.5728963002268245,0.5069666562232659,0.5935129798372681,0.2616605445882518,0.4366332194166194,0.3933591730416907,0.49969086405342095,0.33766208304616346,0.2545625378355151,0.3344685169622141,0.34788797824846096,0.219239192873856,0.24260113313392997,0.5940537149979334,0.4774046662577772,0.23392287146054858,0.3826564907945999,0.030875425250614468
EEG F3,0.3709487368981278,0.5450768652108356,0.9999999999999998,0.7957468719095439,0.6871753822397871,0.4180927257047802,0.3891588711425878,0.5548904451325157,0.7867810918849186,0.8185354819554165,0.5833906766222089,0.2867719775860378,0.5724596208174655,0.5323274505280962,0.4002509367694715,0.30839944310283696,0.9345090630751672,0.798308962241129,0.35006895483905287,0.1881700556149435,0.04545840792180118
EEG F4,0.34761087462321894,0.5728963002268246,0.795746871909544,1.0,0.5327775905379806,0.4510878014940904,0.29861888534302256,0.6559525372002515,0.59439918352131,0.7786822187855659,0.38626232034391483,0.2553311335908059,0.4779584834658964,0.541701696277864,0.2811221521058786,0.37596419317129504,0.8772465233550751,0.7224635987436089,0.4642206029849125,0.1588152051306447,0.0012573083899935721
EEG F7,0.38098509914681145,0.5069666562232659,0.6871753822397872,0.5327775905379807,1.0,0.3149703240046129,0.348945242098608,0.3863365765222394,0.5043576459535047,0.515684952754192,0.5803122975597372,0.11560579706099293,0.42297260765639705,0.38057966591239145,0.3096973734586393,0.267812334902616,0.6287125965242057,0.5372106543849261,0.35541607263150965,0.3401353430438514,0.057761850261417697
EEG F8,0.08753738829788284,0.5935129798372683,0.4180927257047802,0.4510878014940904,0.3149703240046129,1.0,-0.03134816941518028,0.36982129693046206,0.18556363205190468,0.4700173577108347,0.08321267530165886,0.18432999985741275,0.19718770408001202,0.22599560465133756,0.05487703544104509,0.08648189226674564,0.5094350688070102,0.37531465074646664,0.055888183290092854,0.1671545532809263,0.14617391552444503
EEG T3,-0.004807620517611454,0.2616605445882517,0.3891588711425878,0.2986188853430225,0.34894524209860794,-0.03134816941518029,0.9999999999999998,0.22157342974941638,0.3027752181031498,0.41222738570642165,0.38203970258878145,0.08250541364961385,0.35924447178098157,0.3509232553027566,0.2797826904302486,0.26344943758686584,0.3593157654095615,0.3983410622597202,0.27701211493806044,-0.015351928323925719,0.07631636613492783
EEG T4,0.16601435452433813,0.4366332194166194,0.5548904451325157,0.6559525372002515,0.3863365765222394,0.3698212969304621,0.22157342974941638,1.0,0.47229611425640555,0.7754674378219939,0.4473875974051312,0.5535657079867733,0.5511535903096862,0.6946121991867873,0.4501200230296744,0.485697841634625,0.6026588446891251,0.652721319975612,0.4192180017514042,0.38511305808504886,0.036084155315114594
EEG C3,0.2702788566598182,0.3933591730416907,0.7867810918849186,0.59439918352131,0.5043576459535049,0.18556363205190468,0.3027752181031498,0.4722961142564055,1.0,0.7228875319414284,0.6678451333840478,0.32647194185761536,0.6271847946756064,0.5373346770366064,0.4944125189220462,0.3393333394331177,0.687989334219207,0.6786712497074556,0.2684306821077125,0.09981793310821249,-0.03525816639285109
EEG C4,0.2850769180321835,0.4996908640534209,0.8185354819554166,0.7786822187855659,0.515684952754192,0.4700173577108347,0.41222738570642165,0.7754674378219939,0.7228875319414285,0.9999999999999998,0.601414602785685,0.4949331413397575,0.7224233344812265,0.7863639590471244,0.6292625591868417,0.5373746077990869,0.8386557798771954,0.8869348207836343,0.5363397554950723,0.325957640111675,0.018207125966510418
