,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
EEG Fp1,1.0,0.5941697242958414,0.6708932273625083,0.6389258868147147,0.5975340773386345,0.36541642925860884,0.4355592820585533,0.19312608258616853,0.46122445482900115,0.4200807799406469,0.08824958332017366,-0.17968585007072663,0.016084478657690294,0.020553948753495033,-0.2275793993733912,-0.23417210473695743,0.6974756330638368,0.4936463572596033,0.04140622520526406,-0.20525978997593947,-0.0685772199874941
EEG Fp2,0.5941697242958414,1.0,0.6862543148762736,0.7784206326867956,0.4589091104380315,0.5735253746508081,0.38594165650541,0.38683925400861513,0.50551790057278,0.5336735045630179,0.005694122156403774,-0.08682336291754471,0.03299639384865071,0.051492662458370614,-0.2336020016000372,-0.20201840512004873,0.7747725954963781,0.5621081515415215,0.08953796253550497,0.0342034471384385,0.011881892177922937
EEG F3,0.6708932273625083,0.6862543148762736,0.9999999999999999,0.7888471064332008,0.6591615520126258,0.49485308129398664,0.5473661459691543,0.3716927180516473,0.6847352919059274,0.6341890709892202,0.15711739134162955,-0.10447348634349685,0.1597338186993611,0.15061746020206526,-0.1731945896323321,-0.17116115960917827,0.8701868423455746,0.7065034546886028,0.1867431988805345,-0.15130822188263848,-0.02367061160154117
EEG F4,0.6389258868147147,0.7784206326867956,0.7888471064332008,0.9999999999999998,0.5433557464006851,0.6632566136292988,0.506318593289241,0.5570817900138402,0.6965242580959645,0.7482466918715193,0.08740802602049057,0.005162314790966462,0.1830319640253213,0.21263422150395003,-0.1649331170518357,-0.11600661975287965,0.9249110553362605,0.7760072558960864,0.24894535627980308,0.018102857623119212,-0.03242033507995239
EEG F7,0.5975340773386345,0.4589091104380315,0.6591615520126258,0.5433557464006851,1.0,0.34591944745218245,0.5070459598724056,0.1251746944789092,0.4652138912191713,0.3870365192668236,0.1249874991318685,-0.2306874861068696,0.028168302778013903,0.10166436186443512,-0.2076864953868602,-0.21497336701698347,0.6436499260855368,0.4777496109166801,0.04492581735940672,-0.3320411113538444,-0.10047685184508726
EEG F8,0.36541642925860884,0.5735253746508082,0.49485308129398664,0.6632566136292988,0.34591944745218245,0.9999999999999998,0.28680128298325375,0.4322667855844815,0.4224434404797248,0.5031596254514608,-0.05798700442002522,0.017171725744520795,0.07525245643583717,0.1535688453784996,-0.16251979947682424,-0.11118752749649087,0.6140901352173104,0.4850288491336974,0.13303874537538732,0.17635842406024574,0.023431481239044233
EEG T3,0.43555928205855327,0.38594165650541,0.5473661459691543,0.506318593289241,0.5070459598724056,0.28680128298325375,1.0,0.3378731461230058,0.6403609984893011,0.5358187879283292,0.4466076325910337,0.020896380520698858,0.3789888094303207,0.29056944660405,0.12709023417881313,0.054634529208874065,0.5726766724020816,0.596952274337004,0.3530032814595791,-0.09543198211190909,0.042906467306254324
EEG T4,0.19312608258616853,0.3868392540086151,0.37169271805164733,0.5570817900138402,0.1251746944789092,0.4322667855844815,0.33787314612300573,0.9999999999999998,0.5796913406339317,0.8209963376214058,0.2179885207063746,0.654113607899635,0.5341296663532665,0.6759076542565972,0.3086450768758316,0.4444694400969811,0.48015655763068477,0.6986605250029372,0.6403319895430257,0.3355071020426272,0.047987670839272564
EEG C3,0.4612244548290011,0.5055179005727799,0.6847352919059274,0.6965242580959644,0.4652138912191712,0.4224434404797248,0.6403609984893011,0.5796913406339317,1.0,0.8196881767561673,0.45470249986593386,0.17306163899059102,0.5640824159560514,0.4727892789407491,0.1965326714585785,0.1772795824596341,0.7265914388360598,0.8673106720971223,0.5712136713765501,-0.09489619007856974,-0.023559011039804574
EEG C4,0.4200807799406469,0.5336735045630179,0.6341890709892202,0.7482466918715192,0.38703651926682353,0.5031596254514608,0.5358187879283292,0.8209963376214058,0.8196881767561673,1.0,0.32047560980650375,0.40838367246293517,0.5914437656108399,0.6356837326941596,0.2567237747103532,0.3261980044030261,0.7394415449504094,0.939116076061575,0.6900101813452241,0.109070236260177,-0.00038063182955367877
