,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
EEG Fp1,0.9999999999999998,0.14290636153746383,0.42549176454906307,0.23877573929609966,0.5684244102280807,0.07739816700964516,0.32128644153394526,0.0541457678554619,0.4493710365974782,0.35959328154299025,0.23335259873642547,0.0607152931924101,0.2679974701017544,0.1855844630015506,0.09545194420097773,0.10068004878278912,0.4583962436290656,0.4293028932230796,0.255477329871129,-0.15597153624032248,0.017771765453557912
EEG Fp2,0.14290636153746383,1.0,0.10419075605597537,0.6366363927160499,-0.04991842462495216,0.3887155007323946,-0.05235046202566911,0.5763720018209966,0.14160294872400317,0.3506169239379774,-0.12940082355944083,0.32022011082001006,0.12767849068997247,0.24066975420263498,0.1311486673711617,0.05421681344777842,0.36780784048574927,0.29420793854569854,0.2069123161410084,0.48582963244446287,0.07632833845121871
EEG F3,0.42549176454906307,0.10419075605597539,0.9999999999999998,0.6328843585803904,0.48923020925042465,0.29018491186831297,0.7201409582157672,0.3576004069472681,0.8507824971449047,0.7692159951253973,0.5795760316676444,0.3847988597755345,0.6119565354321378,0.5166488694810186,0.3461745148805146,0.334174260378341,0.8398816430571874,0.8325839170390792,0.6128870983517615,-0.03173806671485502,0.03753095049478446
EEG F4,0.23877573929609966,0.6366363927160498,0.6328843585803904,1.0,0.20000483018385928,0.663434718711002,0.39877858577312536,0.6263655312183772,0.666934141567023,0.78726480905548,0.33020566473383156,0.6470439753912424,0.5170647961717073,0.5784551786007472,0.32070646626302907,0.3688900787724997,0.7716971160635904,0.7596509270921655,0.5779490170316596,0.3733273147182641,0.08461664594168301
EEG F7,0.5684244102280807,-0.04991842462495216,0.4892302092504246,0.20000483018385928,1.0,-0.04408621721196668,0.5227941759012035,-0.007473183007531619,0.4432891058890196,0.301271468999328,0.4046708701444074,-0.04075541127275964,0.2825420374622831,0.13051359429693368,0.10820490595394978,0.06748994434152471,0.3855877393599703,0.3909001513292117,0.22179998923301472,-0.31723804880572853,0.03584653861603927
EEG F8,0.07739816700964516,0.38871550073239464,0.29018491186831297,0.663434718711002,-0.044086217211966684,1.0,0.1193467648228158,0.5889933009638451,0.3522180226390958,0.46944188023007266,0.1089082520188885,0.5292960773989278,0.2635773156292745,0.39640376057197046,0.18149900567496444,0.21939801752061883,0.44926255424329076,0.4364324917398284,0.34338723592924303,0.5375116097425194,0.08089697199067906
EEG T3,0.32128644153394526,-0.05235046202566911,0.7201409582157672,0.39877858577312536,0.5227941759012035,0.1193467648228158,1.0,0.2845294098721056,0.7254476587557078,0.5922150233731774,0.6587141576209832,0.2818385508794969,0.694050069750793,0.4557938498569187,0.435573664879435,0.35384729401785603,0.5793072916700517,0.6430132103236077,0.5892507847082888,-0.2163090409926314,0.10264220162074852
EEG T4,0.0541457678554619,0.5763720018209966,0.3576004069472681,0.6263655312183772,-0.007473183007531619,0.5889933009638451,0.2845294098721056,1.0,0.4891856912508375,0.6895248662885904,0.2593596285479854,0.7350593231745042,0.47829939956274775,0.6720005582695769,0.3546123093705263,0.4622515548117456,0.45955497761336284,0.5982380252873798,0.5949006336590309,0.3910855498632771,0.12026796787009922
EEG C3,0.44937103659747824,0.14160294872400317,0.8507824971449048,0.666934141567023,0.44328910588901954,0.3522180226390958,0.7254476587557078,0.4891856912508375,1.0,0.8435900899382603,0.6390105101136624,0.4351950803139491,0.7877369847884488,0.6735965012687497,0.5172417498909401,0.4750611824362308,0.748797605034895,0.8902913327200702,0.7855342070680055,0.028326240297084766,0.08626865135937097
EEG C4,0.35959328154299025,0.3506169239379774,0.7692159951253973,0.78726480905548,0.301271468999328,0.4694418802300726,0.5922150233731774,0.6895248662885904,0.8435900899382605,1.0,0.51197274309929,0.6285770433492641,0.7476705313618484,0.8145904109969657,0.5044503958498956,0.5634474655668616,0.7603965615737097,0.9496620844952892,0.8482180388734244,0.19552080458319923,0.07027567046795449
EEG T5,0.23335259873642547,-0.12940082355944085,0.5795760316676443,0.3302056647338316,0.4046708701444074,0.10890825201888851,0.6587141576209832,0.2593596285479854,0.6390105101136623,0.51197274309929,0.9999999999999998,0.25609448718109945,0.7572049932723118,0.5142331551648733,0.5920428237592165,0.42575870165124874,0.4319328449112287,0.5620021870078902,0.6277338959835993,-0.18321119651464512,0.003677213609339814
EEG T6,0.0607152931924101,0.32022011082001006,0.3847988597755345,0.6470439753912424,-0.04075541127275964,0.5292960773989278,0.28183855087949694,0.7350593231745043,0.4351950803139491,0.6285770433492641,0.2560944871810995,1.0,0.4536650242615928,0.5943625846694969,0.35049414984830635,0.5087853829046275,0.4440040459152963,0.5314768352756605,0.5274532136964054,0.4644739512342557,0.039651163694055254
EEG P3,0.2679974701017544,0.12767849068997247,0.6119565354321379,0.5170647961717073,0.2825420374622831,0.26357731562927456,0.694050069750793,0.4782993995627477,0.7877369847884488,0.7476705313618482,0.7572049932723118,0.4536650242615928,1.0,0.7840336492044969,0.7750834350012431,0.6586783637542007,0.520111818365681,0.7792914953965345,0.9129922982510039,0.007048072084562918,0.023094985770708294
EEG P4,0.1855844630015506,0.24066975420263495,0.5166488694810186,0.5784551786007472,0.13051359429693368,0.3964037605719705,0.4557938498569187,0.6720005582695769,0.6735965012687496,0.8145904109969658,0.5142331551648733,0.594362584669497,0.7840336492044969,1.0,0.6412395237667197,0.7633614649061901,0.5005282119615406,0.7558317827401044,0.8867683355684863,0.2286462775055545,0.018617998361740887
EEG O1,0.09545194420097775,0.1311486673711617,0.34617451488051454,0.32070646626302907,0.10820490595394977,0.18149900567496444,0.435573664879435,0.3546123093705263,0.5172417498909401,0.5044503958498956,0.5920428237592166,0.35049414984830635,0.7750834350012432,0.6412395237667197,1.0,0.7164569893471605,0.2918506721929076,0.5023181916395636,0.7383956011623349,0.07324698393455882,0.015975072873313508
EEG O2,0.1006800487827891,0.05421681344777842,0.3341742603783411,0.3688900787724997,0.0674899443415247,0.21939801752061883,0.35384729401785603,0.4622515548117457,0.4750611824362308,0.5634474655668618,0.4257587016512487,0.5087853829046274,0.6586783637542007,0.7633614649061901,0.7164569893471604,1.0,0.312292425895748,0.5220628270337313,0.7552053369126109,0.14266110397679513,0.02070778670230411
EEG Fz,0.4583962436290656,0.36780784048574927,0.8398816430571874,0.7716971160635903,0.38558773935997026,0.4492625542432908,0.5793072916700517,0.45955497761336284,0.7487976050348949,0.7603965615737097,0.4319328449112287,0.4440040459152963,0.520111818365681,0.5005282119615406,0.29185067219290767,0.312292425895748,1.0,0.797251037492854,0.5583698180844864,0.1195420519288605,0.1070526363656189
EEG Cz,0.42930289322307963,0.29420793854569854,0.8325839170390792,0.7596509270921654,0.3909001513292117,0.4364324917398284,0.6430132103236077,0.5982380252873797,0.8902913327200703,0.9496620844952892,0.5620021870078903,0.5314768352756605,0.7792914953965345,0.7558317827401044,0.5023181916395636,0.5220628270337313,0.797251037492854,1.0,0.8351689796879307,0.11676827709730515,0.07132249430731571
EEG Pz,0.2554773298711289,0.2069123161410084,0.6128870983517615,0.5779490170316595,0.22179998923301475,0.3433872359292431,0.5892507847082888,0.594900633659031,0.7855342070680054,0.8482180388734243,0.6277338959835994,0.5274532136964054,0.9129922982510039,0.8867683355684863,0.7383956011623349,0.7552053369126109,0.5583698180844864,0.8351689796879306,1.0,0.10963298619259361,0.042650266375992237
EEG A2-A1,-0.15597153624032248,0.48582963244446287,-0.03173806671485502,0.373327314718264,-0.31723804880572853,0.5375116097425194,-0.21630904099263143,0.3910855498632771,0.028326240297084762,0.1955208045831992,-0.18321119651464512,0.4644739512342557,0.007048072084562917,0.22864627750555447,0.07324698393455882,0.14266110397679513,0.1195420519288605,0.11676827709730514,0.10963298619259361,0.9999999999999998,-0.05826089605828423
ECG ECG,0.017771765453557912,0.07632833845121872,0.03753095049478446,0.08461664594168303,0.03584653861603927,0.08089697199067906,0.10264220162074851,0.1202679678700992,0.08626865135937098,0.07027567046795449,0.0036772136093398138,0.03965116369405525,0.023094985770708298,0.018617998361740887,0.015975072873313508,0.02070778670230411,0.1070526363656189,0.0713224943073157,0.042650266375992237,-0.05826089605828423,1.0
