,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
EEG Fp1,1.0,0.6984540854753243,0.6174693793640764,0.5367601394208075,0.5952041415591974,0.3882771899044028,0.24650661764374016,0.05347466465542521,0.2943740486533195,0.27600513906808277,0.005452967359247953,-0.5387520527357033,0.07692844662644585,-0.09515388022543449,-0.022540191339261297,-0.1874866627105232,0.6194834704140805,0.35911639487890457,0.08298520823538412,-0.050156542967645365,-0.0458033763338518
EEG Fp2,0.6984540854753243,0.9999999999999998,0.5509334512332814,0.6732263207314744,0.4566100119695702,0.5376444066765393,0.21016260112820523,0.30127033917338375,0.3518641512063396,0.47008554279980613,-0.048284586291157325,-0.10482032031261763,0.11631300410598383,0.10266956113741711,-0.10505171763401308,-0.10347709767569788,0.6558783926156572,0.4631024265356948,0.13165201958326675,0.26434149914129423,0.06789106344292124
EEG F3,0.6174693793640764,0.5509334512332814,1.0,0.8440537056264948,0.5814920376166974,0.45632669496176326,0.5365677776917913,0.4424037992416205,0.7891136363642869,0.7375340802043341,0.21392168415936832,-0.12309436691994445,0.44595219061697616,0.3091116682149545,0.137126467704778,-0.010821564043737731,0.9132924847702778,0.798335453226017,0.42515731391291767,-0.22846843759507296,-0.08362890872896248
EEG F4,0.5367601394208075,0.6732263207314744,0.8440537056264948,1.0,0.5820016509186361,0.6126994026570401,0.5362686004380359,0.6019195267383018,0.7052591163121996,0.8190714789970386,0.17919721069058403,-0.006855390023839787,0.3794441016705427,0.36337268936132566,0.11613714805014942,0.04514141530074309,0.9450265159522038,0.8079291229475098,0.39733926290420585,0.06661457678181155,0.030453978568449242
EEG F7,0.5952041415591974,0.45661001196957013,0.5814920376166974,0.5820016509186361,1.0,0.20956336081648888,0.7303551537587996,0.17534952925047592,0.41680188135969076,0.4242118347576826,0.2814846495182976,-0.37010134400978406,0.19647466172646902,0.03448619846168569,-0.002175535637158823,-0.16783391448164675,0.6702657930989845,0.5055339286568676,0.20392218306972185,-0.45457859277375334,0.05269384691385013
EEG F8,0.38827718990440285,0.5376444066765393,0.45632669496176326,0.6126994026570401,0.20956336081648888,1.0,0.14768744027287803,0.34230273394883826,0.2920990794948917,0.4275732285309571,-0.10589614612142277,-0.07294561662462558,0.05050479967565192,0.10110222917277555,-0.10763576824963893,-0.10670334591830574,0.5582729508635833,0.3987718927977599,0.0979252624365348,0.20967856347270014,0.05886750132237899
EEG T3,0.24650661764374016,0.2101626011282052,0.5365677776917913,0.5362686004380359,0.7303551537587994,0.14768744027287803,1.0,0.3352808647450319,0.75252862108758,0.6243488395843304,0.6762977917499152,-0.14727501200047782,0.6941581624896318,0.3646490827206518,0.4508864505403496,0.11716353161202787,0.5868601811915811,0.6946511038816154,0.5446456882286245,-0.5485410905944826,0.010622765275291537
EEG T4,0.053474664655425205,0.30127033917338375,0.4424037992416205,0.6019195267383018,0.1753495292504759,0.3423027339488383,0.3352808647450319,1.0,0.5365337171893043,0.7847095640415975,0.23665428193444601,0.4833194577367882,0.47612516830936563,0.6251714655571822,0.3027963088689189,0.33106168365947924,0.5463140889103056,0.6308888662135156,0.5006707184473123,0.31739438058924196,-0.007666378539439839
EEG C3,0.2943740486533195,0.3518641512063396,0.789113636364287,0.7052591163121996,0.41680188135969076,0.2920990794948917,0.75252862108758,0.5365337171893043,1.0,0.8493764242641827,0.5049088642071181,0.00016605836977470737,0.7434311413547574,0.5479362610427363,0.4333592371864334,0.2220648278088432,0.7602541987189132,0.9039530879128558,0.6888541145572048,-0.2684414032419149,-0.0632385623181406
EEG C4,0.27600513906808277,0.47008554279980613,0.7375340802043341,0.8190714789970386,0.42421183475768265,0.4275732285309571,0.6243488395843304,0.7847095640415976,0.8493764242641826,1.0,0.3541245333329976,0.21786263741161732,0.6575490135478291,0.6762608900891172,0.3794885335459636,0.3122558713162014,0.8096416769500235,0.9534774033217447,0.6829116059226491,0.08396294824286087,-0.01014041128513521
