,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
EEG Fp1,1.0,0.657638087958352,0.7927132646164856,0.6861491573778512,0.5336324621375288,0.5008702816118805,0.3445111390326314,0.22502845324692253,0.38938009234487597,0.29806689762344585,0.07898917886774205,-0.1321818074469062,0.04278676726494363,-0.10942334531226361,-0.22641654043144005,-0.3607015026769527,0.7618276159658939,0.44171990584293935,0.01055615523494831,0.11238799095672174,0.035956174850140694
EEG Fp2,0.657638087958352,1.0,0.7510966632459647,0.8199112539732826,0.6538703465501784,0.4778474000987069,0.3393307312346253,0.34763366094821735,0.36831959719160523,0.3998171895160974,0.004343825926329889,-0.015245340048728392,0.030045154022179332,0.016703715611137687,-0.2319575435764397,-0.23667382686840804,0.7516958718343534,0.486586512889671,0.05820335817404285,-0.018503212999509237,0.02821564927011474
EEG F3,0.7927132646164856,0.7510966632459647,0.9999999999999999,0.8507758336261008,0.7787160130767422,0.48926109029588205,0.5144981780317085,0.3647409212624482,0.6572913135106028,0.49281825475141045,0.2844905650934738,0.022646288114749138,0.2927045260677156,0.13217543163232415,-0.04339584635233603,-0.11757255329659756,0.9376720058984029,0.6793143640709781,0.23462553878784503,-0.08523973875578278,-0.007244916549381609
EEG F4,0.6861491573778512,0.8199112539732827,0.8507758336261008,1.0,0.6533859820670566,0.6149426477302405,0.37503646044627637,0.5609063817908441,0.5427636971810569,0.6080199268946522,0.11204380488324267,0.2100989795254825,0.20189847157690832,0.23845296213520872,-0.09595100345382437,-0.06167732293034531,0.8871286411547635,0.6859799766404564,0.2535687377012439,0.07961841645223194,0.011505965971684977
EEG F7,0.5336324621375288,0.6538703465501784,0.7787160130767421,0.6533859820670566,0.9999999999999999,0.5318557372288122,0.40088375902651036,0.22497128890710844,0.45532474287535907,0.269486106478932,0.2042369694445016,-0.11235124021343054,0.12439437627203742,-0.08390698097626545,-0.1761286588782366,-0.3143046325508946,0.6955276267965764,0.423704864724374,0.041427184480302706,-0.055780362923237244,-0.08797054594258656
EEG F8,0.5008702816118805,0.4778474000987069,0.48926109029588205,0.6149426477302404,0.5318557372288122,0.9999999999999999,0.20155526419590522,0.3533587973785312,0.24587052297705447,0.30775791552580206,-0.006155883609524571,0.07406002057579701,0.019673894211395843,0.035892339908251636,-0.16993717260889418,-0.1514366675187833,0.47074158362851604,0.3294023776111878,0.0519776392076681,0.024544130658886425,0.034608174064658985
EEG T3,0.3445111390326314,0.33933073123462537,0.5144981780317084,0.37503646044627637,0.40088375902651036,0.20155526419590522,0.9999999999999998,0.16930459061501169,0.4867337720550227,0.3095659717003271,0.5341532402273336,-0.023887631078226442,0.4926435025564966,0.16751917688460172,0.19072828173393158,0.01893231625633034,0.42308984444705783,0.45720333737690516,0.3014269374659783,-0.25857528585296896,-0.05165955707140011
EEG T4,0.22502845324692253,0.34763366094821735,0.3647409212624482,0.5609063817908441,0.22497128890710844,0.3533587973785312,0.16930459061501169,1.0,0.3621251909490443,0.5697288606804874,0.03521138936123626,0.6527339739437817,0.24360031944926103,0.48034332489939036,0.0771029935589289,0.19231939373692555,0.38175955763278635,0.5411071877233885,0.34238538318529155,0.3097063520408596,-0.03991686414561336
EEG C3,0.38938009234487597,0.3683195971916052,0.6572913135106028,0.5427636971810569,0.45532474287535907,0.24587052297705445,0.4867337720550228,0.3621251909490442,1.0,0.5704916410812231,0.5751798568114346,0.22223574863854478,0.7415832678940775,0.4849147095391296,0.3788221445761926,0.27520962506398505,0.5686532839815449,0.8141540022570453,0.6294123590679025,-0.16017470185108854,0.0022812315067395894
EEG C4,0.29806689762344585,0.3998171895160974,0.49281825475141045,0.6080199268946522,0.269486106478932,0.30775791552580206,0.30956597170032707,0.5697288606804874,0.5704916410812231,1.0,0.20031051889011206,0.5125000541614784,0.4422359056501939,0.6177408990766065,0.22955765710957113,0.3080214669855956,0.501523569161912,0.7523815106338787,0.5605974458739272,0.1526981287678148,0.010408708021263261
EEG T5,0.07898917886774207,0.004343825926329889,0.2844905650934738,0.11204380488324267,0.2042369694445016,-0.006155883609524571,0.5341532402273336,0.03521138936123626,0.5751798568114345,0.20031051889011203,1.0,-0.02620249799909896,0.7293570402015712,0.1889526617003174,0.48660644807818965,0.1556790580136137,0.20334625073093085,0.31980657335000723,0.36719846040154797,-0.5181546312623664,-0.04848376173981229
EEG T6,-0.13218180744690616,-0.015245340048728392,0.022646288114749138,0.2100989795254825,-0.11235124021343053,0.07406002057579701,-0.023887631078226442,0.6527339739437817,0.22223574863854478,0.5125000541614784,-0.02620249799909896,0.9999999999999999,0.2867385051759918,0.7096928186400304,0.30199407962727415,0.5559319992946351,0.07135739100307156,0.36676275737327013,0.4465930791130037,0.5165966524266803,-0.020014484787520694
EEG P3,0.04278676726494363,0.030045154022179332,0.2927045260677155,0.20189847157690832,0.12439437627203741,0.019673894211395843,0.4926435025564965,0.24360031944926103,0.7415832678940775,0.44223590565019383,0.7293570402015712,0.2867385051759918,1.0,0.6310719423148626,0.8089353668371808,0.5610047312990587,0.23923300840413722,0.6036895731551416,0.7970306071603042,-0.2252551973309103,-0.005676613312947788
EEG P4,-0.1094233453122636,0.016703715611137683,0.13217543163232415,0.23845296213520875,-0.08390698097626545,0.035892339908251636,0.16751917688460172,0.48034332489939036,0.4849147095391296,0.6177408990766065,0.1889526617003174,0.7096928186400306,0.6310719423148627,1.0,0.5901134731094332,0.8372367202934564,0.1697391166664241,0.6120467436100131,0.8875350768866916,0.23285704668844298,-0.011363987068262736
EEG O1,-0.22641654043144005,-0.23195754357643966,-0.04339584635233603,-0.09595100345382437,-0.1761286588782366,-0.16993717260889418,0.19072828173393158,0.0771029935589289,0.3788221445761926,0.22955765710957113,0.48660644807818965,0.30199407962727415,0.8089353668371807,0.5901134731094332,1.0,0.7318244978398772,-0.04018535626684877,0.27562548962838496,0.6815569343286187,-0.13722850816126042,-0.011787732230761672
EEG O2,-0.3607015026769527,-0.23667382686840804,-0.11757255329659756,-0.06167732293034531,-0.3143046325508946,-0.1514366675187833,0.01893231625633034,0.19231939373692553,0.27520962506398505,0.3080214669855956,0.1556790580136137,0.5559319992946351,0.5610047312990587,0.8372367202934563,0.7318244978398772,1.0,-0.06817289273776428,0.2997088803010036,0.747431684451458,0.14285108984265263,-0.029350278804696463
EEG Fz,0.7618276159658939,0.7516958718343534,0.9376720058984029,0.8871286411547635,0.6955276267965763,0.47074158362851604,0.42308984444705783,0.3817595576327864,0.5686532839815449,0.501523569161912,0.20334625073093085,0.07135739100307158,0.23923300840413722,0.16973911666642408,-0.04018535626684877,-0.06817289273776428,0.9999999999999998,0.649326032223869,0.24001563260659428,-0.03057635850659249,0.02701953165811882
EEG Cz,0.44171990584293935,0.486586512889671,0.6793143640709781,0.6859799766404564,0.423704864724374,0.3294023776111878,0.45720333737690516,0.5411071877233884,0.8141540022570453,0.7523815106338787,0.3198065733500072,0.3667627573732702,0.6036895731551416,0.612046743610013,0.27562548962838496,0.2997088803010036,0.6493260322238691,1.0,0.6937181552286039,0.04635371737756416,0.013401047649202134
EEG Pz,0.01055615523494831,0.058203358174042846,0.23462553878784503,0.2535687377012439,0.04142718448030271,0.05197763920766809,0.30142693746597826,0.34238538318529155,0.6294123590679025,0.5605974458739273,0.36719846040154797,0.44659307911300367,0.7970306071603042,0.8875350768866916,0.6815569343286187,0.747431684451458,0.2400156326065943,0.6937181552286039,1.0,0.03862586109539491,-0.012547301107601513
EEG A2-A1,0.11238799095672174,-0.018503212999509237,-0.08523973875578278,0.07961841645223194,-0.05578036292323724,0.024544130658886422,-0.25857528585296896,0.3097063520408596,-0.16017470185108854,0.1526981287678148,-0.5181546312623664,0.5165966524266803,-0.2252551973309103,0.232857046688443,-0.13722850816126042,0.14285108984265263,-0.030576358506592488,0.04635371737756416,0.03862586109539491,1.0,0.3259772352294937
ECG ECG,0.035956174850140694,0.02821564927011474,-0.007244916549381609,0.011505965971684975,-0.08797054594258658,0.03460817406465899,-0.05165955707140011,-0.039916864145613365,0.0022812315067395894,0.010408708021263261,-0.04848376173981229,-0.020014484787520694,-0.005676613312947788,-0.011363987068262736,-0.011787732230761672,-0.029350278804696466,0.027019531658118823,0.013401047649202134,-0.012547301107601513,0.3259772352294937,1.0
