,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
EEG Fp1,1.0,-0.08037747826078467,0.2359976719091073,0.2273276014512237,0.1651365003381204,0.08839928794908918,0.13004658764638027,0.1639080145064767,0.2556055445777741,0.23208929669561615,0.08880696157745249,-0.041056818415324894,0.0521706824374555,0.03339246487985818,-0.1374872299573365,-0.11461438367513586,0.2619174542133691,0.2352299571997482,0.0655640818065215,0.13734611946109132,0.01817951399837358
EEG Fp2,-0.08037747826078467,1.0,0.47960359552749465,0.4916602470166033,0.16964274408432395,0.47558142082586613,0.11151960441928836,0.3817013899325584,0.3976419061377369,0.4582347688130955,0.17313619473840317,0.16174459117083678,0.0859220382580406,0.1871891230318966,-0.08923662741617369,-0.022553117270223137,0.3998272754264655,0.3017795953872979,0.20381575685267428,0.26320660286149966,-0.0779898363677736
EEG F3,0.2359976719091073,0.4796035955274947,1.0,0.8450364617482524,0.6092285914221294,0.5603587554622447,0.606453301044849,0.3442670382139881,0.7354305073353629,0.7867825989099831,0.563563918925397,0.27186980506683,0.3447197289589846,0.30830318540988727,0.031135306538439284,0.07254251625498621,0.8797725263734594,0.7042976383485549,0.3867203475098166,0.0170606583503873,-0.11216696077148881
EEG F4,0.22732760145122372,0.4916602470166034,0.8450364617482524,1.0,0.3867087690553531,0.5142943685775887,0.4534599986825389,0.49820604957487824,0.7414871079907331,0.8771304178863776,0.4752593050768379,0.3929821919032731,0.34665324810263537,0.3774116760549005,0.0533633661656485,0.09900345702307216,0.8857724634915726,0.783232169101393,0.4499739312007684,0.14044104726781362,-0.06114690316371822
EEG F7,0.1651365003381204,0.16964274408432395,0.6092285914221294,0.3867087690553531,1.0,0.2603706049533034,0.372737075557066,0.1915737014239588,0.3703261266857336,0.38297393652643097,0.3688499118393217,0.04445681704020111,0.16455345390763576,0.09174136802562281,0.0192744774318581,-0.0027471513811343357,0.43983082518559896,0.3767779969063826,0.15502632522597132,-0.1013302182731358,-0.11895036361579664
EEG F8,0.08839928794908916,0.4755814208258662,0.5603587554622447,0.5142943685775886,0.2603706049533034,0.9999999999999999,0.20114166006886394,0.2412910782138432,0.272349219299873,0.4409700189017764,0.1367073605864142,0.2276122272711259,0.03951434660397083,0.1362725877736905,-0.02284919841596839,0.0037648500498778715,0.4644090691935362,0.28125457979432616,0.12795834598116454,0.19881201242370297,-0.02095163959234422
EEG T3,0.1300465876463803,0.11151960441928836,0.606453301044849,0.45345999868253895,0.372737075557066,0.20114166006886394,1.0,0.2035085658345263,0.5855569024887737,0.5321768210728156,0.6383081734488839,0.20968192701442276,0.5004718828998489,0.3220457056697923,0.25349584766634325,0.226260222523075,0.5139645066751911,0.5959384419716376,0.43063230153452287,-0.051628268961089484,-0.04591236218998185
EEG T4,0.16390801450647674,0.3817013899325584,0.344267038213988,0.49820604957487824,0.19157370142395877,0.2412910782138432,0.2035085658345263,1.0,0.4000819464430745,0.545524920272938,0.23232026815743648,0.4732886481687629,0.2945294126424876,0.35138361114283123,0.24485809246575446,0.2307467499874454,0.441755990639355,0.4709474547646074,0.33943353615304966,0.17322796849101663,-0.012208115027182363
EEG C3,0.2556055445777741,0.397641906137737,0.7354305073353629,0.7414871079907331,0.3703261266857336,0.272349219299873,0.5855569024887737,0.4000819464430745,1.0,0.7749077992582036,0.5559515338528969,0.36782917186648884,0.5379230286988506,0.4975889727592485,0.24252007771997902,0.23693478908631485,0.7342538130206471,0.8138182698555407,0.635321943997243,0.070964696539519,-0.011995395626193405
EEG C4,0.23208929669561615,0.45823476881309544,0.7867825989099831,0.8771304178863776,0.38297393652643097,0.4409700189017764,0.5321768210728155,0.545524920272938,0.7749077992582036,1.0,0.6112889546164035,0.5946935781651199,0.5827167140293575,0.6169560867565649,0.2557358574600466,0.32750835283907326,0.7928398525569134,0.8619309800608943,0.6649532429449281,0.09470954827426806,-0.08732436588979682
EEG T5,0.08880696157745249,0.17313619473840317,0.5635639189253971,0.4752593050768379,0.3688499118393217,0.1367073605864142,0.6383081734488838,0.23232026815743648,0.555951533852897,0.6112889546164036,1.0,0.3913533274194407,0.7086138706886026,0.48223197645826127,0.4733154765572468,0.37074942493100876,0.5283692385122938,0.6332511139864057,0.5808646387584038,-0.19976849877907735,-0.29380076526359233
EEG T6,-0.0410568184153249,0.16174459117083678,0.27186980506683,0.39298219190327305,0.044456817040201116,0.2276122272711259,0.20968192701442276,0.47328864816876287,0.36782917186648884,0.5946935781651199,0.3913533274194407,1.0,0.5610985343966922,0.6225082798483742,0.7444846743688361,0.6854274835523999,0.37165876651560764,0.47837622071253855,0.5330919495355231,0.06308980988466709,-0.09211268214924778
EEG P3,0.0521706824374555,0.0859220382580406,0.3447197289589847,0.34665324810263537,0.16455345390763576,0.03951434660397083,0.5004718828998489,0.2945294126424876,0.5379230286988506,0.5827167140293574,0.7086138706886026,0.5610985343966922,1.0,0.7561179815093302,0.7644513250635244,0.713683407794574,0.35182294023651395,0.5942985116563678,0.8819662566238544,-0.06102496328602382,-0.0454562322716245
EEG P4,0.03339246487985818,0.1871891230318966,0.3083031854098873,0.3774116760549005,0.09174136802562281,0.1362725877736905,0.32204570566979224,0.35138361114283123,0.4975889727592485,0.6169560867565649,0.4822319764582613,0.6225082798483741,0.7561179815093302,1.0,0.6423696221437752,0.8671543666489407,0.34791715642871984,0.5872224147167056,0.9274463234045764,0.09699506430341284,-0.058206398177069754
EEG O1,-0.1374872299573365,-0.08923662741617369,0.031135306538439284,0.0533633661656485,0.019274477431858103,-0.02284919841596839,0.25349584766634325,0.2448580924657545,0.24252007771997902,0.2557358574600466,0.47331547655724676,0.7444846743688361,0.7644513250635244,0.6423696221437752,1.0,0.8429512218985299,0.06638122771215348,0.2695620610875298,0.6565600589374111,-0.21177901087430695,-0.033275997832791004
EEG O2,-0.11461438367513586,-0.022553117270223137,0.07254251625498621,0.09900345702307216,-0.002747151381134336,0.0037648500498778715,0.22626022252307498,0.2307467499874454,0.23693478908631485,0.32750835283907326,0.3707494249310088,0.6854274835524,0.7136834077945741,0.8671543666489407,0.84295122189853,1.0,0.1009052679522242,0.24823003555886392,0.773238737388679,-0.02268005112153442,-0.02920121878361836
