,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
EEG Fp1,1.0,0.4362918762285216,0.9356966798380996,0.6302237048835071,0.9553857818583101,0.36068748615797813,0.6819057101222834,0.45689311706188707,0.5653449439102405,0.4714808958075764,0.4883851329655383,0.07875430531642412,0.3688577198283645,0.27786621224710134,0.1717657818286519,0.10606091794340972,0.8114107275309186,0.5243868457706164,0.28124889060861946,-0.5637865060644799,-0.034763278385290926
EEG Fp2,0.43629187622852167,1.0,0.4728258261629828,0.7024640239708335,0.28019726326004607,0.9858638301737696,0.23857187009835434,0.6218631658812993,0.3570126481430509,0.5235781720738771,0.10001653025652603,0.3188356950843358,0.16076514613552964,0.34652583939957815,0.12601844362244888,0.0961039092081254,0.6223827513871513,0.46886208250864186,0.2333032874287148,0.23771703129373492,0.01192290714761569
EEG F3,0.9356966798380996,0.4728258261629828,1.0,0.6899963319932789,0.9081881785963635,0.40582898655360433,0.6031477224672785,0.5828577182509431,0.6892842858894683,0.5937920530879192,0.4384457020106315,0.1807953080905808,0.4513992543412598,0.425573785537789,0.30518867882493755,0.18016453632742718,0.8237650228535031,0.6615786338112216,0.3932016262703163,-0.41686192549992523,-0.03129269557743567
EEG F4,0.6302237048835071,0.7024640239708336,0.6899963319932789,1.0,0.5295161786114234,0.6321625317515757,0.3546566002568798,0.7607328063586863,0.604309390056301,0.7663801258536059,0.22160571990763328,0.3957962571745123,0.3584202658638408,0.5764032088439097,0.2803954774201144,0.25789055416562345,0.8831574709520821,0.7414810896811193,0.4005110231575818,-0.1047829375105439,0.013025389592391984
EEG F7,0.9553857818583101,0.28019726326004607,0.9081881785963635,0.5295161786114234,1.0,0.21710432794576442,0.7700301584378386,0.3989409997089581,0.5991396821655475,0.40905716611431014,0.5461979771189615,0.049738826644893035,0.45303447313016626,0.2813109597721859,0.21385360345175244,0.14141268914342922,0.7110676094537869,0.4892757256885953,0.2569010001014535,-0.6313062508526859,-0.04594337195037244
EEG F8,0.36068748615797813,0.9858638301737697,0.40582898655360433,0.6321625317515757,0.2171043279457644,0.9999999999999998,0.1967272762969984,0.5718655497903231,0.3148743678832476,0.46625752718476876,0.0748881784274168,0.3003440956329227,0.14116021057224212,0.32265859401667624,0.10869543968223737,0.09386114928540253,0.5491341543634388,0.4127400862483734,0.20910539286518157,0.274593200377752,0.017386709842536895
EEG T3,0.6819057101222834,0.23857187009835432,0.6031477224672785,0.3546566002568798,0.7700301584378387,0.19672727629699843,1.0,0.4648279700111341,0.6390400661634862,0.4313629089136449,0.6358920706741241,0.20824827190376458,0.5678497143290497,0.39180501195943007,0.4065359829047169,0.2363743941466815,0.46492995509729135,0.49018991424823255,0.46900507247610795,-0.5522472430407448,-0.0003733725116645655
EEG T4,0.45689311706188707,0.6218631658812993,0.5828577182509432,0.7607328063586865,0.398940999708958,0.5718655497903231,0.4648279700111341,0.9999999999999999,0.693133107081193,0.8735190625579454,0.3303624321548424,0.7722779928668911,0.43508578081398797,0.7771319208503933,0.43458117776991484,0.4309599008978365,0.6740769272801811,0.796907840765188,0.5534331185710076,0.07564964712671925,0.004316752726791498
EEG C3,0.5653449439102405,0.35701264814305084,0.6892842858894684,0.6043093900563011,0.5991396821655475,0.31487436788324763,0.6390400661634861,0.693133107081193,1.0,0.7362632568742573,0.5471688940436138,0.38777910159071566,0.6736549710843749,0.6868280246373544,0.5863513213872305,0.3877146700221013,0.6759556108985335,0.8158090470364178,0.6622032124902639,-0.2677071381891404,0.019224124422420375
EEG C4,0.4714808958075764,0.5235781720738771,0.5937920530879193,0.7663801258536059,0.4090571661143101,0.46625752718476876,0.43136290891364487,0.8735190625579453,0.7362632568742573,1.0,0.33060046428427503,0.5031263792447818,0.5490409923199456,0.7992590610176805,0.5065715972741253,0.4117031754618284,0.7547176565952214,0.8920584923996832,0.6433850004334497,0.036318035821140106,0.0187566160071883
