,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
EEG Fp1,0.9999999999999998,0.7763979479734723,0.6957771892447719,0.6355021929466742,0.716582858633783,0.5246271924870725,0.34226650472242365,0.2665896732098498,0.3595224345086205,0.3434980575900145,0.21733982334878152,0.1761421353708575,0.10654918736665528,0.11281089023955922,0.024865608860459572,0.040205533942102314,0.6867882848643473,0.37628872495296645,0.1252881345280691,-0.12218778584731524,-0.008243162496910334
EEG Fp2,0.7763979479734723,0.9999999999999999,0.643512539177157,0.6548541919008072,0.5799452774902907,0.6564879607730953,0.26484624729218736,0.3040634552870396,0.3244476039522588,0.39966526321114637,0.15291112599342827,0.2433006781502872,0.09200993287098708,0.1183351802940437,0.022748859050700464,0.07500407184242379,0.6788947699221436,0.36439068580442335,0.1323275179358424,0.041456883404132394,0.01366599000328051
EEG F3,0.6957771892447719,0.6435125391771569,1.0,0.8822029559362127,0.7503972900731228,0.5756711611575105,0.6273807429077628,0.42297401710664123,0.7427839312306364,0.6708990019612167,0.42080667647976255,0.34842739557589,0.35980190928370037,0.3606026154279399,0.20893467837903826,0.22232041838056987,0.9533908673638594,0.78217094685038,0.4287299780463171,-0.03141790739395882,-0.01081829412046658
EEG F4,0.6355021929466742,0.6548541919008071,0.8822029559362127,1.0,0.6297398997776933,0.7101704010634703,0.46061951802996526,0.5955123406760212,0.609626369298168,0.674339735492841,0.27216111858907155,0.4270723948809876,0.2677306705245203,0.37941724368399876,0.14056055981232118,0.21679012173153503,0.9492443766164123,0.7526230377486386,0.3810195408857925,0.1220253735598404,-0.006322738110723867
EEG F7,0.716582858633783,0.5799452774902908,0.7503972900731228,0.6297398997776933,1.0,0.4168498829503157,0.5427459113511942,0.25357838262413324,0.5482120236231588,0.4425452064105557,0.38250225986525443,0.18111721235680228,0.25691516879620824,0.20415955438983877,0.13692328428472983,0.11622044688495192,0.6996942797189123,0.5195971547425824,0.26340170176235134,-0.16713543160995623,-0.029472896824882723
EEG F8,0.5246271924870725,0.6564879607730952,0.5756711611575105,0.7101704010634703,0.4168498829503157,1.0,0.24061400565135524,0.566518998272896,0.32703504976080744,0.39062434965721005,0.0863981692030382,0.35673485257884,0.08387034523809603,0.20766388151915963,0.006516025736093627,0.08347860984539242,0.6641025757135057,0.44867649314621094,0.16687092753347504,0.28328559794549946,0.044795823436648535
EEG T3,0.34226650472242365,0.26484624729218736,0.6273807429077628,0.46061951802996526,0.5427459113511942,0.24061400565135527,1.0,0.36211734292910386,0.871978264729833,0.49745407363220884,0.8292741348020739,0.3412056457607507,0.7670145091592567,0.522881083063637,0.5998379095838444,0.4212539904323926,0.5117479719841546,0.6936822297956233,0.6786699462173648,-0.17912258175683454,-0.07166736614258298
EEG T4,0.2665896732098498,0.30406345528703954,0.42297401710664123,0.5955123406760212,0.25357838262413324,0.566518998272896,0.36211734292910386,1.0,0.41751876360077794,0.42491522873626997,0.2245243957199371,0.6014431797861371,0.30989411057043104,0.5515420366275713,0.23003439034496448,0.36453794282700175,0.5002782930845151,0.5637546783741557,0.4225925484257129,0.29042583590064397,-0.008545500594408577
EEG C3,0.3595224345086204,0.32444760395225886,0.7427839312306364,0.6096263692981682,0.5482120236231589,0.32703504976080744,0.871978264729833,0.41751876360077794,1.0,0.7118436328312028,0.6816432296565103,0.4313693228439835,0.7073940463333729,0.6039139185082819,0.5038169844105268,0.45000186779101087,0.6684023791085296,0.8906207918919442,0.7419502259154169,-0.05038431382311554,-0.01278391539315219
EEG C4,0.3434980575900145,0.39966526321114637,0.6708990019612167,0.674339735492841,0.4425452064105557,0.39062434965721005,0.49745407363220884,0.42491522873626997,0.7118436328312028,1.0,0.4095399006313581,0.6481023609641158,0.4845930125319068,0.640523956138575,0.3747171300516545,0.5122937212673956,0.6931236828947096,0.8094877108540682,0.6312189141875432,0.15749987274577795,-0.0037007436142782466
