,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
EEG Fp1,0.9999999999999998,0.9609507301680373,0.9282083940929908,0.8639054410634374,0.9748225899943563,0.6525614135511066,0.6105497305350429,0.6105112838962136,0.7334009971440608,0.6352330171553907,0.4832479648017733,0.42185976589453666,0.4954955576544136,0.39864536466909756,0.270850280539192,0.2587546408887165,0.8756449084711885,0.7360691728190459,0.41113916995111033,-0.04640537275134466,0.08892883435856973
EEG Fp2,0.9609507301680373,1.0,0.8935724557754368,0.8708870307954708,0.9280934601948219,0.6085978774023709,0.539377709409777,0.6197232762807197,0.6952270509630591,0.6832464742586755,0.38468383226152614,0.5629646208132125,0.4683649240372478,0.447252688365886,0.2327328008300852,0.318035774432909,0.8667791444920241,0.7194660412106221,0.32318110796400407,-0.010394216282973013,0.05822618748091422
EEG F3,0.9282083940929908,0.8935724557754365,1.0,0.911387377746857,0.9081961088020745,0.7745600586691853,0.751091194425933,0.6555072521528,0.8589067587722284,0.7814718835362618,0.5699322484229725,0.5593242141511399,0.6627020406507218,0.5746576556526821,0.3830331790020268,0.39780306453312614,0.9568641810458798,0.8505525357243124,0.4404595931408235,-0.07653978828101647,0.05277282508900723
EEG F4,0.8639054410634374,0.8708870307954708,0.911387377746857,0.9999999999999999,0.8327953635434848,0.6744080924192662,0.6011364941491723,0.6485041083138705,0.7582390976041834,0.7906073042880027,0.4472837002908411,0.5666138609939011,0.5548745476720608,0.5538465000234999,0.28201686559787476,0.3675462762008009,0.9380046835707198,0.8101147887361583,0.3476404730883966,-0.10251364353115752,0.051598668464073405
EEG F7,0.9748225899943562,0.9280934601948219,0.9081961088020746,0.8327953635434848,1.0,0.6047064664048994,0.6248408700737916,0.5832634098343947,0.7529609676338459,0.6350672117893409,0.6055184108523813,0.4366989837708838,0.4899541345149728,0.38501406722032055,0.2655067927524987,0.2420522139304853,0.8516427047541671,0.7208231460328501,0.3992069614468371,-0.0370624112455197,0.005303118952810803
EEG F8,0.6525614135511068,0.6085978774023709,0.7745600586691853,0.6744080924192662,0.6047064664048994,1.0,0.5227837933543146,0.41966835067414415,0.5411309100760647,0.521376517740516,0.36240809460248874,0.41234402677352144,0.4132182310500391,0.3786711889925417,0.22115379978604088,0.23914102265636517,0.680791018891557,0.5387286269205693,0.20433739578393464,-0.3210464539180452,0.05877867574849872
EEG T3,0.6105497305350429,0.5393777094097771,0.751091194425933,0.6011364941491724,0.6248408700737916,0.5227837933543147,0.9999999999999999,0.5540160604995256,0.7657566112043459,0.6036373597646164,0.6756617343297612,0.46184881113275916,0.6375693075128459,0.5001145858826239,0.32844865262812173,0.3573536386421191,0.6471883933764965,0.6466724254683308,0.35600336915599284,0.07562696966675599,0.05327410049137687
EEG T4,0.6105112838962137,0.6197232762807197,0.6555072521528,0.6485041083138705,0.5832634098343947,0.41966835067414415,0.5540160604995256,1.0,0.6487534291810394,0.8015511212494932,0.4798402545619164,0.6895740772638475,0.6213033228269429,0.6767140195325759,0.40934514093717006,0.5673064693028196,0.6798757495076694,0.7118636760493526,0.48024540738747956,-0.42072856363327743,0.0017954253126823553
EEG C3,0.7334009971440609,0.6952270509630591,0.8589067587722284,0.7582390976041835,0.7529609676338459,0.5411309100760647,0.7657566112043458,0.6487534291810394,1.0,0.809641089623366,0.5895411381663128,0.5557508624410151,0.7433060493882454,0.675211087915545,0.39972432359366705,0.47519180934477767,0.8315834408180505,0.8617032769943189,0.45017863584929213,0.06792725558820085,0.040022704466917074
EEG C4,0.6352330171553907,0.6832464742586755,0.7814718835362618,0.7906073042880029,0.6350672117893409,0.5213765177405161,0.6036373597646165,0.8015511212494933,0.809641089623366,1.0,0.5105514811297404,0.7386580734608873,0.7324711438229929,0.8232849052976898,0.4423651597907765,0.6154733015224346,0.8204839705421233,0.8823866387069331,0.5149669690369488,-0.11436723015067189,-0.02611334333973547
EEG T5,0.4832479648017732,0.38468383226152614,0.5699322484229725,0.447283700290841,0.6055184108523813,0.3624080946024887,0.6756617343297612,0.4798402545619165,0.5895411381663127,0.5105514811297404,1.0,0.44269293438689367,0.6436892140092068,0.47459095557631037,0.46720601301839226,0.4089631738675096,0.48118881983608214,0.5033404984687506,0.4069704658491093,-0.21840975239183355,0.02353551567073054
EEG T6,0.4218597658945367,0.5629646208132126,0.5593242141511399,0.5666138609939011,0.4366989837708838,0.41234402677352144,0.46184881113275916,0.6895740772638475,0.5557508624410151,0.7386580734608873,0.4426929343868937,1.0,0.5733091275239118,0.7243041699689157,0.3816286279754098,0.6939092066566135,0.5563881439786784,0.6225557036660891,0.2342279731036099,-0.3439864269297744,-0.01707248318627331
EEG P3,0.4954955576544136,0.4683649240372478,0.6627020406507218,0.5548745476720607,0.48995413451497277,0.4132182310500391,0.6375693075128459,0.621303322826943,0.7433060493882454,0.7324711438229929,0.6436892140092069,0.5733091275239118,1.0,0.7945723025790676,0.7526363078181615,0.7240943325114528,0.6219216761477446,0.7313783258593836,0.6718015329625933,-0.13875835065140243,0.04018297626164687
EEG P4,0.39864536466909756,0.447252688365886,0.5746576556526821,0.5538465000234999,0.3850140672203206,0.37867118899254165,0.5001145858826238,0.6767140195325759,0.675211087915545,0.8232849052976898,0.47459095557631037,0.7243041699689158,0.7945723025790676,1.0,0.6059168073897581,0.9321006386514094,0.5836994283213316,0.7445621678294189,0.5843417505065438,-0.06507189155733395,-0.007435225015716797
EEG O1,0.270850280539192,0.2327328008300852,0.3830331790020268,0.28201686559787476,0.2655067927524987,0.22115379978604086,0.32844865262812173,0.40934514093717,0.39972432359366705,0.44236515979077656,0.46720601301839226,0.3816286279754098,0.7526363078181616,0.6059168073897581,1.0,0.712914987799367,0.2997804476979573,0.4130096920482668,0.7765852618300755,-0.2582200226584392,0.02422591082678268
EEG O2,0.2587546408887165,0.318035774432909,0.39780306453312614,0.3675462762008008,0.2420522139304853,0.2391410226563652,0.35735363864211916,0.5673064693028196,0.47519180934477767,0.6154733015224346,0.4089631738675096,0.6939092066566136,0.7240943325114528,0.9321006386514094,0.7129149877993669,1.0,0.37900472258348844,0.5420392290666229,0.6051485291743757,-0.14192703755649305,0.01825128911881293
EEG Fz,0.8756449084711885,0.8667791444920241,0.9568641810458797,0.9380046835707198,0.8516427047541673,0.680791018891557,0.6471883933764965,0.6798757495076693,0.8315834408180505,0.8204839705421234,0.4811888198360821,0.5563881439786784,0.6219216761477445,0.5836994283213316,0.2997804476979573,0.37900472258348844,0.9999999999999999,0.8615785858500218,0.3820164592472403,-0.05619196910768939,0.040471666591267025
EEG Cz,0.7360691728190459,0.7194660412106221,0.8505525357243124,0.8101147887361585,0.7208231460328501,0.5387286269205693,0.6466724254683308,0.7118636760493526,0.8617032769943189,0.882386638706933,0.5033404984687506,0.622555703666089,0.7313783258593837,0.7445621678294189,0.4130096920482668,0.5420392290666229,0.8615785858500217,0.9999999999999999,0.49947504099808165,-0.08570108227994297,0.028591968883006566
EEG Pz,0.41113916995111033,0.32318110796400407,0.4404595931408235,0.3476404730883966,0.39920696144683715,0.20433739578393462,0.35600336915599284,0.48024540738747956,0.45017863584929213,0.5149669690369488,0.4069704658491093,0.2342279731036099,0.6718015329625933,0.5843417505065438,0.7765852618300755,0.6051485291743756,0.38201645924724026,0.4994750409980817,1.0,-0.17137339195147122,0.03348701041145598
EEG A2-A1,-0.04640537275134466,-0.010394216282973014,-0.07653978828101647,-0.10251364353115751,-0.0370624112455197,-0.3210464539180452,0.07562696966675599,-0.42072856363327743,0.06792725558820087,-0.11436723015067188,-0.21840975239183352,-0.3439864269297744,-0.1387583506514024,-0.06507189155733395,-0.2582200226584392,-0.14192703755649305,-0.0561919691076894,-0.08570108227994297,-0.17137339195147122,1.0,-0.11045887236204191
