,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
EEG Fp1,1.0,0.30713668711857256,0.42086911544014377,0.3211757107642014,0.46771026871301435,0.24842052336827744,0.3318466752996601,0.18586372043114496,0.308023954573157,0.23933783647617685,0.29945043276719135,0.05716127763933158,0.22976228995348172,0.15900610459534562,0.0678286974789241,0.04614468940968771,0.36611138075195543,0.2791600530465453,0.17706741260484046,-0.1952097180140217,-0.02149681804187668
EEG Fp2,0.3071366871185726,1.0,0.49427324344731827,0.5574821777630153,0.3571545160781565,0.6751485943323945,0.3440028529127387,0.40346614464841646,0.3569973493484194,0.26860796546269894,0.25552601699627353,0.2617714984018452,0.28788485850734136,0.265578774213043,0.1160491416525256,0.11080999031026104,0.5282572033224002,0.4099757185829232,0.2919810034790685,0.2472522586179298,-0.08339513868115585
EEG F3,0.4208691154401437,0.49427324344731827,1.0,0.8342903706052444,0.7236668819854022,0.7082687911574511,0.6904923322261914,0.6182310531211728,0.7674583662094968,0.6566787633970276,0.6230413324031435,0.3772603363043665,0.6448725332457979,0.5072493360824119,0.30281637885563756,0.2584904894846162,0.8858792225897788,0.7927075952237327,0.5801999188637239,-0.12435406601881664,-0.06270463697766013
EEG F4,0.3211757107642014,0.5574821777630152,0.8342903706052444,1.0,0.559214380821587,0.9394230798985147,0.5751415611261359,0.7618243896378231,0.6998432395257284,0.7265904709022717,0.46745884473198895,0.49326110972115594,0.5935756486710994,0.5309648193144435,0.27003233690085293,0.27141845723582786,0.8965624764504609,0.8161793562378593,0.5905443338689607,0.27143969773372606,-0.09389261003180188
EEG F7,0.4677102687130143,0.3571545160781565,0.7236668819854021,0.5592143808215869,1.0,0.4146845140821892,0.5822062882996274,0.3855251885107844,0.5796127026836345,0.3875132822064466,0.5851207882387611,0.18951647319761009,0.4504085798450184,0.32538698744459976,0.19862002403519213,0.1350600335465103,0.614817591323159,0.5470374478150515,0.3785376892130515,-0.22906784243551787,-0.06928435781833545
EEG F8,0.24842052336827744,0.6751485943323945,0.7082687911574512,0.9394230798985148,0.4146845140821892,0.9999999999999999,0.48663206884371096,0.8353742436866686,0.6107282406288542,0.6824313032369864,0.37275471159303114,0.6018097139682378,0.5196871562344807,0.5074507672978741,0.22395076174008605,0.25798703319277283,0.8015644844985568,0.713235635824997,0.5454233760619108,0.4814681483321787,-0.07024185685196302
EEG T3,0.33184667529966017,0.3440028529127387,0.6904923322261914,0.575141561126136,0.5822062882996274,0.48663206884371096,1.0,0.5086704449239486,0.6770583315606113,0.3821000110832126,0.7603783050193824,0.3812247082409008,0.7070617346964801,0.5378504346335212,0.42894213829157013,0.32611267562935736,0.6310764574321112,0.6626227078175837,0.6084217051712952,-0.2942127067160648,-0.23340994487206876
EEG T4,0.18586372043114496,0.40346614464841646,0.6182310531211728,0.7618243896378231,0.3855251885107844,0.8353742436866685,0.5086704449239486,1.0,0.6712580516094929,0.7707330200601459,0.4730411688615408,0.7805749114686822,0.6957732704204848,0.6670828848569582,0.45044672427157995,0.49902928225523535,0.6603656842191724,0.7841940443292005,0.73939091399658,0.4545053536516233,-0.06394293224386702
EEG C3,0.308023954573157,0.3569973493484195,0.7674583662094968,0.6998432395257284,0.5796127026836346,0.6107282406288542,0.6770583315606112,0.6712580516094929,1.0,0.6847802192127526,0.6869101204023478,0.49597817678442047,0.7981391812490126,0.6061658993768592,0.5042567595940958,0.4595069079519921,0.7284974794966145,0.8212789737209785,0.7447153786967592,-0.0029273917850444007,-0.03307522778254771
EEG C4,0.23933783647617685,0.26860796546269894,0.6566787633970275,0.7265904709022718,0.38751328220644654,0.6824313032369865,0.3821000110832126,0.7707330200601459,0.6847802192127526,1.0,0.4511725494644854,0.5846629903781613,0.6990379702536347,0.6074322702850609,0.44580019335646653,0.475420032942052,0.693542631941564,0.80985530650488,0.7357811587976733,0.43242470430480157,0.4264284172699954
