,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,MK
EEG Fp1,1.0,0.6002462534954993,0.0854988657732386,-0.1202449810708455,-0.0403609223622319,0.4796761191365404,0.2655594093166135,0.0072049464314225846,0.3407535931856986,0.4046064986983365,-0.21597975449746593,0.0413391078797562,0.4308860057840728,0.7265347093267072,-0.036703795786533634,-0.2725223101110873,0.19145141333626237,-0.16232278058433586,-0.20132278596591988,-0.04436965470875613,0.1522676739550551,0.04874287431946436,-0.00734879522652979,0.0010441789185414805,-0.0192875642415367,-0.2868579484729867,-0.10209788177380714,0.07224922602877666,,,-0.004447907576551438,0.01582429219420588,0.7062883692869316,-0.038354813338366996,-0.03820492976405636,-0.004799424771245724
EEG F3,0.6002462534954993,1.0,0.5527090646076216,0.16524762701628717,0.08998624907998153,0.5846758052926393,0.5175560852834766,0.2555014096563506,0.7823242655853485,0.7291556233955897,0.09364426261773236,0.3641501583274569,0.6006801807461886,0.5614431243779346,0.007976129163099883,-0.16380430040768615,-0.15061492539322724,-0.26327505062002143,-0.2163448720499064,0.031504698268276184,-0.1526932286874597,-0.10827878762340812,-0.016247305321883572,-0.08047850500553094,-0.17277661063965224,-0.2865806872406101,-0.12345630149777466,-0.08287142321185142,,,0.0730459930641474,0.05143803935676508,0.17162085157894225,-0.07123002975561735,-0.07191145225084854,0.0015158659073547104
EEG C3,0.0854988657732386,0.5527090646076216,1.0,0.68144949512034,0.4440903218022037,0.26743483468585905,0.36595392397354576,0.6066777172350534,0.7288563173913212,0.41569308492225493,0.6738927920656292,0.826925352965491,0.37653174212133994,0.031971240855400436,0.04399341958093534,0.25825135526394166,-0.31443083972887487,-0.112040238521235,0.062156984381453055,0.22924747588465252,-0.219461929672788,-0.0924821328895129,0.16185594271307213,-0.07705820943647258,-0.15796674524517476,0.08678455574619749,0.0020126970037070554,-0.08445408807623693,,,0.06351801413869484,0.061078906387531384,-0.1841985119431294,-0.010981111953929345,-0.01193507579705788,0.012168471862459684
EEG P3,-0.1202449810708455,0.16524762701628717,0.68144949512034,1.0,0.7534047396678487,0.2195437574402928,0.37552038199447146,0.8294571234591347,0.35636250376195977,0.3053278719010354,0.9057324447582124,0.8275352082021249,0.265335384097688,-0.2297109024444246,-0.006940208771280465,0.6992344349992914,-0.23028518464154327,0.10622723912264466,0.4220401878317804,0.5282037656566656,-0.08011568148616563,0.07861867422420887,0.4059832375563856,-0.08397216034182987,-0.05844248042648015,0.48524196957230126,0.14360326866482676,0.06047352375174856,,,-0.013430401207092161,0.048394633438268,-0.2285175799993814,-0.020857907723823708,-0.021866758923707954,0.018580228405998846
EEG O1,-0.0403609223622319,0.08998624907998153,0.4440903218022037,0.7534047396678487,1.0,0.25430387268233257,0.3972536403060348,0.8590540488878321,0.12492580974813823,0.2838471232093263,0.5876500439914415,0.6157024639830967,0.33505435742377354,-0.174959918781181,0.012882119811573865,0.45954987615728876,0.005802907508571297,0.24808054494494228,0.4109443483501436,0.6056312736492752,0.15275236024222846,0.30331775447745524,0.6970752843612349,0.026864659868960823,0.12901151354308274,0.4167613108578053,0.2107863248648697,0.34025528054880033,,,0.05586692747177858,0.000162222271759258,-0.039576404471123816,0.02974336962520582,0.0295381257603245,0.046389734533115484
EEG F7,0.4796761191365404,0.5846758052926393,0.26743483468585905,0.2195437574402928,0.25430387268233257,1.0,0.7422251405800044,0.37534597573626693,0.4103024470995395,0.7748308515923913,0.10156548959208808,0.3119581391183232,0.8768709214802376,0.3658853884068264,0.012070002259870184,0.013648818604306666,-0.12784579406881325,-0.11993554192169527,-0.007905557722307107,0.19076923173270843,-0.0907198585736429,0.05913919745815253,0.152168024655861,-0.06260281733034774,-0.0901485811187258,-0.08130667878824045,-0.004411960659633448,0.08120058154209643,,,0.07494537430595756,0.07281053383798705,0.12976102487928132,-0.04379534723607413,-0.04646961020044186,0.016253084044015043
EEG T3,0.2655594093166135,0.5175560852834766,0.36595392397354576,0.37552038199447146,0.3972536403060348,0.7422251405800044,1.0,0.5129569442855783,0.43092099061096717,0.7945034235415471,0.27119350025465155,0.3277673826812108,0.6843310354327244,0.2312628848202174,0.04114698689908978,0.1346658742014444,-0.11800384435451985,-0.08045001111461131,0.08889056026428618,0.26940290074848816,-0.018709076700465677,0.08727850840095842,0.20859047704497083,-0.02767792349505572,-0.03720330447814022,0.029343032476662423,0.05891772746782454,0.1383054510726838,,,0.017024012968681227,0.01406948146082633,0.022727130425582373,-0.005307262411562102,-0.007784153885383507,0.007364082837950224
EEG T5,0.0072049464314225846,0.2555014096563506,0.6066777172350534,0.8294571234591347,0.8590540488878321,0.37534597573626693,0.5129569442855783,1.0,0.31462690064441834,0.42321255041719774,0.6472131701749286,0.7851903989968863,0.4266509100746544,-0.09538355306989789,0.004331398148045329,0.39791534907486686,-0.08793367899245312,0.129637923166223,0.27999305534859925,0.591660907941711,0.05980340756793713,0.2241624160409864,0.5603253078228344,-0.05307310666502254,0.04555791664587538,0.3034586921898277,0.14151523661806875,0.23766859987758313,,,0.04299054523458387,0.03363271363349141,-0.08507638318489372,-0.01937530475005878,-0.019885981059349595,0.007261598637213221
EEG Fc1,0.3407535931856986,0.7823242655853485,0.7288563173913212,0.35636250376195977,0.12492580974813823,0.4103024470995395,0.43092099061096717,0.31462690064441834,1.0,0.5421282643920543,0.3869263606098572,0.5226646060601021,0.4261625804060616,0.3432041789693355,0.16780844799322234,0.039330009782047703,-0.3660088545214508,-0.34872280427551633,-0.1146937731107661,-0.0008125932898603878,-0.3019010816758189,-0.24290378902262477,-0.10404150777205967,0.022873102252394948,-0.26877568224361204,-0.15047507568532845,-0.05423304050567804,-0.24121843722815936,,,0.1046324062560465,0.06085681199392019,-0.08260103859629218,0.06846752526286677,0.06639214065851516,0.004987234476185584
EEG Fc5,0.4046064986983365,0.7291556233955897,0.41569308492225493,0.3053278719010354,0.2838471232093263,0.7748308515923913,0.7945034235415471,0.42321255041719774,0.5421282643920543,1.0,0.19111062146299587,0.39825764570813943,0.7290246169303377,0.3497103956295622,0.003746860201299899,0.026376973436073033,-0.14698169419501397,-0.14467059640364874,-0.029767309486666397,0.23313684944895674,-0.08708080085988917,0.025398605012842846,0.14086107078253626,-0.07804385078960856,-0.0937948261711636,-0.07614942981483397,-0.03386739542484736,0.05026882113396579,,,0.011209185977935635,0.028397070987489833,0.06691114564717739,-0.04104020054697709,-0.04344594428552231,0.007831293154009258
