,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,PLET,61,62,63,64,EEG T3,EEG CZ,3,23,33,31,A,B,C,D,MK
EEG Fp1,1.0,0.7116573570697988,0.45322825208465356,0.2572877011547103,0.3360636433733942,0.7862584549165457,0.5039889830739618,0.37300199473818035,0.6550130651508336,0.006836939288917803,0.48073223881884075,0.7220426306883445,0.6729484703336568,-0.1074776129502335,0.3381084099695906,0.07239167558319096,-0.0015938615995966857,0.23345117138912153,0.49804400803396887,0.36832056355154164,0.3754503081263361,0.005159145708287115,0.25808463170944607,-0.18218354581559232,0.2840410152299099,0.48252851817275705,,,0.04137994700559738,0.07761567157489585,0.8332501282036241,0.09957997144693315,0.10076526812692431,,0.10274393390586394,0.10185965141488153,0.10015289806443484,0.1003541095952888,0.6439326635396597,-0.2745179254636149,0.10003095134171139,0.10159589075105845,0.09932023595439377,0.10075928505315315,-0.0351914032667586,0.011165401803864319,-0.030458682030180255,-0.025653234290642923,0.04400507285208965
EEG F3,0.7116573570697988,1.0,0.7049679343595906,0.37923162546645484,0.2955700517187974,0.7671032517579213,0.5086405115934229,0.6146675952969168,0.7924250021231428,0.253326716172741,0.5907056552551079,0.6717136426816837,0.39060081531418905,-0.0523433890367218,-0.08701306279673152,-0.18997003973039447,-0.12215034539397554,0.17697104954107962,0.06510907627921063,0.044617428486113865,0.1394397975273327,-0.3308982008699454,-0.07629863172716037,-0.21393466300664415,-0.03412401514024777,0.15611228862023058,,,-0.011207156709974976,0.1626205086954453,0.35681923140503163,0.1786600404462204,0.1786253933359635,,0.18159003681433022,0.18161906963222266,0.18013520205119454,0.18018522061708972,0.5903476009462963,-0.12302948501310686,0.18179070287137142,0.17949956665144606,0.17992127355557916,0.17933985637849328,0.004287507938959063,-0.0006608421280382375,-0.02793752882093826,-0.05249985788185129,0.0062685596271653465
EEG C3,0.45322825208465356,0.7049679343595906,1.0,0.7804726178997242,0.4952154947388102,0.7882294935606575,0.6960036136386022,0.7832577233042869,0.8972102678117575,0.6912292940648471,0.898433045587208,0.6999645841859842,0.14396735970227056,0.3405174244990042,-0.2638234299237758,-0.134318199680125,0.04835625461933185,0.29984773690881433,-0.0798748799874292,-0.04092426938272135,0.14130696607389254,-0.30153242349955106,-0.12607178332674324,0.05420070848775573,0.025013454449955883,0.04371816702480765,,,-0.13503110214073938,0.040636648059361874,0.16451063853585066,0.038933677164219437,0.03980584201684149,,0.03969866662243144,0.04140927844371716,0.042289082158748194,0.04191314355755901,0.7910184663209705,0.2278116283315497,0.04007417692324451,0.03962953352936105,0.03983979702947573,0.04010387597475462,-0.05138198229618499,0.032618388594252264,-0.00711714250208067,-0.012316851121339139,0.028797403985620442
EEG P3,0.2572877011547103,0.37923162546645484,0.7804726178997242,1.0,0.8055541575724415,0.4920205807517777,0.7908544691152865,0.545605480254884,0.5929241220141761,0.8541866661605357,0.8753993657087746,0.5312321359815946,0.03704311030788075,0.740874442601819,-0.10930959724649955,0.19274171645458268,0.48441594930928666,0.6612403640182758,0.0643903310827864,0.17779702078716958,0.39234118226611947,-0.029563315266676736,0.12099278020189401,0.45282282399025725,0.3331352591120982,0.18316128318784258,,,-0.12328866120669212,0.06569164790586175,0.15059672893245027,0.06997477196463903,0.0721940337651467,,0.0691498438006749,0.07021681362286124,0.0712583989681174,0.07127433190283622,0.6600382973678802,0.4654919866738524,0.06915824179386135,0.07123776364639552,0.06793999268308053,0.07089324219499774,-0.02635906277140141,0.014020585724161126,-0.007346489397716118,0.0017990278056461862,0.030901464254316943
EEG O1,0.3360636433733942,0.2955700517187974,0.4952154947388102,0.8055541575724415,1.0,0.4049695039182909,0.8366150021632973,0.25512190162440157,0.42465663514806334,0.5969981772288951,0.7024965463018941,0.559096408156968,0.12925327376529483,0.6408195965409047,0.15396214857941484,0.37548157292113415,0.6293416417721459,0.8897109275700417,0.3304301243618652,0.4509699289573346,0.6560703185424395,0.12487386138935974,0.32162387037101103,0.4706500442457788,0.5407784634260893,0.4366890395017562,,,-0.044127595831628265,0.09616086865617046,0.30137701972133013,0.12369036579102537,0.12539226947900503,,0.12406889143023257,0.1227775424038652,0.12265947218754594,0.12355731196802233,0.5596596629964122,0.32782341557378686,0.12146865902587756,0.12515167391398208,0.11983633416667573,0.12445605438182498,0.0189512286033584,0.0006674864397070427,0.01010298377700421,0.002461884304784524,0.032516668208885526
EEG F7,0.7862584549165457,0.7671032517579213,0.7882294935606575,0.4920205807517777,0.4049695039182909,1.0,0.6814338680551683,0.5591528281686685,0.9507383416329468,0.25923197851989305,0.790873772003804,0.9169587040762578,0.39043879876120524,-0.013432442117899053,-0.00805101190094117,-0.126409708884343,-0.08064880429182406,0.21899977162442963,0.19254219721312488,0.12754731404022773,0.23468761956536033,-0.23569491719795868,0.004861071663468057,-0.19975413522293461,0.0990243501769635,0.2671563157433309,,,-0.07411100784519822,-0.0019430311623708026,0.5181577979438788,0.01904313053885291,0.018649069858147998,,0.020068291529680808,0.02109539343781559,0.02022816202221709,0.022314914787458225,0.898846562025986,-0.16028142325520184,0.018015130074373994,0.01968219643377068,0.016605839695475067,0.02078866353781849,-0.054980169033645616,0.040008043609303996,0.00858266781477002,0.004269026764580889,0.04863270489980198
EEG T5,0.5039889830739618,0.5086405115934229,0.6960036136386022,0.7908544691152865,0.8366150021632973,0.6814338680551683,1.0,0.42134690209595316,0.7059739923360101,0.5193896052820853,0.8816853328005447,0.796621254306515,0.25299301124059115,0.38853572625905863,0.0732889643582651,0.15809642690701112,0.3182779205193206,0.6346191084991303,0.2541809692655481,0.2751569959363629,0.4409332022081792,-0.02412381351590126,0.17505560960122776,0.19648442902673383,0.3231628034541307,0.3470235034422149,,,-0.2566067114150765,0.14911196967332901,0.3791101528174091,0.17641182921203757,0.1783364004907211,,0.17614575718156242,0.1777484985920876,0.17800079742857083,0.17855538495047724,0.8236617089065398,0.14372434215834604,0.17614844752986578,0.1784133902787596,0.17566066739761244,0.17831268084087118,0.014800102969813113,0.007481538244227082,0.004906277570581656,-0.006913634608147596,0.03779884487687491
EEG Fc1,0.37300199473818035,0.6146675952969168,0.7832577233042869,0.545605480254884,0.25512190162440157,0.5591528281686685,0.42134690209595316,1.0,0.6403975717954614,0.5585060391442203,0.5900761116459865,0.41071347529283836,0.26389752634335634,0.24896772197169065,-0.28645057112504335,-0.1990334729028781,-0.06558045413696752,0.07233675136440049,-0.19635791391438043,-0.1898386837297186,-0.03616033612579894,-0.24703160193355558,-0.21909563349710617,0.005580971948420833,-0.08404208212788235,-0.1305603327829608,,,-0.14644361959513819,0.11675742759869868,0.12474909294836196,0.09900189724588045,0.09821922203156112,,0.10223097066522262,0.10188308777860988,0.10161738744230456,0.09942026945304897,0.5469188028354456,0.2926518521710063,0.10169394510584423,0.10074136842688752,0.1048259448763838,0.0997160150934223,-0.019104000922417205,0.0323161669207314,-0.02007806627549276,-0.03494414724197079,0.022303291930307875
EEG Fc5,0.6550130651508336,0.7924250021231428,0.8972102678117575,0.5929241220141761,0.42465663514806334,0.9507383416329468,0.7059739923360101,0.6403975717954614,1.0,0.3995983750209202,0.861643507676689,0.8659149847782511,0.27318406352333335,0.063844812336017,-0.14518990749432226,-0.1955191118232669,-0.08902596778677842,0.22635374550290915,0.04276389328899076,0.01913637199331139,0.15455574976813988,-0.33399606323844583,-0.1042829243684386,-0.16740649727816592,0.002196875040028678,0.14934894877563248,,,-0.11496564546384591,0.0175987011120017,0.33793273539523033,0.03270352250954449,0.03228235655366506,,0.03334499896633985,0.03509507475552111,0.03478080737312145,0.03558116384686444,0.8743106361894342,-0.06670351602367056,0.033214561683019776,0.033674176816916,0.03118586021088973,0.03412631335942165,-0.03418154322928978,0.04972982752000297,0.02223213219606468,0.010403573580215066,0.03127269557971847
EEG Cp1,0.006836939288917803,0.253326716172741,0.6912292940648471,0.8541866661605357,0.5969981772288951,0.25923197851989305,0.5193896052820853,0.5585060391442203,0.3995983750209202,1.0,0.6429169284590895,0.281192727863692,-0.1625336049369897,0.8418603364916736,-0.27793590920317646,0.16136909433571886,0.4519073495572697,0.5239262628096042,-0.12946891238983613,0.028866964967495752,0.24788306021715753,-0.06071141340293841,-0.008605330630559542,0.5980145185565982,0.20577869519367414,0.006444666839916823,,,-0.06755605202690068,0.06766902526337626,-0.12869082863011913,0.04923152002566883,0.05174179450663121,,0.050286409101290244,0.05032052268287043,0.05238030262781603,0.0516005593813996,0.38812540249813665,0.7458485107712723,0.05037988577866881,0.05041856791131027,0.05120066807548378,0.051250064904009525,-0.03295998870868907,-0.0016422795851767458,-0.01595782374170824,-0.023324693416013804,0.031235169460476536
