,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,B,C,D,PLET,61,62,63,64,MK
EEG Fp1,1.0,0.14974904938725245,0.07527130258788291,0.03055710512979762,0.1817720253849433,0.11054262124608522,0.049943369839098216,0.10348863398444792,0.1501210426123024,0.07625092520825318,-0.01948544602729639,0.09957451887690809,0.0036723277332337888,0.1802166900261916,-0.05343547939469279,0.2756397755520811,0.11750240734867423,0.015284699928315658,0.09490519092022322,0.21602771974262552,0.07325409124873783,-0.023627277569334013,0.025377427154587774,0.03904727300438413,0.021490438233228906,0.09778231410313072,-0.03736544934738078,-0.001734749411218583,,,0.1077207023236297,0.007445214187175994,0.34994137674657,0.08797709187117356,0.0877212857367555,-0.11101223379069393,-0.08106484293196721,-0.12410453984707938,,0.08822911235457676,0.08750631763900324,0.08788122234544911,0.08732583791408564,0.0006065695040842178
EEG F3,0.14974904938725245,1.0,0.4783142153996917,0.13710172441367813,0.17205376823925614,0.39398127425895185,0.15314706004960393,0.18740363130571264,0.6734685964013887,0.42849640130783095,0.1518825511610997,0.5175109323140253,0.20001470113713435,0.5912341406209739,0.3000162093249144,0.2994469682356188,0.19806322883783484,-0.1119506427030417,0.1660453719633482,0.0783597746301961,0.003085004061245799,-0.14718166441751268,0.0035192114094250897,0.005478789907141147,-0.09294620824217069,0.11454110881942525,-0.26074269144092027,-0.15958757336898208,,,0.2583345309612974,0.1399926298610993,0.26753534696729553,0.34945432714921415,0.34804303644465784,-0.3406563026245671,-0.2463882115610641,-0.4133488572982398,,0.3485979739542393,0.3476748450226541,0.34764052095924397,0.34708173018806043,-0.0019091596108486435
EEG C3,0.07527130258788291,0.4783142153996917,1.0,0.26430891665213124,0.14680302653988697,0.0018627696953166105,-0.011666122599792357,0.25111689607364,0.33656686579105316,-0.004948900132873254,0.3729952890137746,0.4758750379091531,0.151611516478711,0.05369174746413129,-0.008776336966296136,0.1244079635933172,-0.10825622898401585,-0.1647522842479019,0.0622832591833231,0.10745873427858471,-0.21915096955845742,-0.2862615791354654,-0.0007093173994884639,-0.3541684504493703,-0.30618488184365067,-0.017551898393307456,-0.22109891320821284,-0.19932908084587367,,,0.11499362274605347,0.0824903463451193,-0.00402297338606728,0.17347263366621823,0.17369121576790633,-0.13597920320876775,-0.057268321209766444,-0.1854260898458003,,0.17347212538454432,0.17435801863999212,0.17348012637501561,0.17438795303632107,0.010822997423570995
EEG P3,0.03055710512979762,0.13710172441367813,0.26430891665213124,1.0,0.7508763756397078,0.4065606034011973,0.5449077497057258,0.8747271300398342,0.3676473524634724,0.3562396068974729,0.8503357065224638,0.7189732096549353,0.5484200283906884,0.19854949476503156,0.3024431571606218,0.5494106980742895,0.04847165739805697,-0.035608690280136406,0.6213941604804787,0.7198750964704297,0.10014260149682444,0.16433469331670672,0.5834333162890485,-0.2675169131000176,0.02738294873628561,0.49812007049489315,0.22573056131269345,0.2660171243470994,,,0.2968009110001248,0.1368165264533119,0.008815924926599078,0.363102964065917,0.3643110876116723,-0.3073341732239073,-0.20808009443122008,-0.39513470254432936,,0.3635251352602538,0.3631622202312828,0.36217740434327395,0.36262838532045727,-0.019061792798751392
EEG O1,0.1817720253849433,0.17205376823925614,0.14680302653988697,0.7508763756397078,1.0,0.38465331486199483,0.43467654586044335,0.7563225013462074,0.5046323632190647,0.2842235882877771,0.6606913084640819,0.6765683388650783,0.43992536845937513,0.3672950749372306,0.48969783590629473,0.5906568267215337,0.24585074106812582,0.1063780358940397,0.7983706541469235,0.8519825899132042,0.23430622249653416,0.24069613187708006,0.713114624192364,-0.030161180778885494,0.13318147090537227,0.6784144779085844,0.32970046645601064,0.37547898466219126,,,0.3521035382439644,0.16060306698746904,0.12321270167249533,0.4420600435287042,0.4408011528196152,-0.34939308893857945,-0.21304115954991573,-0.45581751367324996,,0.4414551265790641,0.44053801825868527,0.4403303446210521,0.439992647995693,-0.02979074664459536
EEG F7,0.11054262124608522,0.39398127425895185,0.0018627696953166105,0.4065606034011973,0.38465331486199483,1.0,0.6568071773635998,0.5121564865975821,0.4112804303007948,0.6600120135902326,0.3473261000981911,0.47893598343711247,0.6524335875323666,0.3999650861079095,0.2868202646520978,0.3308389622927379,0.092518724919666,-0.13328433408148402,0.3124661426097257,0.32687424483140587,0.14208011509785917,0.16597935691704396,0.27027217075902565,-0.08222638389195848,0.12914619635198427,0.23939801920417259,-0.009150928901570854,0.0975031742379604,,,0.26583344103617007,0.07986357007270081,0.12326360676587875,0.2758303745756727,0.27537078495261114,-0.26710485313923826,-0.19423714154065622,-0.31469387726010034,,0.2762643335317323,0.2754458535038856,0.2747467048408405,0.2745666657162337,-0.025801533675624495
EEG T3,0.049943369839098216,0.15314706004960393,-0.011666122599792357,0.5449077497057258,0.43467654586044335,0.6568071773635998,1.0,0.6977586842797866,0.10498892787493044,0.643787056638417,0.425373200881273,0.3812916232773615,0.7442780995556163,0.058936874297061174,0.06471409028705483,0.22295069559466738,-0.07283721272455965,-0.14710130237233615,0.2577059031275874,0.40309625210529854,0.11339987544888895,0.23121812397412983,0.34306434727517165,-0.22916304161652995,0.1359316633721764,0.1708541984076119,0.0975244088784114,0.20754578633962065,,,0.09920367961973946,0.059495984458947895,0.007570251370900761,0.1271734174467386,0.12638623228287718,-0.0757337627152636,-0.047406555861867934,-0.10598951408699256,,0.12735316220416573,0.1269308239470533,0.12667074967078867,0.12736535376242564,-0.009782155761759625
EEG T5,0.10348863398444792,0.18740363130571264,0.25111689607364,0.8747271300398342,0.7563225013462074,0.5121564865975821,0.6977586842797866,1.0,0.37643671324858347,0.4618747409681646,0.7526704553535234,0.7318711641283037,0.6865958313926738,0.2129297181278452,0.24978816544436674,0.5523130022630323,0.051661887421041566,-0.028273059740380885,0.5941434201556938,0.7234629138716435,0.1455007156035756,0.2092036088135623,0.6287303497021869,-0.23279206755790952,0.07008180492319482,0.48822843081457074,0.24644453114327103,0.33714784758781724,,,0.27706646231071924,0.1401749581957465,0.0219984441126258,0.35688862462082765,0.35655932033185533,-0.28293713017016636,-0.18172256722755364,-0.36658237033430124,,0.3572900023002787,0.35635843312849713,0.3558059845757262,0.3562706884172151,-0.022235245235791123
EEG Fc1,0.1501210426123024,0.6734685964013887,0.33656686579105316,0.3676473524634724,0.5046323632190647,0.4112804303007948,0.10498892787493044,0.37643671324858347,1.0,0.23080512168253475,0.3805683836466558,0.7551219737226414,0.15329941661424873,0.7767224321988383,0.6298717352743022,0.6903099943283841,0.395186847603955,0.0707022333043524,0.5917278306624811,0.4217034785666561,0.12784768622168732,-0.04884080891947009,0.33217389569828143,0.13559105107925795,-0.026197946161359356,0.5570922638207284,-0.040378119426885975,0.06705647793083234,,,0.46504022367962106,0.17570900722583802,0.21144638572022756,0.6061292813527638,0.6038299523213263,-0.5716224999138713,-0.38129042951284525,-0.7078688753960809,,0.6047243600825117,0.6043499233573191,0.6044760735042972,0.6029308121154018,-0.006067403278372787
EEG Fc5,0.07625092520825318,0.42849640130783095,-0.004948900132873254,0.3562396068974729,0.2842235882877771,0.6600120135902326,0.643787056638417,0.4618747409681646,0.23080512168253475,1.0,0.27188988871878017,0.39847084173518743,0.5277424670695315,0.21158321903149735,0.12063623032426311,0.19491523795199156,-0.014568206910826447,-0.14507185199934475,0.16005655302380634,0.23531784935738745,0.05487712398024687,0.07288906245412535,0.16759955157105302,-0.1366076939926987,0.051878096633676,0.10336506622028295,-0.055028179987478915,0.011483587747435115,,,0.10296933307858347,0.06463166307376571,0.08323798142242506,0.15041303224033908,0.15064882137978527,-0.11622249653072173,-0.07130459630625888,-0.15104421597122117,,0.15186903358854004,0.1505930851401029,0.15040753360887432,0.1502149140437013,-0.009068232805088831
