,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,B,C,D,PLET,61,62,63,64,MK
EEG Fp1,1.0,-0.12745425621649958,-0.047976224078326454,-0.13870449628454284,-0.23705479950137065,-0.06543413434487665,-0.004715471131743657,-0.12010811470733648,-0.17242771215101502,-0.06505026425337282,-0.14294930990779728,-0.10938988965545784,-0.05083493368261504,-0.2659610700875844,-0.18970480263853173,-0.1856018896364155,-0.280917444522402,-0.261888701163856,-0.21617649036865133,-0.08375548612460791,-0.0889310448472705,-0.10754945336595856,-0.13475019876459493,-0.2703661208664953,-0.2060480063614498,-0.204211978763292,-0.20950604247927454,-0.07855273820102113,,,0.015793880688920583,0.010658427686998845,0.1692272202254481,-0.017680537994711493,-0.019066658846769075,-0.015427567365601682,-0.007378361336429175,0.006828014176182341,,-0.01784708377464425,-0.019163701249677877,-0.017640717115672406,-0.01812391276664699,-0.06871508011015855
EEG F3,-0.12745425621649958,1.0,0.9023208676924134,0.8588511949643651,0.6016490417617092,0.7347448301290805,0.047787349690478355,0.8093232632861288,0.8984903828039125,0.9084515740427671,0.8464003218291972,0.8691788659981254,0.7718260744388523,0.6562404662022853,0.7773077979601006,0.7227852898025744,0.27538433967211867,0.4827015026223874,0.5644556819370666,0.6853368910719863,0.206053190504816,0.3790921024336398,0.5298007054895912,0.5329647812116564,0.3819694796154345,0.5947272524320548,0.47734574460253715,0.42438753213038594,,,0.12795442423144052,0.17172048388799788,-0.7015491424220739,0.11429446481351407,0.11442401426255266,0.03176503447076032,-0.010699725816677136,-0.01009373508186037,,0.11019927282010737,0.11215383215611194,0.10977906617999074,0.11107616327405981,0.00163272937331531
EEG C3,-0.047976224078326454,0.9023208676924134,1.0,0.9735207532287992,0.6680796056331723,0.7944204926394073,0.02364473010831557,0.9232551846294131,0.9546591881876134,0.9784518088248365,0.9667307753926478,0.9727071399553854,0.835795477405462,0.7023534760507495,0.8744953846803278,0.8661503237365562,0.359868243251748,0.6163263932555887,0.7182219817457245,0.8395389322044842,0.3486876764481467,0.5201969141319609,0.6879664495437409,0.6281395190920009,0.5142635286511688,0.7380727323001306,0.6313083636989393,0.5578920079757929,,,0.15305351386511235,0.18169885719836248,-0.7158645600398712,0.09815135355926909,0.09964686793939802,0.06607534599594804,0.025121645200814856,0.01710277328720133,,0.09493415459647339,0.09672333911715396,0.093937789436982,0.09612061036581959,-0.01725764168082411
EEG P3,-0.13870449628454284,0.8588511949643651,0.9735207532287992,1.0,0.7271487539561883,0.7953571564717128,0.0068365800690166085,0.9608036793576918,0.9278523622147165,0.9547577660476573,0.9777247880328763,0.989879502072678,0.8425103670999697,0.6758900278021364,0.8546236364715153,0.9083471012412552,0.39565501218046717,0.6605478801960258,0.7855122838895682,0.9034298788456221,0.4289225836460321,0.5942408227307832,0.7746915304659568,0.6271774795252084,0.5830143644260862,0.7694814072176798,0.7079922961583714,0.629070824131972,,,0.15510123081616803,0.18031008406586896,-0.6712387806247732,0.08179605551269718,0.08390527254744103,0.08189912044898105,0.04576988500725357,0.0354762482469702,,0.07894530235719048,0.08095060901199957,0.07793905868770738,0.07998134452625173,-0.021733238062132676
EEG O1,-0.23705479950137065,0.6016490417617092,0.6680796056331723,0.7271487539561883,1.0,0.5831819595716865,0.6080780205763616,0.7406548163739065,0.6806544281808142,0.6655195181044035,0.6952557832387597,0.71659093386423,0.6358091233028487,0.47868442651216286,0.5996701371819755,0.6696638619295014,0.31649749485167783,0.5076981180600363,0.6145188490086518,0.7175649203557434,0.4206604895066741,0.5227770153694359,0.6462143084092437,0.4430762994638783,0.4966957911122718,0.5610005691608984,0.5821596329999832,0.5760191727937914,,,0.17928742363400846,0.28544663031047773,-0.4243614821557291,0.33560777389570784,0.32252921479158636,-0.38527839171338385,-0.36212332459830315,-0.5223574728213699,,0.3322703025815631,0.3242436501149491,0.3364555592923678,0.3297235057673683,-0.0373623242330108
EEG F7,-0.06543413434487665,0.7347448301290805,0.7944204926394073,0.7953571564717128,0.5831819595716865,1.0,0.0023035363837194617,0.8154826010731663,0.6928294966005893,0.8642574949993226,0.7160620569459908,0.8369844513367554,0.9230622979033579,0.33266299744007477,0.5380298983042341,0.5777346639193235,-0.017783014732880492,0.2563796799315202,0.41932987537320965,0.6630271589838159,0.17430146555797355,0.3123768187678187,0.48495610657455895,0.23158464084019462,0.24138129921060938,0.3797725456301924,0.34915976708851554,0.4420897412921586,,,0.13497747861325662,0.1609517145420269,-0.5726281788243014,0.05973152015187767,0.060595547437434616,0.06596465791750232,0.037175634311345955,0.03259893540773836,,0.055458930061347896,0.058437445708032935,0.05608392896602907,0.056208407435821034,-0.01292364826972253
EEG T3,-0.004715471131743657,0.047787349690478355,0.02364473010831557,0.0068365800690166085,0.6080780205763616,0.0023035363837194617,1.0,-0.00039218570397018144,0.10211111644768257,0.011640731467447724,0.01673663132507919,0.002930442952343606,0.005295503477186247,0.07500473610446762,0.06085668503493532,0.007541616861030492,-0.01390079987186697,-0.006396813648483718,-0.005725027091744485,-0.011256142023897344,-0.020851307917689407,-0.018644036481705064,-0.014825368036031225,0.028292410002151307,-0.02964694986527413,0.006002055774081751,-0.015731925868174557,-0.00841553177338557,,,0.1019286552313455,0.2533715688518278,-0.025570064271893594,0.47529904954831365,0.451642364120501,-0.7436964346842485,-0.6710006053207608,-0.9130598521626688,,0.47367223898902877,0.4579470215645444,0.48134119061843944,0.46814305618966023,-0.007914809841618424
EEG T5,-0.12010811470733648,0.8093232632861288,0.9232551846294131,0.9608036793576918,0.7406548163739065,0.8154826010731663,-0.00039218570397018144,1.0,0.8461499497035353,0.9278249881004711,0.9110961343878855,0.9637071985426869,0.8719581160478663,0.5636723014602457,0.7501317307896016,0.8331259954607438,0.32982015218852645,0.581094427509801,0.7186588062736904,0.9078445918641737,0.4859008300410758,0.6080411027098698,0.7617487934368757,0.5160940731716265,0.5683603498498019,0.6745884354015276,0.6637801762854473,0.7064618191162607,,,0.16572153147667953,0.19659246508233913,-0.5883226846876354,0.069175008024732,0.07105612346321503,0.08667976925788398,0.050667918164404656,0.04234371504064176,,0.06604042286725387,0.06835087908914968,0.06538128088137464,0.06723956333419297,-0.037253232865917835
EEG Fc1,-0.17242771215101502,0.8984903828039125,0.9546591881876134,0.9278523622147165,0.6806544281808142,0.6928294966005893,0.10211111644768257,0.8461499497035353,1.0,0.9096675624990536,0.9633143435795622,0.9053705095312446,0.7264038594984706,0.8539814732846495,0.9598056673870585,0.8883968580892299,0.4924218886505963,0.7117780122521413,0.7568775380982798,0.7689800227758217,0.28635567123953826,0.48860024803592716,0.6526860127708208,0.7763471852058362,0.5367228417412412,0.8165911638498323,0.6593736129903249,0.4567949372468063,,,0.14249720505670974,0.17000224706479325,-0.7799058091478216,0.14133301891993683,0.1414988174042135,0.010123280765360365,-0.02180936129689607,-0.05178670331197209,,0.13831683278567114,0.13897434483881813,0.13787787415135802,0.13931133869330767,-0.0029859281450459255
EEG Fc5,-0.06505026425337282,0.9084515740427671,0.9784518088248365,0.9547577660476573,0.6655195181044035,0.8642574949993226,0.011640731467447724,0.9278249881004711,0.9096675624990536,1.0,0.9183795214567478,0.9725380125257628,0.8940548975868552,0.6019235660687838,0.7894802370551294,0.7922488813738418,0.24426094998622044,0.5087823173025642,0.6314731460252525,0.8094851515251642,0.31838983341568045,0.4740001152920608,0.6387051942300686,0.5087861572529461,0.44703234006790166,0.631310809522402,0.5515754739212653,0.5603668180114937,,,0.15737484905929,0.18366307967147946,-0.6901000052144342,0.08834661594761858,0.08994157103291746,0.06997128746202133,0.027215352224816084,0.027608248734983933,,0.08471231594771189,0.08724332326303184,0.08400431460081816,0.08587814285500847,-0.014654958364350094
