,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,MK
EEG Fp1,1.0,0.9919311748645048,0.9864836964081416,0.3175158605091637,0.9710155174795326,0.9831825279968519,0.9797340239800508,0.9745144814414369,0.4206632877004198,0.9860751498288548,0.6679383785401708,0.9786759892862916,0.9785554646609621,0.9922860838265659,0.9865394245082219,0.26307448197138816,0.9927073578280994,0.9881439836076858,0.28460335625248045,0.9776646459099018,0.9864898696864194,0.9834867659024936,0.9757688487991364,-0.17194650638262027,0.9883779219950706,0.9817295480634822,0.9859105612173167,0.981795562781567,,,0.48189200233056284,0.9319376598115291,0.9971643324600732,0.6161241365720741,0.6082625948915412,-0.011859615706441177
EEG F3,0.9919311748645048,1.0,0.9983485427632472,0.31308370755170534,0.9776410160661118,0.9962132774442024,0.9934260776209677,0.9848936715492816,0.4080217520736848,0.9987110079537906,0.6636945461131659,0.9879626131860285,0.9924385790361009,0.9969155687626708,0.996894362410989,0.2562436938816346,0.997279576280025,0.9975223432487033,0.28007021192045906,0.9862398066473965,0.993863049698009,0.9938648379557604,0.984003678958761,-0.2018429529691821,0.9952578240072812,0.9893033918823583,0.9949396878622317,0.992122711088615,,,0.46056895775311585,0.9403001809179784,0.9893246713565446,0.6000099587372155,0.591848491716268,-0.005178174046273247
EEG C3,0.9864836964081416,0.9983485427632472,1.0,0.31945902227324385,0.9738054797413519,0.9972729136139151,0.9956006933980716,0.9856864997504106,0.4045795324016577,0.9986590101222452,0.6580691062114493,0.9857693306281224,0.9916286691182347,0.9957938123346481,0.9982825818608777,0.2576823851765765,0.9951266037087972,0.9979916352523925,0.2766991412168201,0.9829773354879419,0.995093129284506,0.9957821254780074,0.9801051088981584,-0.20437743564814403,0.9929961787302974,0.9865781996490282,0.9935220618890493,0.9907811029579601,,,0.4615168453737979,0.9411656788604589,0.9860565771807486,0.5964427565861193,0.5882263608529026,-0.0042233453744286616
EEG P3,0.3175158605091637,0.31308370755170534,0.31945902227324385,1.0,0.2880148972212371,0.32086553346776825,0.31171109069498537,0.3144211165609715,0.41251559945760186,0.311654860700105,0.4784313319316545,0.28781036726454406,0.30233695965636165,0.3336324026242441,0.3238768917731753,0.3213359480127366,0.3088373330563754,0.31761305800698586,0.33973356375177693,0.28783358633536155,0.32302696300132244,0.3255589247929655,0.2869820497821729,0.1628535720083272,0.3021527560390307,0.30571694697908314,0.30246449408310033,0.2988482326110051,,,0.2340899393289179,0.3229890307695541,0.3252291438155344,0.5323258451763119,0.5311874622146229,-0.04198820733573755
EEG O1,0.9710155174795326,0.9776410160661118,0.9738054797413519,0.2880148972212371,1.0,0.9690915495187277,0.9747359536318759,0.9861871488558627,0.4121349536872155,0.976463600744249,0.6705889679532365,0.9924252449544155,0.9812257166820515,0.972933866576432,0.9716259274538149,0.2573434025505964,0.9830315599751331,0.9769559287023521,0.3040146547288656,0.9959436017758305,0.9683979920170889,0.9692630699362815,0.9942237318472797,-0.18062823504150893,0.9880341471110444,0.988145048393613,0.9881299983325171,0.9848483363137177,,,0.47831601972926924,0.9198608250551565,0.9608581022473291,0.6151993746521731,0.6074977511974339,0.008318779298187319
EEG F7,0.9831825279968519,0.9962132774442024,0.9972729136139151,0.32086553346776825,0.9690915495187277,1.0,0.9951563078898535,0.9837455698436038,0.39347143411995966,0.9978937747066038,0.6546159015601455,0.9816113823483932,0.9945470511753305,0.9929171081167719,0.9957637669041125,0.255274431136838,0.9911762132854858,0.9957358741967125,0.27589940085718867,0.9790214996711455,0.9925557060939867,0.994796703936262,0.9766394640018978,-0.21215722376515486,0.989621410399209,0.982078314562496,0.9906869346103397,0.988861601912745,,,0.4533113864081309,0.9433234935960975,0.9815753716443982,0.5853765154768696,0.5769404110133223,-0.003318279254512558
EEG T3,0.9797340239800508,0.9934260776209677,0.9956006933980716,0.31171109069498537,0.9747359536318759,0.9951563078898535,1.0,0.9838520717590985,0.3960825570164856,0.9963525324391195,0.6603945820957263,0.9890991563283469,0.9929181655986524,0.9893805536263949,0.9919091587001606,0.25698598748641227,0.9902136787652803,0.9927955410119769,0.2766501183378287,0.9827916281887908,0.9887840007627368,0.9905891212607509,0.9803009688275521,-0.20606699644891877,0.9900261220092054,0.9840418796562089,0.9910477415630111,0.9890404138920303,,,0.4539921436728781,0.9373006655530333,0.9771180916847858,0.5878522285129232,0.5795070474327023,0.00342991962420245
EEG T5,0.9745144814414369,0.9848936715492816,0.9856864997504106,0.3144211165609715,0.9861871488558627,0.9837455698436038,0.9838520717590985,1.0,0.4184305682170401,0.9848022059828774,0.6645162348491622,0.9824134781464589,0.9864053852136231,0.9826324852194834,0.984780602086347,0.25513992570589294,0.9859145480222052,0.9871353487243492,0.28831644386905125,0.9853188128915984,0.9836301262991957,0.9847370414252766,0.9818654890528302,-0.18900522996212835,0.9868787080955166,0.9829221379729188,0.9882122158462463,0.9864777128256244,,,0.46577316762316234,0.931410244944634,0.9715730996745374,0.6071827654697809,0.5992391520797388,0.003249480438932146
EEG Fc1,0.4206632877004198,0.4080217520736848,0.4045795324016577,0.41251559945760186,0.4121349536872155,0.39347143411995966,0.3960825570164856,0.4184305682170401,1.0,0.40025311029546634,0.6134734166868369,0.4087268920651022,0.3970575229006404,0.42433606861675965,0.4058571563373384,0.4093323314175792,0.412801639445095,0.4017138948398843,0.40776828654681563,0.40635434785500085,0.40630343245186,0.39909151821453054,0.40460287975025305,0.16317643192767728,0.40676274496096426,0.420510475361964,0.4044778573106184,0.40315744892361616,,,0.30446918361060527,0.38942379354247336,0.420923981827421,0.7722427297722443,0.7718255465125646,-0.020828977167314355
EEG Fc5,0.9860751498288548,0.9987110079537906,0.9986590101222452,0.311654860700105,0.976463600744249,0.9978937747066038,0.9963525324391195,0.9848022059828774,0.40025311029546634,1.0,0.6601419207175846,0.9885017196709477,0.9944080957861339,0.9942613555081985,0.9958822566289484,0.25480781966274835,0.9945541741985058,0.996332128434889,0.27930268893289006,0.9852666059187338,0.9917957326932186,0.9930601985975035,0.9830031011205608,-0.20968332296777914,0.9935258538260133,0.9878492143835382,0.9938765519844572,0.9913829127233539,,,0.4540347753376791,0.9400198918401776,0.9828618724695605,0.5922030297377294,0.5838878393750018,-0.0022022541212579866
EEG Cp1,0.6679383785401708,0.6636945461131659,0.6580691062114493,0.4784313319316545,0.6705889679532365,0.6546159015601455,0.6603945820957263,0.6645162348491622,0.6134734166868369,0.6601419207175846,1.0,0.6673394354557883,0.6614513749318075,0.6676225128514597,0.6561661142156705,0.29392287318401955,0.6669164101517514,0.6580740364402796,0.3440340712224063,0.6649041305167317,0.6544667979526709,0.653023487184,0.6627406603475332,0.09963735784639283,0.6659376421145625,0.6746076479987069,0.6624884673531072,0.6621896265100995,,,0.27140120404241264,0.6236623420057188,0.6642553040838869,0.5995413499813238,0.5948805739377274,0.00901635974694805
EEG Cp5,0.9786759892862916,0.9879626131860285,0.9857693306281224,0.28781036726454406,0.9924252449544155,0.9816113823483932,0.9890991563283469,0.9824134781464589,0.4087268920651022,0.9885017196709477,0.6673394354557883,1.0,0.9895522175834454,0.9825552859879647,0.9818996315002712,0.25657483087799576,0.9898283965778224,0.9855604918195895,0.292678001771992,0.9952947013610999,0.9779258479032522,0.9788263722793579,0.993944757515107,-0.19985838301589745,0.9931189488886926,0.9915583842715563,0.9933726221370851,0.9906181795978631,,,0.470539385377456,0.9276537625439544,0.9698384488892348,0.6047554089902799,0.5968125558064655,0.007553904648585447
EEG F9,0.9785554646609621,0.9924385790361009,0.9916286691182347,0.30233695965636165,0.9812257166820515,0.9945470511753305,0.9929181655986524,0.9864053852136231,0.3970575229006404,0.9944080957861339,0.6614513749318075,0.9895522175834454,1.0,0.9875225543250971,0.9896942910915587,0.25307236238093617,0.9911236353428698,0.9927032739561791,0.2855745819757413,0.9891447112801337,0.9872022484512938,0.9899684094815755,0.9882267400316657,-0.21971250472614315,0.993330630762982,0.9882030915601705,0.9945705477684028,0.9947327366479309,,,0.4450874471555907,0.9434258149376767,0.9726339736619702,0.5887375113613428,0.5803597964337895,0.0036509677607304684
EEG Fz,0.9922860838265659,0.9969155687626708,0.9957938123346481,0.3336324026242441,0.972933866576432,0.9929171081167719,0.9893805536263949,0.9826324852194834,0.42433606861675965,0.9942613555081985,0.6676225128514597,0.9825552859879647,0.9875225543250971,1.0,0.9963123675640526,0.2688501845888689,0.9960316997083681,0.9964739663929105,0.2910417364112084,0.9818338551439737,0.9946195406192163,0.9936699901742249,0.9796104158880922,-0.19109428948728502,0.9926469435620268,0.9844317901813046,0.9920671750524657,0.9896112829032752,,,0.46957735318711047,0.9397613395548581,0.9922672779979083,0.6124934906503328,0.6044676875696662,-0.008291435809365368
EEG Cz,0.9865394245082219,0.996894362410989,0.9982825818608777,0.3238768917731753,0.9716259274538149,0.9957637669041125,0.9919091587001606,0.984780602086347,0.4058571563373384,0.9958822566289484,0.6561661142156705,0.9818996315002712,0.9896942910915587,0.9963123675640526,1.0,0.25530184607303363,0.9951851774037423,0.998525694904683,0.27944592933588996,0.9815095874315266,0.9966550001005354,0.99709291317321,0.9787875521033129,-0.20347811140655483,0.9925982647870407,0.9852881473507035,0.9931966594820872,0.9907977210059936,,,0.4627299628578202,0.9422998838330342,0.9876863979415779,0.5970073916159515,0.5888077702098774,-0.0071009328872544
EEG Pz,0.26307448197138816,0.2562436938816346,0.2576823851765765,0.3213359480127366,0.2573434025505964,0.255274431136838,0.25698598748641227,0.25513992570589294,0.4093323314175792,0.25480781966274835,0.29392287318401955,0.25657483087799576,0.25307236238093617,0.2688501845888689,0.25530184607303363,1.0,0.25640181531419204,0.25440591264380363,0.4624464229129631,0.2568491620430239,0.2506067135471932,0.2522895987491929,0.25344436953117305,0.06568993018615377,0.2557743976611964,0.26565880111500034,0.25474737071293857,0.24719028951950936,,,0.16406278103425967,0.2595761106147787,0.25673116854191286,0.5096126872716842,0.5076241058430936,0.014863234354502137
EEG F4,0.9927073578280994,0.997279576280025,0.9951266037087972,0.3088373330563754,0.9830315599751331,0.9911762132854858,0.9902136787652803,0.9859145480222052,0.412801639445095,0.9945541741985058,0.6669164101517514,0.9898283965778224,0.9911236353428698,0.9960316997083681,0.9951851774037423,0.25640181531419204,1.0,0.9977571949367973,0.2808223236945806,0.9908221325187965,0.9951053294100437,0.9938582338880297,0.9894632665326982,-0.19343881883181574,0.9987123376514707,0.9927559138753017,0.9976817343113117,0.9957858165060353,,,0.4672880010643247,0.9411711247312021,0.9906036761512966,0.6061550479763088,0.5982288715877687,-0.004630106553701644
EEG C4,0.9881439836076858,0.9975223432487033,0.9979916352523925,0.31761305800698586,0.9769559287023521,0.9957358741967125,0.9927955410119769,0.9871353487243492,0.4017138948398843,0.996332128434889,0.6580740364402796,0.9855604918195895,0.9927032739561791,0.9964739663929105,0.998525694904683,0.25440591264380363,0.9977571949367973,1.0,0.27548528874154454,0.9865965467213306,0.9976575532491652,0.9979535596265596,0.9844762876964702,-0.20435525910616303,0.9963581948190309,0.9891840089196531,0.9967365438693142,0.9946776468194184,,,0.46218841885175976,0.9445333853488254,0.9881612197595495,0.5944726078915418,0.5863225933160413,-0.004984272779065519
EEG P4,0.28460335625248045,0.28007021192045906,0.2766991412168201,0.33973356375177693,0.3040146547288656,0.27589940085718867,0.2766501183378287,0.28831644386905125,0.40776828654681563,0.27930268893289006,0.3440340712224063,0.292678001771992,0.2855745819757413,0.2910417364112084,0.27944592933588996,0.4624464229129631,0.2808223236945806,0.27548528874154454,1.0,0.29721061306993335,0.26717122460058196,0.2699247355059187,0.29542601428552295,0.04328706261181061,0.28520481789380936,0.2888784486332597,0.282383314290461,0.2795575706156012,,,0.13350144807034683,0.2637873775858004,0.27255842433301497,0.5069557907116244,0.5050157760380602,-0.019738599037831598
EEG O2,0.9776646459099018,0.9862398066473965,0.9829773354879419,0.28783358633536155,0.9959436017758305,0.9790214996711455,0.9827916281887908,0.9853188128915984,0.40635434785500085,0.9852666059187338,0.6649041305167317,0.9952947013610999,0.9891447112801337,0.9818338551439737,0.9815095874315266,0.2568491620430239,0.9908221325187965,0.9865965467213306,0.29721061306993335,1.0,0.978987256906208,0.9799195389117299,0.99875262536653,-0.20135884685027314,0.9948307003839291,0.9934088933430882,0.9956181826899949,0.9927695144966797,,,0.46317793910796873,0.9291892988272074,0.9693575167209343,0.6046483469204311,0.59677362469301,0.00607995144843134
EEG F8,0.9864898696864194,0.993863049698009,0.995093129284506,0.32302696300132244,0.9683979920170889,0.9925557060939867,0.9887840007627368,0.9836301262991957,0.40630343245186,0.9917957326932186,0.6544667979526709,0.9779258479032522,0.9872022484512938,0.9946195406192163,0.9966550001005354,0.2506067135471932,0.9951053294100437,0.9976575532491652,0.26717122460058196,0.978987256906208,1.0,0.9983502451062085,0.9770761791270561,-0.19761723388033367,0.9921366046640561,0.9828984134651194,0.9920480203323583,0.9924332145063431,,,0.46557710922031936,0.9440885023293233,0.9897927871918147,0.5939948598954308,0.5860577164667589,-0.006042895735859883
EEG T4,0.9834867659024936,0.9938648379557604,0.9957821254780074,0.3255589247929655,0.9692630699362815,0.994796703936262,0.9905891212607509,0.9847370414252766,0.39909151821453054,0.9930601985975035,0.653023487184,0.9788263722793579,0.9899684094815755,0.9936699901742249,0.99709291317321,0.2522895987491929,0.9938582338880297,0.9979535596265596,0.2699247355059187,0.9799195389117299,0.9983502451062085,1.0,0.9779164827862447,-0.20322206839941023,0.9919569124639162,0.9829588551660837,0.9925004981813302,0.9921563017796251,,,0.4629929135446475,0.9451822067093841,0.9856417854801833,0.5890038224649065,0.5808605121043888,-0.005168348876306431
EEG T6,0.9757688487991364,0.984003678958761,0.9801051088981584,0.2869820497821729,0.9942237318472797,0.9766394640018978,0.9803009688275521,0.9818654890528302,0.40460287975025305,0.9830031011205608,0.6627406603475332,0.993944757515107,0.9882267400316657,0.9796104158880922,0.9787875521033129,0.25344436953117305,0.9894632665326982,0.9844762876964702,0.29542601428552295,0.99875262536653,0.9770761791270561,0.9779164827862447,1.0,-0.19920837848586562,0.9939859891556367,0.9923713593142334,0.9944993793861521,0.992510028375229,,,0.4636945059868931,0.9293606269704104,0.9669357819604868,0.6033096257941534,0.5955211979877847,0.006725372507854106
EEG Fc2,-0.17194650638262027,-0.2018429529691821,-0.20437743564814403,0.1628535720083272,-0.18062823504150893,-0.21215722376515486,-0.20606699644891877,-0.18900522996212835,0.16317643192767728,-0.20968332296777914,0.09963735784639283,-0.19985838301589745,-0.21971250472614315,-0.19109428948728502,-0.20347811140655483,0.06568993018615377,-0.19343881883181574,-0.20435525910616303,0.04328706261181061,-0.20135884685027314,-0.19761723388033367,-0.20322206839941023,-0.19920837848586562,1.0,-0.19617403915231824,-0.1866468454107174,-0.2055900229396686,-0.20883760139357435,,,0.1296591493089451,-0.17709340457539544,-0.17044104747701766,0.15745654146378182,0.1638823701715393,0.020832703993427314
EEG Fc6,0.9883779219950706,0.9952578240072812,0.9929961787302974,0.3021527560390307,0.9880341471110444,0.989621410399209,0.9900261220092054,0.9868787080955166,0.40676274496096426,0.9935258538260133,0.6659376421145625,0.9931189488886926,0.993330630762982,0.9926469435620268,0.9925982647870407,0.2557743976611964,0.9987123376514707,0.9963581948190309,0.28520481789380936,0.9948307003839291,0.9921366046640561,0.9919569124639162,0.9939859891556367,-0.19617403915231824,1.0,0.9947641033302064,0.9991161925365546,0.9975842062489465,,,0.4670923199419317,0.9413669166379173,0.9842090846487381,0.6044224012019709,0.5964925261101138,-0.0008159309579402835
EEG Cp2,0.9817295480634822,0.9893033918823583,0.9865781996490282,0.30571694697908314,0.988145048393613,0.982078314562496,0.9840418796562089,0.9829221379729188,0.420510475361964,0.9878492143835382,0.6746076479987069,0.9915583842715563,0.9882030915601705,0.9844317901813046,0.9852881473507035,0.26565880111500034,0.9927559138753017,0.9891840089196531,0.2888784486332597,0.9934088933430882,0.9828984134651194,0.9829588551660837,0.9923713593142334,-0.1866468454107174,0.9947641033302064,1.0,0.9944934432863575,0.9912001644336402,,,0.4690532395853242,0.9335398119855277,0.9756768146383714,0.6214186420773941,0.613508949943605,0.00191511395576327
EEG Cp6,0.9859105612173167,0.9949396878622317,0.9935220618890493,0.30246449408310033,0.9881299983325171,0.9906869346103397,0.9910477415630111,0.9882122158462463,0.4044778573106184,0.9938765519844572,0.6624884673531072,0.9933726221370851,0.9945705477684028,0.9920671750524657,0.9931966594820872,0.25474737071293857,0.9976817343113117,0.9967365438693142,0.282383314290461,0.9956181826899949,0.9920480203323583,0.9925004981813302,0.9944993793861521,-0.2055900229396686,0.9991161925365546,0.9944934432863575,1.0,0.9976801008915208,,,0.4630205277891114,0.9410474583111633,0.9817629034087124,0.5997014250077711,0.5916859906501768,0.0011492490615712372
EEG F10,0.981795562781567,0.992122711088615,0.9907811029579601,0.2988482326110051,0.9848483363137177,0.988861601912745,0.9890404138920303,0.9864777128256244,0.40315744892361616,0.9913829127233539,0.6621896265100995,0.9906181795978631,0.9947327366479309,0.9896112829032752,0.9907977210059936,0.24719028951950936,0.9957858165060353,0.9946776468194184,0.2795575706156012,0.9927695144966797,0.9924332145063431,0.9921563017796251,0.992510028375229,-0.20883760139357435,0.9975842062489465,0.9912001644336402,0.9976801008915208,1.0,,,0.4510907743008275,0.9434343023104387,0.9782900232797211,0.5930642930762987,0.585124013115083,0.0020635883255449503
SPO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
