,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,MK
EEG Fp1,1.0,0.5557866700125838,-0.07680109300536626,-0.28675968763221427,-0.29814699941293,0.1951870462580936,0.02609150479303114,-0.23190506500578756,0.2357116877899953,0.18758078561384012,-0.34721011766075294,-0.1584764424326052,0.0002020816000001779,0.8578851794346725,-0.5422522379764771,-0.3323228704278498,0.4758914636881702,-0.13278426313196393,-0.31057052393381807,-0.3182793004653664,0.34399742446286047,-0.028928299390329683,-0.23409317041753105,0.10428524912909565,0.10028197183396498,-0.39685862185854925,-0.18904549601240986,-0.019854842713644613,,,-0.04640370147456341,0.03260948739949238,0.7289921141521727,-0.012985413201671493,-0.0038109079676581195,-0.06487625650443417
EEG F3,0.5557866700125838,1.0,0.564141067252073,0.12920647047203,0.06650139012500406,0.8264417666373867,0.6363350828228148,0.2297979914308043,0.8259257237274343,0.8463049549633801,0.07672810678055057,0.36665040037380575,0.6494749938074278,0.4438044629813436,-0.3381922987348579,-0.08441120357419847,-0.16931130828814195,-0.35841481932081665,-0.21200041968372874,-0.041104542666597764,-0.26716034769735564,-0.19552207886263853,-0.0949762494407355,-0.30130420740725994,-0.2839789687581932,-0.27413009485751727,-0.17206574286332885,-0.2726963618635342,,,0.05723890334550524,0.058424562568113965,0.18889949327360922,0.0361228835028813,0.04183362009070871,-0.04579761211447842
EEG C3,-0.07680109300536626,0.564141067252073,1.0,0.7863452022675916,0.6304065603977232,0.702665580757362,0.8487281079854582,0.7932036345621615,0.769609900938391,0.7926133190544545,0.7529599676116151,0.9174650426711641,0.6158131046180009,-0.21401702882676676,0.29131152041620884,0.490885529755852,-0.50602526646236,-0.19065092298356123,0.23738237040037236,0.4388708057781016,-0.46574589954897627,-0.13665215613456758,0.2155365066438635,-0.4067485651548371,-0.31909885242188385,0.28384341079078734,0.08008816378082023,-0.24878072570405832,,,0.0647420346155316,0.0010662343812246908,-0.31158181284785613,0.11502911162253963,0.11191223215739313,-0.0020600998588298867
EEG P3,-0.28675968763221427,0.12920647047203,0.7863452022675916,1.0,0.8621343749008399,0.33887814184227016,0.627127245876131,0.8867546733428483,0.39030826567780547,0.4245137281778284,0.915199877083479,0.8944902460628705,0.3643228203474208,-0.4041125109753271,0.5387468736650051,0.8203199433680571,-0.3755908294912865,0.11805123858571923,0.6096707989744061,0.7248846172561983,-0.2893533062979551,0.06215540587187822,0.47048875188005945,-0.20068776427474685,-0.09948599187091453,0.6557799264103324,0.3416400267732627,-0.07560949625910317,,,0.04291553145748689,-0.03726445024972925,-0.36135284389462663,0.10705118608887096,0.10020898509543907,-0.003880708354554604
EEG O1,-0.29814699941293,0.06650139012500406,0.6304065603977232,0.8621343749008399,1.0,0.37362244198151046,0.607270394163428,0.9284553965009066,0.21478112007812644,0.4007040572439833,0.7274100748305862,0.8070641045607221,0.47954659025086144,-0.35785346373777477,0.4871908738233831,0.7332427862975434,-0.17834083073837081,0.3865160495484332,0.743611724690378,0.9367239746780486,-0.08783940865063285,0.38562609604444276,0.7616636358593494,0.01346168102984463,0.19498925807222672,0.7023719198413254,0.6032632403582191,0.20515372548475844,,,0.05575515110534944,-0.10688801380927945,-0.30249640494317326,0.11407178637987968,0.10577794664881368,0.006158125858766768
EEG F7,0.1951870462580936,0.8264417666373867,0.702665580757362,0.33887814184227016,0.37362244198151046,1.0,0.839255816547373,0.5016186846970796,0.7195999334884798,0.9616540218256819,0.27572122698528523,0.5755140633639949,0.8977357355503343,0.08485692773860216,-0.06668684480505223,0.11806885916276923,-0.3440151636851795,-0.15668755987515748,0.06816587857412013,0.28407169955174033,-0.3888840304344419,-0.009011542045584499,0.214021747921761,-0.271224468967397,-0.20596971522727583,0.010921109907789227,0.08792952155334863,-0.15742764358650144,,,0.17495699296232384,0.07967588039067999,-0.11976575193863791,0.04408062638211937,0.04513235186045344,-0.008679240216690918
EEG T3,0.02609150479303114,0.6363350828228148,0.8487281079854582,0.627127245876131,0.607270394163428,0.839255816547373,1.0,0.7681294433198987,0.6926031067770185,0.9003869997981461,0.5433153320381694,0.8151545723208287,0.7611223949224576,-0.07499641033944428,0.13919815981235836,0.34405834142703096,-0.3536841756374497,-0.09182469305426476,0.21475991536189495,0.45290960149829296,-0.33252006128890194,0.02430255412269617,0.29398383472670214,-0.261174505689722,-0.16863100510784726,0.19455003779352262,0.15613438678758326,-0.09453523810129955,,,0.11456353079916204,0.022035411437491402,-0.20780884440535663,0.08299302626796587,0.08345308601246208,0.006617232733938153
EEG T5,-0.23190506500578756,0.2297979914308043,0.7932036345621615,0.8867546733428483,0.9284553965009066,0.5016186846970796,0.7681294433198987,1.0,0.4036412560726617,0.5617252972038683,0.760103606250755,0.9281710552477738,0.5259213523289964,-0.3151884718093411,0.4122734599337208,0.633943246142796,-0.28663613665631393,0.18573069292550956,0.5537555324818139,0.7879879776410986,-0.2085938997832267,0.2161160096875459,0.5801371298494944,-0.13739774526361823,0.021377858426772936,0.5399104714099394,0.41560135114117813,0.0668454404828612,,,0.05159906850158135,-0.08012472881557377,-0.2888386439844486,0.08240385987415158,0.07750517586496618,0.0053760343023698315
EEG Fc1,0.2357116877899953,0.8259257237274343,0.769609900938391,0.39030826567780547,0.21478112007812644,0.7195999334884798,0.6926031067770185,0.4036412560726617,1.0,0.7990543711343255,0.36827757317420423,0.5743023690524995,0.5634987433385403,0.14092570801632973,-0.07670244982947831,0.12004689031943276,-0.4493939546648178,-0.47812661227957354,-0.15781504880020975,0.03619268116307094,-0.4812090391979053,-0.35537373743511086,-0.12251171136621418,-0.5078057642486519,-0.48136018570330474,-0.1441396592004039,-0.22799030210990356,-0.41050487678972564,,,0.015151481783983576,0.03415616187172618,-0.11383027350388028,0.11037590368139165,0.11159203727803893,-0.020320965021840824
EEG Fc5,0.18758078561384012,0.8463049549633801,0.7926133190544545,0.4245137281778284,0.4007040572439833,0.9616540218256819,0.9003869997981461,0.5617252972038683,0.7990543711343255,1.0,0.36148458326755745,0.6594669369015358,0.8441710850239179,0.07839081612532049,-0.03758458218422098,0.16958240353797854,-0.36146282867207463,-0.20739204653086823,0.05447535133108482,0.27920258884322047,-0.3884682134582924,-0.060186656499061734,0.17025271308511106,-0.3092849348099994,-0.24697752250982927,0.01029310560181702,0.04591016564094749,-0.1822224703217337,,,0.13442288733664468,0.06050410007657561,-0.1225540516381061,0.06509784952725436,0.0668565154766019,-0.0017347388516322606
