,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG Fp2,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,MK
EEG Fp1,1.0,-0.08212072229171241,-0.6040620504916432,-0.6032642690550354,-0.5540088613748618,0.19408872139021927,-0.13366761197626406,-0.42742114779091106,-0.6706365186358088,-0.17920667447513972,-0.6711964151997672,-0.47727108916493727,-0.12985731585428753,-0.626494781439843,-0.7642821995400257,-0.6755263226157516,0.6408366724166598,-0.4570680000828847,-0.7479444738728488,-0.6934727310287404,-0.5666557098547136,0.08254117412139594,-0.3952730790039656,-0.4982702336014148,-0.8246424504316533,-0.4386222037551806,-0.736684714302023,-0.6096041686205644,-0.19215317324096598,,,-0.3157553678564887,-0.02124518757128749,0.03168142249340117
EEG F3,-0.08212072229171241,1.0,0.6658630738767255,0.5110165049521098,0.3951408673492728,0.3548810327955077,0.3629144424850391,0.45923424667110396,0.6454414449498246,0.7484260664940203,0.47652967601137036,0.6132641637924653,0.41368888026229883,0.3194549010121619,0.441459939738321,0.38029111517234304,-0.5597390368666021,-0.1109124589706886,0.15631310341689572,0.19491088944002974,0.27845798335363264,-0.18864603501593927,-0.005438558577680812,0.12204191200182586,0.2645054000674794,-0.03686291727312856,0.3068468758352249,0.06154219822273766,0.07695490481740132,,,0.28470445622375024,0.05394790644348085,-0.024975567408358428
EEG C3,-0.6040620504916432,0.6658630738767255,1.0,0.9345960269174765,0.8282244333459697,0.2358388776198247,0.44520775426502174,0.7879324443912304,0.953668796095977,0.6835678234139467,0.9339338593113627,0.9147073843526119,0.4787881357256289,0.3883127457783088,0.90030552899445,0.8707201596299975,-0.811114188597106,0.1106408075934397,0.6316603159872639,0.700270351215898,0.7391435936266725,-0.09245742831875804,0.3454105524300017,0.5319976275746052,0.7330071346586889,0.32805959056812606,0.8153032330453703,0.5149531518914259,0.3092446028510613,,,0.5379044107613369,0.07658683830986963,-0.02676822055664895
EEG P3,-0.6032642690550354,0.5110165049521098,0.9345960269174765,1.0,0.9490596530954942,0.3041264544182428,0.5724942814983076,0.8844395360704039,0.8793924296003227,0.6689540171334118,0.9783451715397834,0.9225923348845346,0.5748281608227592,0.24825159495393623,0.8964878451272067,0.9529778719890989,-0.7789217257285859,0.09167106614941475,0.6808682881868022,0.8067935081546095,0.8790583186653691,0.022462954566145985,0.4594772887914528,0.6687171042368625,0.7355115510204963,0.41602529459858184,0.8864595673896616,0.619018635045894,0.4411905303758644,,,0.6431156079860304,0.0999429085808767,-0.019232290227592652
EEG O1,-0.5540088613748618,0.3951408673492728,0.8282244333459697,0.9490596530954942,1.0,0.3537744098306343,0.6316273320958949,0.9181605204099587,0.7663226040426903,0.634021317422238,0.9313778863403761,0.8439069836326791,0.6406650658760326,0.13195347127649668,0.8215086701355311,0.9390363367721442,-0.7037782319862684,0.09483233418403293,0.6856417723627828,0.8548721013581428,0.9555529063464941,0.13688314383811673,0.5638449248522701,0.7891692532272812,0.6882099017998811,0.49376680267123757,0.87878646081646,0.7004821367141976,0.562026896211718,,,0.7514583054056009,0.13137251183199722,-0.015485207655864128
EEG F7,0.19408872139021927,0.3548810327955077,0.2358388776198247,0.3041264544182428,0.3537744098306343,1.0,0.7595963953439431,0.5271132270046205,0.13168204343589868,0.5915523323207251,0.2220712675320125,0.39405458681802585,0.8073808394902177,-0.2475861593862216,0.08798506774415281,0.1949590385640739,-0.21101238042895376,-0.19008067109233173,0.01573745019755292,0.13922574067854004,0.2828672455094636,0.10339115879549332,0.1769573438709708,0.2471770785482939,-0.03261325279732229,0.10323824422842558,0.12190122390577936,0.12484393699948718,0.31131596571588815,,,0.4176196574574255,0.05714981308844743,-0.00644136815612205
EEG T3,-0.13366761197626406,0.3629144424850391,0.44520775426502174,0.5724942814983076,0.6316273320958949,0.7595963953439431,1.0,0.7562024441507202,0.38747707530033443,0.7494739126199534,0.5205782623901638,0.5433796793518137,0.8582263403203886,-0.06262518706553154,0.4080899719826115,0.5143423064671073,-0.45680369071299776,-0.13362076400185058,0.27669412306959984,0.42952014687137124,0.5573450350224848,0.1561171908970646,0.3558649567852061,0.46325332599365926,0.2683383834470704,0.2704000527452972,0.43687955028122677,0.34601911828915133,0.45430479103073607,,,0.5649754151228636,0.07807321571375479,0.01494206933797249
EEG T5,-0.42742114779091106,0.45923424667110396,0.7879324443912304,0.8844395360704039,0.9181605204099587,0.5271132270046205,0.7562024441507202,1.0,0.6949437970313778,0.7357071363484455,0.833658530152832,0.8494431797531377,0.7746944360576342,0.06964555360867122,0.7108992854556834,0.8171877172258916,-0.6523723889424295,0.011510790115481461,0.541352014481679,0.7055199363416516,0.8313580796531118,0.128941727491073,0.49385366048762874,0.6893475406557537,0.5566059915507942,0.42164849967954743,0.7356723395730879,0.5764696459064964,0.540769382338043,,,0.7607206964708916,0.1266151054042525,-0.010729111549570493
EEG Fc1,-0.6706365186358088,0.6454414449498246,0.953668796095977,0.8793924296003227,0.7663226040426903,0.13168204343589868,0.38747707530033443,0.6949437970313778,1.0,0.6121247276711587,0.913149838826464,0.8154816422487118,0.36174465424661656,0.5634419935822321,0.9434606866990477,0.8486466507637137,-0.8489803973950809,0.16053111472115908,0.6628728935798648,0.6885560042328988,0.68196478249222,-0.15021046202125657,0.3029632615273698,0.47359432232097953,0.8048656758867142,0.3048422062121176,0.8206169354716902,0.4932698396422195,0.23469884218187678,,,0.4549569622127893,0.055457135487325726,-0.030519913768090365
EEG Fc5,-0.17920667447513972,0.7484260664940203,0.6835678234139467,0.6689540171334118,0.634021317422238,0.5915523323207251,0.7494739126199534,0.7357071363484455,0.6121247276711587,1.0,0.6174858310668065,0.7329639003341646,0.7305056708043611,0.1047094846722689,0.5197225605277427,0.5593020047884798,-0.5859982016400602,-0.12363547881508748,0.29777126015328503,0.41693142841246233,0.5321167835243154,0.0013147024866894917,0.24943039697730443,0.39643926655862244,0.3394598449082415,0.18343471836098624,0.4742430245394216,0.29806375068263763,0.3301441604781891,,,0.5285081485315706,0.07657463725292758,-0.0003868258784087115
EEG Cp1,-0.6711964151997672,0.47652967601137036,0.9339338593113627,0.9783451715397834,0.9313778863403761,0.2220712675320125,0.5205782623901638,0.833658530152832,0.913149838826464,0.6174858310668065,1.0,0.8706172967488275,0.4954697390051728,0.32611017592395264,0.9517253309993785,0.9802169118395864,-0.8122023113175552,0.1400602708171012,0.7488365767034478,0.8506185808860154,0.8798430929075551,-0.0095547295392894,0.460868753628459,0.6659291661777724,0.8127387809146611,0.4309749461216895,0.9396781304060076,0.6537215074149499,0.4045236663436723,,,0.5937228383439486,0.08468477123037653,-0.02147756131280988
EEG Cp5,-0.47727108916493727,0.6132641637924653,0.9147073843526119,0.9225923348845346,0.8439069836326791,0.39405458681802585,0.5433796793518137,0.8494431797531377,0.8154816422487118,0.7329639003341646,0.8706172967488275,1.0,0.6272979787481323,0.20486231739694402,0.7716527188840818,0.8137271319140643,-0.7179364035091336,0.04337630049609699,0.5417490424826801,0.6560071894199722,0.7486614891945634,-0.017561315767148023,0.3800458062337603,0.5643247499493378,0.5989842349211969,0.33233157606704367,0.7322492958521184,0.4998564250761624,0.38388290337258024,,,0.6151860549678282,0.09506914611042362,-0.023570875424272802
EEG F9,-0.12985731585428753,0.41368888026229883,0.4787881357256289,0.5748281608227592,0.6406650658760326,0.8073808394902177,0.8582263403203886,0.7746944360576342,0.36174465424661656,0.7305056708043611,0.4954697390051728,0.6272979787481323,1.0,-0.11869632203557225,0.35445897268910953,0.4843664541619382,-0.4276773673536072,-0.09166060677912886,0.26392097038730256,0.42535065888505064,0.5703627265522646,0.19140757461159885,0.40091777798425143,0.5214710957668925,0.22642628466436596,0.307655046804631,0.4033541999542193,0.37437478778966304,0.5275426581301608,,,0.661757218379513,0.06526840803833396,-0.005894090813531508
EEG Fz,-0.626494781439843,0.3194549010121619,0.3883127457783088,0.24825159495393623,0.13195347127649668,-0.2475861593862216,-0.06262518706553154,0.06964555360867122,0.5634419935822321,0.1047094846722689,0.32611017592395264,0.20486231739694402,-0.11869632203557225,1.0,0.5176487692712333,0.2716161431898301,-0.5388831223132208,0.36902279462104187,0.40559479476787563,0.23514021763688,0.08712044742777547,-0.3334284661501077,0.003919309753394783,0.03242085253193194,0.6112311007765026,0.0768646265818691,0.33862673614391603,0.16402436353833363,-0.1766629046535627,,,-0.02622551214528239,-0.018843222339780634,-0.030118634330890584
EEG Cz,-0.7642821995400257,0.441459939738321,0.90030552899445,0.8964878451272067,0.8215086701355311,0.08798506774415281,0.4080899719826115,0.7108992854556834,0.9434606866990477,0.5197225605277427,0.9517253309993785,0.7716527188840818,0.35445897268910953,0.5176487692712333,1.0,0.9324928935722936,-0.8333917660709036,0.2598191500731729,0.8075287233219676,0.8248461815195515,0.7808195887315342,-0.08873976697170706,0.413471234524345,0.5857579358484395,0.9112775111436994,0.42843362366447013,0.9342914449746494,0.6428888358002022,0.29520191501567644,,,0.4770352859381995,0.060358780559757845,-0.021464563956719085
EEG Pz,-0.6755263226157516,0.38029111517234304,0.8707201596299975,0.9529778719890989,0.9390363367721442,0.1949590385640739,0.5143423064671073,0.8171877172258916,0.8486466507637137,0.5593020047884798,0.9802169118395864,0.8137271319140643,0.4843664541619382,0.2716161431898301,0.9324928935722936,1.0,-0.7736374666793744,0.17231230536167888,0.7960115187240612,0.9089139953100164,0.9240288324065137,0.03737070202729717,0.5155476176404215,0.7258505634187161,0.8218748263701956,0.4834635378603913,0.9702393527464831,0.7220233720209003,0.4451286426760378,,,0.603557313912542,0.08829858288948478,-0.01457828087636985
EEG Fp2,0.6408366724166598,-0.5597390368666021,-0.811114188597106,-0.7789217257285859,-0.7037782319862684,-0.21101238042895376,-0.45680369071299776,-0.6523723889424295,-0.8489803973950809,-0.5859982016400602,-0.8122023113175552,-0.7179364035091336,-0.4276773673536072,-0.5388831223132208,-0.8333917660709036,-0.7736374666793744,1.0,-0.006801749632612349,-0.5883723180470093,-0.6618772394892473,-0.6538511098643192,0.37333645142096716,-0.2589469459440428,-0.4783606206658333,-0.7114477927473208,-0.18004386801655997,-0.7541713449934502,-0.49284461926416867,-0.08511864908029596,,,-0.41025216347127863,-0.05869902852793169,0.01984009525191187
EEG F4,-0.4570680000828847,-0.1109124589706886,0.1106408075934397,0.09167106614941475,0.09483233418403293,-0.19008067109233173,-0.13362076400185058,0.011510790115481461,0.16053111472115908,-0.12363547881508748,0.1400602708171012,0.04337630049609699,-0.09166060677912886,0.36902279462104187,0.2598191500731729,0.17231230536167888,-0.006801749632612349,1.0,0.5890284778169107,0.33907999278170675,0.16956118097664144,0.1580517251696425,0.324723073424535,0.27136867697950773,0.5151909489135004,0.5434002805091717,0.29681262196187314,0.44133581250089166,0.21372917165480013,,,0.10650073224054428,-0.008523152866180198,-0.01310656110091386
EEG C4,-0.7479444738728488,0.15631310341689572,0.6316603159872639,0.6808682881868022,0.6856417723627828,0.01573745019755292,0.27669412306959984,0.541352014481679,0.6628728935798648,0.29777126015328503,0.7488365767034478,0.5417490424826801,0.26392097038730256,0.40559479476787563,0.8075287233219676,0.7960115187240612,-0.5883723180470093,0.5890284778169107,1.0,0.9069842129863852,0.7590603058201487,0.09614410700586228,0.5720691193149162,0.7249382269504526,0.9153511467096125,0.6458964457558812,0.8904318774008531,0.8758891728971226,0.40879081692946173,,,0.45823744982439074,0.04570804671001322,-0.014104884377202693
EEG P4,-0.6934727310287404,0.19491088944002974,0.700270351215898,0.8067935081546095,0.8548721013581428,0.13922574067854004,0.42952014687137124,0.7055199363416516,0.6885560042328988,0.41693142841246233,0.8506185808860154,0.6560071894199722,0.42535065888505064,0.23514021763688,0.8248461815195515,0.9089139953100164,-0.6618772394892473,0.33907999278170675,0.9069842129863852,1.0,0.9318225331581708,0.1295049179610493,0.6581711166610511,0.8683422276921965,0.8278763806573914,0.638409200063534,0.9497586568748864,0.9195577766453112,0.5064013789736277,,,0.6057247715219692,0.0795847423927676,-0.012692908228866073
EEG O2,-0.5666557098547136,0.27845798335363264,0.7391435936266725,0.8790583186653691,0.9555529063464941,0.2828672455094636,0.5573450350224848,0.8313580796531118,0.68196478249222,0.5321167835243154,0.8798430929075551,0.7486614891945634,0.5703627265522646,0.08712044742777547,0.7808195887315342,0.9240288324065137,-0.6538511098643192,0.16956118097664144,0.7590603058201487,0.9318225331581708,1.0,0.18132933911679341,0.6545150446735543,0.8877730267430348,0.6992360239580324,0.5827942258398318,0.8988878109590626,0.8205183922830291,0.5885884821315923,,,0.7193030542411583,0.11201558666162191,-0.01633159309415915
