,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,B,C,D,PLET,61,62,63,64,MK
EEG Fp1,1.0,0.6091185967561565,0.06917048008896515,-0.15756743244886504,-0.056137614407469685,0.5449495343544879,0.21298171909425492,0.014192638651950435,0.4719128657079363,0.3214513018659181,-0.22313592803281207,0.08099641230033974,0.15475928452692286,0.7604837549001043,0.10795535014173653,-0.23663329847224335,0.4911017152641766,0.05557954712649403,-0.10397298737108977,-0.05366516315827839,0.40381917714916804,0.1354655888485156,-0.012851263073059765,0.2879359098498565,0.21777503230102999,-0.12648886685647007,-0.012155802551120415,0.09867111926525478,,,0.049141789030263346,0.0450451339139807,0.8023350730085721,0.22821636393360414,0.2097986375042855,0.003912064238365484,-0.02141633912711792,-0.012770724809198268,,0.20387272248404148,0.2249828466820093,0.21008108731029895,0.21735459113028055,-0.01953024774808249
EEG F3,0.6091185967561565,1.0,0.36073916333885325,-0.1868976643780252,-0.08536652494921089,0.4841670317591321,0.316981380676346,0.05815793124268369,0.7261286138355002,0.45390970879352255,-0.25958425641611704,0.21787762262634605,0.3214240898883515,0.608605879839546,-0.03977522539066344,-0.40344888096618226,0.27645645823249193,-0.06427221104445761,-0.2250219204942793,-0.10674586626872828,0.19968638121170312,0.046477529262847074,-0.05707145142461427,0.13829021919319834,0.10420759182516989,-0.3035464476712887,-0.12656971797698993,0.06551004825083984,,,0.059408432288478474,0.04989483666855214,0.4826977326001413,0.2869815674808536,0.2673315437242579,0.00022568984928678982,-0.0073116327026783185,-0.011438033999839763,,0.25646798736484616,0.28033766618737666,0.2623753379001519,0.27850385650338666,-0.008346743920372147
EEG C3,0.06917048008896515,0.36073916333885325,1.0,0.21542342135970474,0.15714894301831323,0.1324492219444017,0.2803210533857206,0.3105275825348499,0.3016694455822769,-0.09642577465703182,0.2220044035390955,0.548346949805002,0.31804499483319504,-0.10288531090470446,-0.445715275926391,-0.18747188565169112,-0.16065651951541537,-0.1818820719037986,-0.07300560066816225,0.06967470479257427,-0.08715333428867372,-0.03469727900326787,0.06821464584574653,-0.31007604245958753,-0.08826444320139702,-0.24821467761906418,-0.060753311682944525,0.02997520405703961,,,0.03852085954836934,0.005867998213540372,-0.05282195068499981,0.03907813754482486,0.03656882735231096,-0.0022178252212206677,0.004025457741408362,-0.002858376416196253,,0.03023244517253484,0.04030480673953426,0.03373010965727098,0.044263659208520885,0.0026623204644388035
EEG P3,-0.15756743244886504,-0.1868976643780252,0.21542342135970474,1.0,0.8400493003648927,0.12861213328138352,0.48151214233509765,0.7879625396257783,-0.41756401643205865,0.17668921737652712,0.832611296679006,0.7116841825121284,0.3611864909535831,-0.3709699777698585,-0.3097217137340503,0.6335163823213406,-0.18469512824734255,0.005194413083177657,0.6113635560862041,0.6896310635533427,0.009772674145265557,0.2527413758564464,0.5554834703185008,-0.3106697633946031,0.07038594040519433,0.3985502008419234,0.43570709964143817,0.24870052919582988,,,0.14399176316050696,-0.0013555392843935027,-0.18749130450782603,-0.09276683899391652,-0.09392431366444139,0.008690508033800054,0.013399576185443792,0.014239078527179129,,-0.08950842797112031,-0.09393039403233981,-0.08977862952963646,-0.087000564022095,0.01669802696800359
EEG O1,-0.056137614407469685,-0.08536652494921089,0.15714894301831323,0.8400493003648927,1.0,0.22912867160289696,0.5802311682355099,0.8726125693981551,-0.30612546019520875,0.23789774053853258,0.6342480465862707,0.6703400217906356,0.551134683951857,-0.18936270917215808,-0.15912624004244585,0.5932144670705466,0.005109410694438601,0.1502154946796342,0.7252575029253301,0.8899104654233094,0.21122591845070193,0.45056565170058566,0.7910014796914854,-0.12008336148244389,0.22779330380058002,0.484564272459658,0.6252551086665674,0.5293646430335162,,,0.2637250277743435,0.033572032574262195,-0.06640473668201803,-0.04543018548187304,-0.04635028538009639,0.002749743425008826,0.006049627916875292,0.011685815492997713,,-0.04497207373154469,-0.04980689083838435,-0.0522950887363337,-0.04509205559258644,0.014612608212031978
EEG F7,0.5449495343544879,0.4841670317591321,0.1324492219444017,0.12861213328138352,0.22912867160289696,1.0,0.6912511617531383,0.36939576258511286,0.25781186738931827,0.5953269229597005,0.029711944410081043,0.4606232039888917,0.654444179562067,0.36524321661977704,-0.04115564354855465,-0.0983115764934319,0.1476418269542432,-0.050289536004338005,0.04252680252688007,0.17613515078210795,0.22211397290482623,0.21843421706580415,0.1926501070478193,0.04596543507700086,0.18009047646305465,-0.0826412060698962,0.0685351554413383,0.24325310315793475,,,0.19187196532043224,0.0293565424707685,0.31535150122314987,0.16370834261561984,0.1472889875734797,0.0025874696365694575,-0.0073471334924130475,0.0031140964250660273,,0.14071866352383966,0.15857509258682792,0.1440224309475528,0.15896882457487999,0.005889553490476545
EEG T3,0.21298171909425492,0.316981380676346,0.2803210533857206,0.48151214233509765,0.5802311682355099,0.6912511617531383,1.0,0.7617903188328708,0.04721651930841341,0.611101428511141,0.3279386284382501,0.7829998624930177,0.8353379666033255,0.06370351754421809,-0.17654917493712846,0.12111128926193236,0.03933557098739532,-0.003035283155003667,0.25964687442708256,0.46974825921479496,0.20286524597691483,0.3402455112358126,0.463207061274743,-0.09334333267912714,0.19387335119040452,0.07566713770112472,0.2789421458226261,0.4417144287902299,,,0.22638937868524006,0.0661397228692373,0.06620297631305158,0.08137165041185686,0.07073111679302535,0.0007649068154939412,-0.0036466037160633627,0.0030158555444533036,,0.06898780421941897,0.07648804036869072,0.062386035680497554,0.07572100832316782,0.00915881467232821
EEG T5,0.014192638651950435,0.05815793124268369,0.3105275825348499,0.7879625396257783,0.8726125693981551,0.36939576258511286,0.7617903188328708,1.0,-0.17736303458635322,0.35235909166768903,0.573300321383512,0.8391416123140071,0.6734178596369267,-0.1484858778695764,-0.23125344011611534,0.37410198210520457,-0.027259755858914915,0.06373484150772606,0.5140405908567703,0.7250894261894225,0.16596175980343295,0.37715452106822345,0.670451790611851,-0.1630562553884854,0.17387220573853274,0.2722120406920622,0.4662419496803898,0.4783846478494943,,,0.24549781716490396,0.05078109053817339,-0.05136982122886979,-0.007591579167111542,-0.00998471999890351,0.0004083354549784297,0.0004936636294129953,0.004731000962822649,,-0.012862357224518513,-0.011364744227868229,-0.015620149640289707,-0.008612725303822295,0.014623445495421272
EEG Fc1,0.4719128657079363,0.7261286138355002,0.3016694455822769,-0.41756401643205865,-0.30612546019520875,0.25781186738931827,0.04721651930841341,-0.17736303458635322,1.0,0.15906903078151924,-0.47060545293189326,-0.055232157384374335,0.10082352213620284,0.6035000084346827,0.104934086993193,-0.5562864424198924,0.28407890019313004,-0.069479284084351,-0.4129771798407396,-0.2978981998656468,0.16274493109686516,-0.03915743301893539,-0.22262421680188102,0.22982380024269436,0.0717420780754155,-0.4113120116016604,-0.25976835150858163,-0.00818756775071525,,,-0.03797845824841806,0.04693320308945717,0.3966632344661582,0.26934225020774505,0.2584744890357923,-0.005367906088351252,-0.005263904446551626,-0.023595415648042368,,0.25183502678826925,0.26689320090794666,0.2564312726680192,0.27075175716866423,-0.010553015115518602
EEG Fc5,0.3214513018659181,0.45390970879352255,-0.09642577465703182,0.17668921737652712,0.23789774053853258,0.5953269229597005,0.611101428511141,0.35235909166768903,0.15906903078151924,1.0,0.07808488146594272,0.4421292233887724,0.5098756885518331,0.2563736365617305,0.008126545434641795,-0.010064621812042877,0.11424736276330771,0.0030115033642947294,0.06761952671221179,0.17932173701843013,0.15676499803458688,0.17661673192645252,0.1829692850036416,0.0568958185022186,0.13360385486488124,-0.009100995948588072,0.09563990865518956,0.2198909227796448,,,0.13925745901121922,0.041466917349220936,0.17976538687971577,0.1313409746542511,0.12154804921095966,0.0029658131185330765,-0.0015274552998910365,0.0036514438788118027,,0.11650013672706484,0.12617255366422986,0.11680247848577413,0.1280727650947145,0.004674765655901769
