,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,PLET,61,62,63,64,EEG T3,EEG CZ,3,23,33,31,A,B,C,D,MK
EEG Fp1,1.0,0.5947449389499516,-0.26373561414447605,-0.5378108951632103,-0.5684654313135287,0.5412946600902669,-0.5145163273593943,0.1390550725640595,0.06739673445719,-0.48753665565015064,-0.41653969215180925,-0.3016144901729543,0.8451802799012837,-0.5761082224085787,0.39034477918337246,-0.4503278855618512,-0.55528526887004,-0.5755777033476311,0.4070061477419598,-0.38454678630916905,-0.5373063373863468,0.25071029982732257,-0.16869420414074687,-0.5257806608250292,-0.5332279486723758,-0.5867628289191985,,,-0.09407877874552067,-0.0964228836282452,0.839210477202402,0.09132915436583487,0.08986761310860883,,0.08686961452300444,0.08819918291692218,0.08680424938066707,0.09023732665552622,-0.2286322397823839,-0.26071966749845826,0.08756416946039844,0.09218704335052375,0.07914461904097879,0.08806373048009156,0.08116742664667358,0.07867010828166973,0.06550334164592587,0.07336593824897567,0.017914875795509523
EEG F3,0.5947449389499516,1.0,0.18894655965810234,-0.18726910877747885,-0.2963688198021652,0.7001438439650917,-0.18449334877144713,0.6428398712636038,0.5255774263362244,-0.16062580053840184,-0.014585074557038795,0.13900224399302527,0.6452935034302009,-0.31130704707166845,0.1275043512738856,-0.3635272786218835,-0.3761870252391854,-0.33203941966919237,0.030300726090188492,-0.3206893317315351,-0.35551580160717383,0.07507263652034454,-0.27288158269583934,-0.33719692749077246,-0.3996923659681995,-0.41285078810771997,,,-0.04508068925339423,-0.056736200277162384,0.42955428733192946,0.034808437495239646,0.033080901481993996,,0.03164607188921164,0.033321065814442094,0.031479292979258826,0.03170546030881463,0.059414059899530705,-0.15118034467528318,0.03400319487621408,0.03570093676500918,0.027543484822002428,0.032099166820244295,0.06667507937813084,0.07000194711252883,0.06284639198509435,0.07269273318997456,0.010600098049588058
EEG C3,-0.26373561414447605,0.18894655965810234,1.0,0.6872278066936398,0.5334679892615026,0.276623947279774,0.592985917816192,0.6833814091847981,0.6035448083972415,0.6546501137895004,0.7530605807426899,0.5598602162295466,-0.24791698034860135,0.5259293169154134,-0.35101527222963935,0.21803280879289336,0.38123946522408186,0.48393425335734375,-0.3897406120412879,0.1522834218520813,0.37346137488223724,-0.18984319205992767,-0.06404392253264345,0.3855109225103413,0.29445310378375356,0.2177609395386837,,,0.09226902657299814,0.14602343176455693,-0.3790336447477532,-0.05100709024984527,-0.052003422019859954,,-0.051117340442390954,-0.05018389426155472,-0.05021291290408064,-0.053369501103502255,0.369571687633179,0.2298690022522275,-0.04881758221555399,-0.05138687895062439,-0.04726968108559074,-0.051822662419352246,-0.09814193442088222,-0.049472015938023334,-0.04554176692678302,-0.03885789888114056,-0.007766992661794337
EEG P3,-0.5378108951632103,-0.18726910877747885,0.6872278066936398,1.0,0.9049699285167311,-0.014996723601446956,0.8885405098999128,0.3861752985534194,0.38315906376874287,0.8566969916227849,0.8386556765734487,0.5343460691173326,-0.510558977367328,0.8625632409283571,-0.3704272913000248,0.5142727235312696,0.7412846682506709,0.8639347278870427,-0.37371177968630215,0.4029797073030335,0.7300511845067088,-0.13863475872593478,0.13933067808966446,0.7159867157431893,0.6375451903313412,0.4367029020472394,,,0.15304406726509986,0.263998270244228,-0.5622546750245554,-0.040241954617161416,-0.041298150828077265,,-0.03955426473649662,-0.0370663976911,-0.03717853891359638,-0.04075144312754726,0.5577014438155494,0.39397286992550185,-0.03895254061718917,-0.042253199089591194,-0.034287366742766744,-0.03997028478353027,-0.19075459333401915,-0.1296989687160788,-0.122286078626804,-0.11405282595747082,-0.011114571571217804
EEG O1,-0.5684654313135287,-0.2963688198021652,0.5334679892615026,0.9049699285167311,1.0,-0.1446563866891977,0.8898094145892074,0.23025389741856256,0.24666349667950777,0.7738215729647192,0.7344501703252534,0.4140166313828199,-0.5347443430139561,0.885443340537018,-0.30327286792257657,0.6017707662870682,0.8221542751516948,0.9753746249280063,-0.3008039936117603,0.4829048986243703,0.8442690109893105,-0.0728347971773673,0.23310500217035826,0.7536302511255287,0.7385565276194423,0.4729476603204405,,,0.12434509826413899,0.28215817338063226,-0.5513494339451911,-0.0608234073909812,-0.06016445515558123,,-0.059449490496753445,-0.05749709286516416,-0.05652791501934622,-0.06050558110385669,0.5003240063896814,0.3595795347884103,-0.05880343331693984,-0.0604860346090733,-0.052542054487887395,-0.060061022736388886,-0.21623845975839867,-0.14853425439446144,-0.14874599289900425,-0.13662728425345855,-0.014085103171175213
EEG F7,0.5412946600902669,0.7001438439650917,0.276623947279774,-0.014996723601446956,-0.1446563866891977,1.0,0.008003545108324748,0.5587311773271825,0.6662560330157847,-0.030425558541802684,0.1750349395859731,0.4883753308039334,0.4232248319180176,-0.16213012207594857,-0.12968375560074388,-0.3213072016274639,-0.2593104048771908,-0.1991148354291715,-0.2059577740186692,-0.28643195660834553,-0.2589281460293528,-0.1304026591148549,-0.3491179241711305,-0.22823487185123795,-0.3191834622389074,-0.3288093155762146,,,0.05253143429029883,-0.0027021477127920565,0.2522141368044934,-0.010098921987703948,-0.01241713003059859,,-0.01275866065971745,-0.010078374314326136,-0.013591133466899084,-0.012747299162639886,0.3342325729731352,-0.1050854571796114,-0.009585353598341681,-0.00959209588456196,-0.017403362700490577,-0.012345980441830624,0.03284130594427539,0.05442624818617176,0.050169847632514177,0.07001251365257312,0.015718403181910118
EEG T5,-0.5145163273593943,-0.18449334877144713,0.592985917816192,0.8885405098999128,0.8898094145892074,0.008003545108324748,1.0,0.318523334628643,0.38245816147514,0.7263618488135389,0.8173399158603498,0.5659841900421455,-0.49600723881024217,0.7644362424275849,-0.35457486940726723,0.4703520945029299,0.6794165597416506,0.8430325612891403,-0.35024256489520783,0.4000126796532504,0.7322391387017585,-0.1599196290337306,0.13598851022533856,0.618956829504172,0.6110998382287771,0.43388647017729703,,,0.16942173064685662,0.37283201226645424,-0.5327156920593182,-0.04349344539120591,-0.043895367143304866,,-0.04303669161539995,-0.04064843298715041,-0.040997435131161525,-0.044035172225365064,0.6383697631624433,0.30614985391761634,-0.040852332639819286,-0.04417209857435741,-0.035589743050997984,-0.042697694462096605,-0.2788613995024607,-0.17314784674083356,-0.1743438183804117,-0.16355581799041802,-0.009965565447905438
EEG Fc1,0.1390550725640595,0.6428398712636038,0.6833814091847981,0.3861752985534194,0.23025389741856256,0.5587311773271825,0.318523334628643,1.0,0.7149667617608059,0.4020967272684579,0.4923869759682015,0.46404950518652327,0.24113539891825111,0.24591006259024806,-0.13195101178149954,0.01736395027112387,0.1132846339090632,0.18642171507402072,-0.22485343020019316,-0.036754285579237725,0.09860949749366861,0.01869924243702618,-0.14539586297124918,0.15938122013343506,0.031612169534422856,-0.04783021929680818,,,0.011818068703428358,0.058972850309798826,-0.018842584073827127,0.004749512202158533,0.0034491875862303224,,0.0038352972015397555,0.0045697330383029176,0.0027855703369110843,0.0021838189544827044,0.33578593020798464,0.15458108697324088,0.0048097938184132865,0.005113834494729948,0.0026380193895662193,0.0021687650631878196,-0.002682026411778487,0.01396508146504664,0.018839928249807146,0.02320122204344123,-0.014927580767377617
EEG Fc5,0.06739673445719,0.5255774263362244,0.6035448083972415,0.38315906376874287,0.24666349667950777,0.6662560330157847,0.38245816147514,0.7149667617608059,1.0,0.3363460271009292,0.5432949386377837,0.6361978814323606,0.03555246303069707,0.21184422378807266,-0.29843991279601717,-0.04194105929350834,0.08648987014782936,0.18861586926581128,-0.35742378016876264,-0.04231186556579192,0.09909124595805258,-0.20946678520484513,-0.21040115433548848,0.09978889022038272,0.01565550753219306,0.008713181657884797,,,0.10918511752933145,0.10211611685826552,-0.14595080066010452,-0.050028472504634304,-0.051102514302755316,,-0.05049311358569755,-0.04811240200118418,-0.05048484427256163,-0.052117081988094824,0.42425050914004436,0.06712389252476897,-0.048106165602841394,-0.0498230896172216,-0.05039526052376762,-0.051180604644681986,-0.05508041665338077,-0.007800566556280926,-0.005950423618221016,0.007271910945369847,0.006337420271038976
EEG Cp1,-0.48753665565015064,-0.16062580053840184,0.6546501137895004,0.8566969916227849,0.7738215729647192,-0.030425558541802684,0.7263618488135389,0.4020967272684579,0.3363460271009292,1.0,0.7334736936084653,0.45343340632268964,-0.44062994447773585,0.8206533625563759,-0.31796825976100607,0.4912367531721649,0.7038610375850325,0.7467814725873698,-0.33277102590721336,0.35441171822114154,0.6174151545999075,-0.06834184004929644,0.13526397832097117,0.7417385927286004,0.581807957774988,0.3969388755663185,,,0.1535395318764135,0.18376659919334515,-0.5108219107255169,0.11236993460397014,0.1104933955168541,,0.11280947187667699,0.11605412812541831,0.11496556606588511,0.1131173118204671,0.4527493906310668,0.5090065663483717,0.11199108039210705,0.10939528139640428,0.11225565067622599,0.11038779759669738,-0.12092480744873443,-0.10204355557905055,-0.09236544912687593,-0.10735695231657394,-0.02336907879459901
