,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,B,C,D,PLET,61,62,63,64,MK
EEG Fp1,1.0,0.2113122558076782,-0.051162185575917035,-0.07281054248791143,-0.07736965720786285,0.2190309280007097,0.028086012546306514,-0.056298017761830264,-0.016872109304111538,0.1018778482399916,-0.10857912246224596,-0.038077787972565856,0.031850156491173946,0.0843049723339158,-0.1412162140428074,-0.12624627638113955,-0.23001209421395585,-0.27681538215958795,-0.18224097616189572,-0.08409450811603504,-0.052785551592862294,-0.1669130638497959,-0.1337314583674513,-0.3139336420409854,-0.1835520104275,-0.19447130341654406,-0.19316366819618908,-0.17671335736344373,,,0.11571005155932236,-0.027623434751160445,0.6055377850490319,-0.12190838858685955,-0.12157187559994018,0.03244425297478023,0.041540618175024836,0.08997745491417598,,-0.12208201378087516,-0.11862472489979912,-0.12222816391213852,-0.12267185783183168,-0.01200405703769936
EEG F3,0.2113122558076782,1.0,0.7358431225633791,0.5848660355807802,0.42377827687045927,0.7910121239425415,0.6993745578103389,0.5091694718994504,0.7406863815243073,0.8331810652658093,0.5606326255543714,0.6450720514911136,0.6792784548750553,0.771491961410626,0.48231829959596917,0.4618473498114264,-0.21885150119417063,0.10324120323124901,0.2728564028846822,0.3591028618867155,-0.2505749222225136,0.045816447351948245,0.23638433386461982,0.28368598452565885,-0.11177094317252043,0.3279155991558616,0.15063963034231215,-0.02443120902470539,,,0.012822463477540921,0.06878393596146139,-0.0841084182878682,0.16656226002268204,0.15927810407786036,-0.04257438830516577,-0.0262907702863124,-0.06746384202041421,,0.1611723538446607,0.16390106292585996,0.1604170686145435,0.16354564872433144,-0.005222025554615507
EEG C3,-0.051162185575917035,0.7358431225633791,1.0,0.91738074274134,0.7085598046083975,0.6837920207205315,0.8186147758542055,0.7724345274340016,0.8694266730215204,0.8744384641707581,0.8963757965361759,0.8975865225810322,0.6943355973429614,0.5991597661159704,0.7595770875473706,0.799606802519186,-0.04699912585148031,0.4206226285893788,0.5811290463654205,0.6388508184861462,-0.10826337182489242,0.27311032735049895,0.4877245136794664,0.5809447067345506,0.10163266496631664,0.6757866144705933,0.43447285696520854,0.20328550584945004,,,0.022366632209851207,0.09958650397054208,-0.11497622919185431,0.003040816905510036,-0.003847244696320017,0.026015972359384576,0.024292415395084335,0.0248043076517689,,-0.0025453485285154656,-0.000115948669409437,-0.00289985835117003,-0.0018565157145316094,-0.002896245555359639
EEG P3,-0.07281054248791143,0.5848660355807802,0.91738074274134,1.0,0.8647961303153314,0.624162712253127,0.8313833948346938,0.8973546467678931,0.7519209778927988,0.7870144466866901,0.9526296274914204,0.9414728465051095,0.6802373072487508,0.4524360096188197,0.7488758880306823,0.9170582633552468,0.03845121887462478,0.5264561643677427,0.7272087320329449,0.8023762885058341,0.014050471848158004,0.40384825155191256,0.6375628981959015,0.5816126698388179,0.22020093275815017,0.7837739648107631,0.5789480774381439,0.31641526738780423,,,0.03187917737159107,0.08359507813877286,-0.0727797354307459,-0.014054498250739638,-0.019463634726985705,0.032920736744642784,0.03660986546937483,0.0338550271179706,,-0.0184572600759707,-0.016484773405989875,-0.0190628127250229,-0.0185497413587833,-0.004120701244945889
EEG O1,-0.07736965720786285,0.42377827687045927,0.7085598046083975,0.8647961303153314,1.0,0.5547189148725353,0.7682079447931148,0.9357375275067479,0.5507100384675253,0.6528881778059764,0.804419360669419,0.8235529924201472,0.65693831079392,0.2863051238659093,0.5938030874583308,0.8518336642674557,0.12988071351535385,0.5442159856329614,0.7804703981913359,0.9633484421107702,0.16668647008645876,0.5424344195589077,0.7821136633012428,0.47682520497598885,0.3385232204378111,0.7415859738402154,0.680870164233698,0.4571645784805064,,,0.022390917978855583,0.059702620924723775,-0.033605159944688746,-0.034919408087747586,-0.03928877762626173,0.04268467467230311,0.049522851107768315,0.04207111932434419,,-0.03815813985582733,-0.03681055090072314,-0.03909215414961867,-0.03884435114964725,-0.0008611181916723998
EEG F7,0.2190309280007097,0.7910121239425415,0.6837920207205315,0.624162712253127,0.5547189148725353,1.0,0.8591839394931384,0.6547061551260431,0.5774723781320544,0.8474480737143835,0.5565404844456608,0.7465866905730222,0.9285283757619992,0.5104922649506934,0.398389732407328,0.4963464635193958,-0.07054431298417736,0.2357591189459739,0.393334844115702,0.5035507615251814,-0.0923181749731549,0.2823734329047812,0.42556632879742495,0.2641819696016264,0.09609672276678922,0.38729772602057894,0.3402574924609082,0.20720660678989716,,,0.04802275920218217,0.08360123037924322,-0.08750890363431038,-0.004637176878594174,-0.011333498524018269,0.01594928714585151,0.03422315949021911,0.02556844162923404,,-0.00907943095833014,-0.007150247779657044,-0.008914380884011731,-0.007901070653801315,-0.004557636968768965
EEG T3,0.028086012546306514,0.6993745578103389,0.8186147758542055,0.8313833948346938,0.7682079447931148,0.8591839394931384,1.0,0.8672315137104096,0.6619481425278718,0.8989028468298317,0.7487902772258916,0.9207201619270772,0.8842366909021626,0.46062522486922985,0.558142181871194,0.7015849695724926,0.038968190726422276,0.4105160479509985,0.5816240590053975,0.7104930511592734,0.05817922577174915,0.43694475599151017,0.6008515939983472,0.42368983629487167,0.23974501015475352,0.5834946762115105,0.5155032131096046,0.38369975361460623,,,0.036407302454435596,0.09731540247860475,-0.08373241264133931,-0.005700665005163096,-0.011960810118253984,0.01913302330259389,0.031478453185036,0.020724079190714114,,-0.010866210465087942,-0.008635790142401348,-0.011267481689119938,-0.010513373835766405,-0.0026818910034740414
EEG T5,-0.056298017761830264,0.5091694718994504,0.7724345274340016,0.8973546467678931,0.9357375275067479,0.6547061551260431,0.8672315137104096,1.0,0.5913632560629148,0.7474469274156132,0.8062338924947052,0.9141799463910084,0.7362798656783316,0.33355754723803255,0.585953456775822,0.8100293070898785,0.10446737048606675,0.502072178532469,0.708705665822883,0.8758405506108881,0.14366394701105212,0.5119069783971976,0.7221382966214647,0.4599377862681642,0.3132028656978317,0.6880612109338236,0.624586862122203,0.440896064306054,,,0.023871313291800436,0.08273325738987836,-0.05871055799704747,-0.025952215960957092,-0.03048022310865285,0.03498763728697687,0.03958893497890769,0.032233654996196306,,-0.029438802611079458,-0.02780430748344398,-0.03042501315429939,-0.029626066519993905,-0.0009619906755684302
EEG Fc1,-0.016872109304111538,0.7406863815243073,0.8694266730215204,0.7519209778927988,0.5507100384675253,0.5774723781320544,0.6619481425278718,0.5913632560629148,1.0,0.7541808717572714,0.8063066667122029,0.7162390789257785,0.5731863368325902,0.7418179918224325,0.8288662533364574,0.7062348981783592,-0.1330258322482916,0.37073185167112294,0.4774884450238756,0.49052202480237395,-0.2232124752929921,0.13354521542115838,0.3503475081732262,0.6409510211454785,-0.012243153961805482,0.6214541194517283,0.3117540453492649,0.05391819566970524,,,-0.0025415747650248863,0.06690713189684785,-0.11781172361182352,-0.049531708293445005,-0.056822580788379505,0.052597189828748954,0.048198059961532834,0.07096611626147124,,-0.055180390724280166,-0.0523066765740158,-0.056834481189090486,-0.053809232259501405,-0.0007097034345107518
EEG Fc5,0.1018778482399916,0.8331810652658093,0.8744384641707581,0.7870144466866901,0.6528881778059764,0.8474480737143835,0.8989028468298317,0.7474469274156132,0.7541808717572714,1.0,0.7260414705934962,0.862452564316096,0.8204267633223272,0.5826886559014038,0.5772846132390207,0.6466590649215993,-0.0699395757861455,0.3189611868832723,0.48465202130855034,0.5899151944883457,-0.08685521121693303,0.2862068318287233,0.466545190355346,0.41484486477809235,0.10518302197068362,0.5219825983166847,0.38749592795527465,0.22776914432916912,,,0.046870586615962447,0.10483612495990886,-0.08262377979876452,0.008306011275463546,0.0014138323606670065,0.013752116605785717,0.027213032638956098,0.01896583799201983,,0.0029172903938300253,0.005858371110775295,0.0022579414397357195,0.003576927421956728,-0.003140071559924686
