,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG Fp2,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,MK
EEG Fp1,1.0,0.06317756230814196,-0.3909926795531393,-0.4549917243334576,-0.3946304495657344,0.3334443214908077,0.019859399830264333,-0.2714936242428661,-0.5093350305958863,0.05047875065476812,-0.5409311181396917,-0.2845012921509149,0.15376989166132743,-0.5563825580548151,-0.6611031961661534,-0.5695915931844421,0.42672220641962844,-0.4125708340242023,-0.5024106454113286,-0.5908563850042908,-0.42562624639556135,-0.05754496221402968,-0.24450797676482944,-0.32398533397905105,-0.7431965035835055,-0.31388834143096545,-0.6487204610314825,-0.4735308692051556,-0.04425898815020389,,,0.07679735630865767,-0.06867733089854941,0.007166641809146129
EEG F3,0.06317756230814196,1.0,0.6061053856796547,0.2908569291756937,0.11639942547564686,-0.19605372859311235,-0.1494547415299386,0.14088566997795424,0.6182940244041055,0.3026903149869758,0.28655704593717646,0.4188677792871073,-0.040757870020317215,0.31914818977597414,0.31654312042785554,0.1890507730465024,-0.36757016673943876,-0.008338692572534839,0.1552279194518807,0.04358603893999277,0.05356688456898283,-0.11595559521010909,-0.17856267756412902,-0.05538536477255203,0.13386350752389728,-0.04681644808726121,0.1333503575941199,-0.011897494195366303,-0.10836527086517356,,,-0.07314058760903508,0.02000303091568269,0.0214051801533424
EEG C3,-0.3909926795531393,0.6061053856796547,1.0,0.8294492241845492,0.6218392125884179,-0.08745450780149334,0.041721241449284685,0.5688844768902341,0.9381564869822027,0.29248707938752255,0.8447975819190503,0.8341326374287258,0.1613139400150782,0.31688769385420207,0.8190613692826537,0.7508076854774552,-0.6538231654891157,0.042910602009222476,0.4206785232014243,0.5286906126397816,0.537633675478521,-0.07238004413772699,0.11679921744423195,0.30085315864915396,0.5807716029330283,0.1615822188836249,0.6741834196699859,0.34409373828140244,0.11475104012394623,,,0.0385488941410415,0.07629121770990493,0.01610459779720662
EEG P3,-0.4549917243334576,0.2908569291756937,0.8294492241845492,1.0,0.9120768414694469,0.1764764659691972,0.39786734350838426,0.8193471988359806,0.774336438310507,0.45929747451431235,0.965001695673536,0.8627815768112852,0.43780653821481513,0.10669497823720493,0.8421585681323699,0.9353559222761748,-0.6589724450132253,-0.03272161128527573,0.3906406780528236,0.7390037341886591,0.8311360839837023,0.0650379724388832,0.3890435649787312,0.583550146082792,0.629819257284818,0.29087275015215586,0.8388435713143954,0.5234414900450942,0.36539532818897125,,,0.10842299858674774,0.11739129504433897,0.014653835148036832
EEG O1,-0.3946304495657344,0.11639942547564686,0.6218392125884179,0.9120768414694469,1.0,0.2978070067560645,0.5460444644785941,0.8943859083637299,0.5625928087691507,0.47461821677860794,0.8722261919751184,0.7019322969463009,0.5695906195314603,-0.06076899557572415,0.7125620277908299,0.8993561610375883,-0.5319155993358178,-0.035993705934136054,0.3256662564801286,0.7933691771188751,0.9457241500600158,0.13838681114221277,0.545111205880384,0.7571937841676204,0.5548712351450635,0.3866541260915623,0.8156084273637443,0.6224868769015843,0.5221060156042211,,,0.2048926512689835,0.17052828165572514,0.007493200297251783
EEG F7,0.3334443214908077,-0.19605372859311235,-0.08745450780149334,0.1764764659691972,0.2978070067560645,1.0,0.742291414371205,0.41090155453934074,-0.18869785381157198,0.470990613990779,0.08953565849058084,0.1613612964984612,0.8384335253956003,-0.4648380931837946,-0.08377268574010203,0.1050455243167478,-0.028157022213607077,-0.3418107972326221,-0.27004865630601627,0.047264556547794566,0.24097214205956377,0.08108231288910234,0.24839639133211372,0.2164137017986071,-0.18140428857979915,0.017954857485048926,0.018859379716402502,0.01825043753071903,0.3520835855434583,,,0.2543692733806667,0.05245306865810105,0.0020669654373356777
EEG T3,0.019859399830264333,-0.1494547415299386,0.041721241449284685,0.39786734350838426,0.5460444644785941,0.742291414371205,1.0,0.6122258738142548,0.027550203442609632,0.6696068637026346,0.34414400166229125,0.18265352457565512,0.7782258274967888,-0.25982241500558484,0.20067460135478962,0.38138516349553403,-0.23577332538701856,-0.27860576033042783,-0.1225667646692551,0.2990981947754718,0.4740273265625066,0.1585123665101332,0.3677412133262635,0.38140736343024384,0.10990748975831822,0.12903526410854235,0.3050228988748019,0.1899142900540826,0.4288903294869384,,,0.2491601853741271,0.09385813924680025,0.011560222508554688
EEG T5,-0.2714936242428661,0.14088566997795424,0.5688844768902341,0.8193471988359806,0.8943859083637299,0.41090155453934074,0.6122258738142548,1.0,0.49903155871522903,0.5453308953600126,0.758690899342359,0.673847077773214,0.6568771509172819,-0.08764560010393958,0.6017338235835458,0.7639418983260233,-0.4674101416624816,-0.0840170137251192,0.2531643470777375,0.6422558073184157,0.8050543224553063,0.1682239657803766,0.47412878351322235,0.6411809675064176,0.4292928111507577,0.31537526840255936,0.6686686188994054,0.4865301488406737,0.5049318707505996,,,0.1830393797035248,0.1585232536044931,0.021793552113132542
EEG Fc1,-0.5093350305958863,0.6182940244041055,0.9381564869822027,0.774336438310507,0.5625928087691507,-0.18869785381157198,0.027550203442609632,0.49903155871522903,1.0,0.27680393339055676,0.832606696251215,0.7158323556206596,0.04051207762240864,0.5411283336126546,0.8994363056790291,0.7505528145036948,-0.7329042043984614,0.12018159917960654,0.4750281639800261,0.5380195309909144,0.4822722314914746,-0.09169379490572087,0.07041506723545685,0.23682779483303923,0.7040040947260704,0.13615757753258712,0.7107983200807368,0.3315401869232003,0.015483429420102545,,,-0.027812812245003152,0.07042734816397286,0.006785950586620502
EEG Fc5,0.05047875065476812,0.3026903149869758,0.29248707938752255,0.45929747451431235,0.47461821677860794,0.470990613990779,0.6696068637026346,0.5453308953600126,0.27680393339055676,1.0,0.4071029756775984,0.41652372151293987,0.567766491998445,-0.09558656965612107,0.30088174587548944,0.3879874345810835,-0.34632233353440633,-0.23019312146854914,-0.013713640490534907,0.25086502639245095,0.39001393856958555,0.06938731085003741,0.20016542841149051,0.2638643040335645,0.14937187864122162,0.09811303992786162,0.2994359076514929,0.13991001461720118,0.27481507554784357,,,0.17360699470707822,0.08430894099426847,0.02409631869998118
