,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG Fp2,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,MK
EEG Fp1,1.0,0.09800978553884418,-0.4057046669514135,-0.5104820456257214,-0.4633411748398791,0.45972969016598864,0.030773323152319343,-0.30227341542507385,-0.5711810902626965,0.011555310117113872,-0.6008579442832299,-0.33330225328990537,0.19204653939347202,-0.5217639750985927,-0.6993571113244421,-0.6241990592813648,0.49835337421426623,-0.3429116227588172,-0.7018839224175519,-0.6517650612488795,-0.4789562242484689,0.14550355799845005,-0.28072180407883124,-0.37895123436616607,-0.7685957666708074,-0.28084422998549907,-0.6960012066282768,-0.5282779492312056,-0.034846272710291726,,,-0.11455469129109541,-0.005914691691298696,-0.014997084571134973
EEG F3,0.09800978553884418,1.0,0.5612046848910315,0.4994096245194519,0.3832183592572241,0.4172623440507144,0.4892050108943485,0.4810942049660731,0.6362719210841945,0.7269392582447222,0.467314908521429,0.600845095138722,0.4360263258905282,0.20875435890268182,0.43933045602600995,0.3790990297316658,-0.5600012348139385,-0.30608933116263404,0.12144424798308526,0.1576561732490384,0.24288214204412048,-0.1462032666576418,0.0066666850630366275,0.07025251415760647,0.2186566657631204,-0.039148267253295656,0.2946241872700224,0.013861311950374912,0.10918086490339851,,,0.2832027510343098,0.06645910071743841,-0.015373423993287545
EEG C3,-0.4057046669514135,0.5612046848910315,1.0,0.8197548876987752,0.7400689734511665,0.18329035006762348,0.4491721741807808,0.7058975482277203,0.8338094091277104,0.5931258559769047,0.8244729844455712,0.7870917836614146,0.362966245580985,0.20632569250789107,0.7912021763710972,0.776534535439546,-0.6875978357133151,-0.1103734661338915,0.5400678891169319,0.5990306145909716,0.6425057017109634,-0.05261138263918655,0.30952916110797496,0.4150663628592547,0.5953889736613625,0.2465178326956784,0.7250344979817053,0.40555258687442464,0.2693535868272032,,,0.4471297043668213,0.07286360094898874,-0.03385010567438953
EEG P3,-0.5104820456257214,0.4994096245194519,0.8197548876987752,1.0,0.9520718293934974,0.2433119410462149,0.5755690045554439,0.8724961935162843,0.8848110449532378,0.6688365493811244,0.9767382257788046,0.9240413913889894,0.47581196856286356,0.09591276884637234,0.8957458809217096,0.9550285748317393,-0.7319795512492172,-0.09811899624495721,0.6677199226951545,0.7734216657218794,0.8581828217416293,0.05395108977839988,0.46647724871219215,0.6005044266899792,0.6716907324311134,0.37575062698654144,0.8863098538219492,0.5598588444444729,0.4109369214550496,,,0.6085808396727354,0.10112260595023481,-0.023708250728939124
EEG O1,-0.4633411748398791,0.3832183592572241,0.7400689734511665,0.9520718293934974,1.0,0.2789464004369121,0.5965717100711274,0.8979648411772543,0.7624108802035025,0.6274927827906359,0.9241258357401778,0.8616818497307063,0.534519111768362,-0.05089183088574081,0.8084928947672959,0.9314949280336269,-0.6307910047575476,-0.06303755643804702,0.6714326311813835,0.8131197092267817,0.9367812204851915,0.16594080030605593,0.578525088436822,0.7206636035615809,0.6082185688367959,0.4687105340826746,0.8686955236694058,0.6447317996056557,0.5166749231761606,,,0.7122896662254394,0.12097553016680093,-0.028850391133407875
EEG F7,0.45972969016598864,0.4172623440507144,0.18329035006762348,0.2433119410462149,0.2789464004369121,1.0,0.72597651747334,0.4579294562021515,0.08092372654168727,0.6523978304169289,0.13449406125830782,0.4004140509816339,0.8831614211075896,-0.3901812470630361,-0.011195974101985359,0.10633773543341848,-0.13964606249395675,-0.3621318432675209,-0.12333254226101173,0.012070123987522626,0.20968500237587775,0.15133823091220958,0.17091824717319104,0.1794282251397089,-0.20011253509673757,0.06463135291109168,0.01271968055751057,0.009994404879099479,0.3118449258536121,,,0.4465213220769989,0.07609499768301316,-0.010219675488659137
EEG T3,0.030773323152319343,0.4892050108943485,0.4491721741807808,0.5755690045554439,0.5965717100711274,0.72597651747334,1.0,0.7138711391258327,0.42755739677801613,0.8056916080697064,0.49739606459440233,0.6055821643866897,0.8127031741383944,-0.16710910738889898,0.3755263365928272,0.4730438653791834,-0.42527229484422313,-0.2714628403063712,0.1988054479074667,0.3356042605288449,0.5051273404747937,0.11171893979073437,0.3119683610428446,0.370680892198022,0.16172211743542309,0.20378228797115935,0.384921903697526,0.23974811435219479,0.3847717465010266,,,0.5616620115035006,0.0974082245739722,-0.016648269740388744
EEG T5,-0.30227341542507385,0.4810942049660731,0.7058975482277203,0.8724961935162843,0.8979648411772543,0.4579294562021515,0.7138711391258327,1.0,0.7037968038860157,0.7337460284866146,0.8162701215027484,0.8613065792896641,0.6866742328248538,-0.0680357752853874,0.6941986368744879,0.7965000910684996,-0.5998788477354721,-0.14660333607947856,0.5166384345991306,0.6516527802613719,0.7985001418167612,0.14012874159787,0.49589436151613353,0.6125190068466374,0.47542668883808925,0.3816076432984735,0.7152374165081584,0.5051622838567739,0.4939892403285763,,,0.7238771484261343,0.13511414651031353,-0.024954647619455934
EEG Fc1,-0.5711810902626965,0.6362719210841945,0.8338094091277104,0.8848110449532378,0.7624108802035025,0.08092372654168727,0.42755739677801613,0.7037968038860157,1.0,0.6067076028423983,0.921012214297108,0.8119495732347807,0.26656056393892713,0.42103398040664897,0.9519726217866078,0.8638554400520684,-0.8321954267942401,-0.07549269833553905,0.6322689123084448,0.6490070827084691,0.6382759507125794,-0.1570786114427513,0.25576055940399783,0.37538151738337794,0.7593363625464683,0.2103749042376981,0.8242195687271702,0.4066549767675098,0.18367449947573025,,,0.38396034539509416,0.05960359768895624,-0.023790170338862947
EEG Fc5,0.011555310117113872,0.7269392582447222,0.5931258559769047,0.6688365493811244,0.6274927827906359,0.6523978304169289,0.8056916080697064,0.7337460284866146,0.6067076028423983,1.0,0.602891589436607,0.746701427168515,0.7473770192264914,-0.037932408616435966,0.504551411284525,0.5475438997996492,-0.5634365919426654,-0.30819700329025324,0.24616851991201028,0.3547033632188746,0.5072288317857834,0.009864570369092806,0.24946165574704066,0.32773209347770427,0.2556404379341968,0.15349986131538587,0.45228487088790337,0.21949982393369183,0.3213700456910289,,,0.5345092171867919,0.09038655029235373,-0.01729093048564171
EEG Cp1,-0.6008579442832299,0.467314908521429,0.8244729844455712,0.9767382257788046,0.9241258357401778,0.13449406125830782,0.49739606459440233,0.8162701215027484,0.921012214297108,0.602891589436607,1.0,0.8698814823000961,0.3699398196810242,0.1744318589531249,0.9554916560088199,0.9820360824715797,-0.7684866294797355,-0.04448595456774906,0.739283747839439,0.8156428171374678,0.8461837465909448,-0.0010055941264447022,0.44860355031597,0.5876941623643817,0.7588875155647824,0.373664704151264,0.9397126115600767,0.5882059634394595,0.3502153456697795,,,0.5373363599046345,0.08470041938352224,-0.02322520463568126
EEG Cp5,-0.33330225328990537,0.600845095138722,0.7870917836614146,0.9240413913889894,0.8616818497307063,0.4004140509816339,0.6055821643866897,0.8613065792896641,0.8119495732347807,0.746701427168515,0.8698814823000961,1.0,0.6022731910243254,0.0401878559992428,0.7624188892025627,0.822675553214455,-0.6785199601632287,-0.17757585552400582,0.5132097276848485,0.6232918196250052,0.7437581960538568,0.047794158184486,0.3951633157133773,0.5064105884311147,0.5139679888002918,0.3023506346245441,0.7318657559320239,0.4374474860379772,0.403172246139552,,,0.6075399253413132,0.10593850487238074,-0.015896127067847005
EEG F9,0.19204653939347202,0.4360263258905282,0.362966245580985,0.47581196856286356,0.534519111768362,0.8831614211075896,0.8127031741383944,0.6866742328248538,0.26656056393892713,0.7473770192264914,0.3699398196810242,0.6022731910243254,1.0,-0.34600683457602616,0.21001497816069317,0.35009212470234,-0.2895105919117333,-0.25835395400929806,0.124544464362745,0.27608108038477,0.4693600717900325,0.20983584904531766,0.3753516465395688,0.4227833305537583,0.00986653852101005,0.2505576507698589,0.2663023181956347,0.259151684203979,0.4778321774928256,,,0.6545705652127201,0.10229949902799715,-0.015375916792904395
EEG Fz,-0.5217639750985927,0.20875435890268182,0.20632569250789107,0.09591276884637234,-0.05089183088574081,-0.3901812470630361,-0.16710910738889898,-0.0680357752853874,0.42103398040664897,-0.037932408616435966,0.1744318589531249,0.0401878559992428,-0.34600683457602616,1.0,0.3769130144800903,0.11607448925580106,-0.4315417032673633,0.1983592308462966,0.2228408946961584,0.0661889871980547,-0.12135680201075832,-0.45068261301040446,-0.2358351841981416,-0.1919469733892659,0.51837057723014,-0.18737952740447344,0.17736089605288063,-0.035565211412999835,-0.3736255246356476,,,-0.2593492028235028,-0.04281734674150541,0.00917754721866042
EEG Cz,-0.6993571113244421,0.43933045602600995,0.7912021763710972,0.8957458809217096,0.8084928947672959,-0.011195974101985359,0.3755263365928272,0.6941986368744879,0.9519726217866078,0.504551411284525,0.9554916560088199,0.7624188892025627,0.21001497816069317,0.3769130144800903,1.0,0.9343132799235847,-0.7975340720415447,0.04538954411106038,0.7810446133747595,0.7842872882496841,0.734790540904241,-0.1054801342341455,0.36335984501392227,0.4901885977072658,0.8638254455077486,0.32209578006581835,0.9317062660517291,0.554077662465948,0.22034999672124578,,,0.4061711486823895,0.054027464874605156,-0.018159311673735166
EEG Pz,-0.6241990592813648,0.3790990297316658,0.776534535439546,0.9550285748317393,0.9314949280336269,0.10633773543341848,0.4730438653791834,0.7965000910684996,0.8638554400520684,0.5475438997996492,0.9820360824715797,0.822675553214455,0.35009212470234,0.11607448925580106,0.9343132799235847,1.0,-0.7270628940618293,0.011190594796145282,0.78773566817467,0.8800462413693118,0.8946591635319731,0.044964303438211124,0.5153123016335454,0.6559392433848443,0.7633938534839186,0.43585550920798494,0.9691184645885548,0.6649431518014585,0.3857352807487333,,,0.5499090574065449,0.0937018460585972,-0.015324100783411676
