,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,B,C,D,PLET,61,62,63,64,MK
EEG Fp1,1.0,0.586910164144927,0.21891049435062213,0.3791180662617781,0.2473504904779703,0.005221130621428608,0.2160138744650435,0.05317922738549232,0.0014835609831160687,0.2215399819199305,0.4903858620799732,0.056211480344051254,0.4556731632159498,0.67933917187489,0.4922942753035374,0.11523325951972582,0.5619267539138009,0.4826104827547359,0.48173231591308896,0.33807075732478403,-0.17739958339408318,0.4496194527042031,0.32402967987963266,0.5617638267900513,0.5079013923688074,0.5119367583879132,0.32969542778900934,0.4203014920584172,,,-0.013078457439333654,0.004753847753315097,0.7096623994537248,0.10852215480311651,0.1068097453769299,0.0003929295594172703,-0.00826464688401907,-0.03499715291929867,,0.10043564378817538,0.09908590276589611,0.09971420044023611,0.095216058607147,0.023355320846919467
EEG F3,0.586910164144927,1.0,0.49217890393516117,0.7355012072290634,0.48529906279402685,0.09784021678145366,0.42226336823551075,0.13987872868601886,0.029391341118700714,0.45455571364166314,0.8671359348465417,0.24269637518239306,0.7769893418851529,0.9270398363128589,0.8403070460780974,0.14326404430651069,0.8566509519534836,0.7698806209674132,0.7808499027368617,0.5941921386882836,-0.2182319867923881,0.7360110789512823,0.540740932061879,0.8914919274558665,0.8116269364370537,0.846907381963341,0.5405289352965228,0.726916150530877,,,0.07621249559789636,0.08808754084811035,0.5093729690023495,0.12914598133663407,0.12658439459050547,0.00539666578796647,0.005569400376053709,-0.04192831565834587,,0.11860938146253804,0.11709054140279052,0.11700244339112564,0.11165235260732888,0.009243818636500084
EEG C3,0.21891049435062213,0.49217890393516117,1.0,0.6421681699860254,0.15237312908308595,0.10921347615494013,0.6412216899682608,0.11916956930234354,-0.0003522393072268539,0.8054761611259323,0.6112537857637628,0.5399004071327322,0.5804280718343475,0.40692692040229095,0.44244121917641716,0.04638779767931417,0.3834234279781003,0.35796965271810116,0.3606134578648164,0.26716573925889947,-0.1349746099228535,0.32393662714049115,0.2895493321119963,0.41609545381162644,0.3827175958214893,0.4213953432452213,0.23417793991933514,0.3618673007094536,,,0.26340371047890954,0.11138157641871244,0.19391998411912595,0.04589771275855391,0.04498999972124299,-0.0888960041420374,-0.08694478309569095,-0.07549001755685358,,0.03739325839686222,0.03847852213692928,0.03914322760038009,0.03599318427753144,-0.014891377734871274
EEG P3,0.3791180662617781,0.7355012072290634,0.6421681699860254,1.0,0.49679379108038213,0.061856816375157095,0.47179558085160506,0.12981882734292546,0.03959222469014881,0.45955990393414836,0.8968807580174603,0.6021497323840999,0.7142900726185815,0.7056451616807595,0.7408459410186646,0.09319920388280024,0.7125487560792059,0.6813892525062822,0.717893909772051,0.6126354026114961,-0.13251656345917165,0.6732382198265834,0.5194455298273981,0.7657521454016842,0.7332349479678774,0.7926603696501692,0.4885116093770062,0.7004970128853295,,,0.12658492383333458,0.08685852378923686,0.359176465458626,0.11456823572584798,0.11137225269766905,-0.009792061366649259,0.0038399500044806346,-0.03223145543557881,,0.10414344334120158,0.10428470884528358,0.10453215918469183,0.10015020434258472,0.0010055716664372624
EEG O1,0.2473504904779703,0.48529906279402685,0.15237312908308595,0.49679379108038213,1.0,0.032015772591166204,0.12717655536885586,-0.04991272078991882,0.01446239756383225,0.10878633673228842,0.5001594618667649,0.06314111161355984,0.4260152836000566,0.482243184013374,0.5159098359417081,0.061223765289196264,0.5109676720580637,0.5046238064882655,0.5048864748379378,0.3759603456825788,-0.0873681701512643,0.5380556592756652,0.4682209822996631,0.544046567745121,0.5443202264805833,0.5554045813249249,0.3796751067492537,0.4937108398050771,,,-0.01495592103557883,0.0697203885928718,0.27148898796206117,0.07271542822653536,0.07021318972780331,0.0285273704092399,0.06468456271871524,0.007634811714429225,,0.06599113079061902,0.0667913744689032,0.06636847730924186,0.06450067306180614,-0.0027161322099146386
EEG F7,0.005221130621428608,0.09784021678145366,0.10921347615494013,0.061856816375157095,0.032015772591166204,1.0,0.24946217842900262,0.11331756218119936,0.07446889282263629,0.2530600812578156,0.07658034195393044,0.1588593553036816,0.1326033428372913,0.05160009150546351,0.057964311986835756,0.06021195528581955,0.039615215615512914,0.041260563440456095,0.03638186516958042,0.05565430947812073,0.10258106983267533,0.041354858578783085,0.032084819304159705,0.04784840923688389,0.0726818691613614,0.04126612175276315,0.030888747097923448,0.01836904141449696,,,0.17721611881562918,0.06594236521807458,0.0043955206439920715,0.05443593845104543,0.05385099305480203,-0.022269175023842402,-0.020725582968283803,-0.040544206744657876,,0.05460040425929673,0.05373940778914555,0.05215031002936789,0.05108877338771432,0.026555412068154784
EEG T3,0.2160138744650435,0.42226336823551075,0.6412216899682608,0.47179558085160506,0.12717655536885586,0.24946217842900262,1.0,0.13633773674240118,0.027664815842889212,0.904579566694583,0.4652085957664731,0.6221341035591749,0.5185938752482552,0.35237700760628565,0.35670883255701835,0.034391664128955966,0.3068746487390764,0.30322988144455376,0.3230822595172995,0.22545970532590803,-0.06274035768970121,0.28030366309698956,0.2115154494114882,0.335759887177337,0.3047920970576674,0.334142623526364,0.18062323996292987,0.26884864771050443,,,0.4541435725312769,0.07459890448570802,0.1722511672780345,0.049204977256323064,0.04879552031016748,-0.11091414006735897,-0.11088667586378478,-0.08270667764420084,,0.04442086591119141,0.04302620493077951,0.04321414868014086,0.041313269250724816,0.008026010090780043
EEG T5,0.05317922738549232,0.13987872868601886,0.11916956930234354,0.12981882734292546,-0.04991272078991882,0.11331756218119936,0.13633773674240118,1.0,0.0749957803756652,0.12284506458688807,0.1707039379777395,0.08752625331944608,0.164564104656948,0.12502323543169808,0.15506560299083547,0.012348338463166665,0.12789496424587482,0.16219257283302313,0.2156298479104504,0.16626223421014466,0.12130932391957149,0.11641283788245128,0.13523215538153238,0.14274232319222535,0.1421488526441784,0.16313730166530735,0.06102150010767633,0.13467601653280148,,,0.07617755557249709,-0.06915659486498772,0.05786806556043486,0.04073432926188112,0.03927019326919397,-0.050210004554727176,-0.03941939956773795,-0.04116748291491597,,0.03790038664197101,0.03722206102162037,0.03693453921759835,0.03734265103976631,0.005850699116354528
EEG Fc1,0.0014835609831160687,0.029391341118700714,-0.0003522393072268539,0.03959222469014881,0.01446239756383225,0.07446889282263629,0.027664815842889212,0.0749957803756652,1.0,0.009879831354746477,0.06925097531592037,0.04776586894441011,-0.007631391036133864,0.005678401105437328,0.0273114235753271,0.125142518755354,-0.0001800668109599182,0.02750444523845172,0.003941098427735158,0.015710784551470867,0.008937003544788354,-0.007475627271975937,-0.007692155568881711,0.00664522548931942,0.012989289539566719,0.02562127918436232,-0.021210717429260006,0.006544450661371865,,,-0.018741045059592048,0.08620243192475718,-0.018201000819690036,-0.3522524150209543,-0.35478050020171237,0.09064933951719827,0.10816161645465251,0.10111594298254006,,-0.3472251170686361,-0.3519095099504388,-0.3507354625817692,-0.3617598947180971,0.005369115175586205
EEG Fc5,0.2215399819199305,0.45455571364166314,0.8054761611259323,0.45955990393414836,0.10878633673228842,0.2530600812578156,0.904579566694583,0.12284506458688807,0.009879831354746477,1.0,0.47400562838160737,0.5405730509085656,0.5514940210918241,0.3532601664920131,0.3578118256147377,0.04323906211167106,0.3011816614357915,0.27917824980449324,0.28310133340969745,0.19280072810479582,-0.12054326833755774,0.25232078077936976,0.19803099272981983,0.330867446166307,0.2947520276876158,0.3248245304788503,0.16302910929297013,0.2499548973602827,,,0.3957197501891636,0.10921042696557687,0.16777240752863556,0.033088731338933836,0.03316165070070645,-0.11405393007610602,-0.11461278704376808,-0.08626537931773978,,0.028209902854394963,0.02766573518202615,0.027641010075619827,0.024895849782204046,0.00039476411199917575
