,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,PLET,61,62,63,64,EEG T3,EEG CZ,3,23,33,31,A,B,C,D,MK
EEG Fp1,1.0,0.8148978744425859,0.5368661764671356,0.12115008196328789,0.9411270351097618,0.9753784407239787,0.9367997126385418,-0.5179159262842996,0.8830484019372569,0.15377148061623988,0.3434095763627458,0.9617398747932184,0.9201109829103342,0.9087347885202451,0.3976928268456704,0.25165874956733836,0.7523616493895715,0.94285724987937,0.8904160150532918,0.8193946552241921,0.9267600315719424,-0.7042409361565088,0.7036705321469604,0.5938090716327615,0.800621276084906,0.9372117824734141,,,0.24465372274002858,0.4457640436051527,0.9811592177903354,0.8343584740134999,0.8305264117537396,,0.8294539766831569,0.8283751461748388,0.8257249288243534,0.820337535026851,0.929913818876411,0.4846915011213405,0.8213379135644042,0.8329083842655578,0.8071147057742754,0.8317531487051739,-0.22957662764087328,-0.0018695399989259237,0.04145340103556897,0.029397374739522853,0.03572594606418033
EEG F3,0.8148978744425859,1.0,0.86616003637893,-0.15005044156658576,0.7903251932223521,0.8714499371265535,0.8341276552556904,-0.10535629687075596,0.9392470125295946,-0.16968327469041433,0.266746480693652,0.7996261087865428,0.8499016040961311,0.7846890643609982,0.44934272612907694,0.5330951171855045,0.8032795558582071,0.7910887996291561,0.8601031581090871,0.8860417198759989,0.85385178197258,-0.6056073433458102,0.8323797271754,0.5572212255769559,0.8832841429854169,0.7940472780724953,,,0.38300829016671956,0.34630415390980435,0.7993202182976019,0.6481699965935982,0.6505246174937063,,0.6472212956938136,0.6460990577606992,0.6500710982541112,0.6301710734605837,0.8763151249724486,0.36344551761974914,0.6422213781835191,0.6539948642980131,0.6329055303872752,0.650484161970348,-0.13451794253468177,0.06154880774047473,0.1467933497566293,0.10505884337221627,-0.00887453422885241
EEG C3,0.5368661764671356,0.86616003637893,1.0,-0.21723331232662765,0.5969940075164385,0.6446276166179454,0.6638444080157528,0.19234574966591247,0.8154117051733293,-0.3488902243596325,0.2171913685042386,0.5843882631654258,0.5570196886133963,0.6135799537717367,0.4281494052180995,0.6591360748672642,0.686512627136814,0.58308982856635,0.6988338326794584,0.8020846978153912,0.68735128301418,-0.44602252483466587,0.7999897071406047,0.42416450927583993,0.7957983585979537,0.6019142852733974,,,0.4067938082665779,0.24072335891206037,0.5309175304865904,0.36435796187704717,0.36540100540176357,,0.3668740212855283,0.36547058984521924,0.3663822094301966,0.34313708016111183,0.7108712306189757,0.18701033153727714,0.35878080543325397,0.3666828694474436,0.35497708930432614,0.3625927552836888,-0.07179634810539226,0.08670328679527808,0.17099384293805742,0.160586000595749,-0.049951217925794385
EEG P3,0.12115008196328789,-0.15005044156658576,-0.21723331232662765,1.0,0.16741625341627217,0.03676924415426917,0.06701541348704437,-0.13522538826549982,-0.13859144431167877,0.5997240924824193,0.4983139664188675,0.10305775751792902,-0.10045613936240493,0.15690920050809148,-0.2973482182171695,-0.4831387658777368,-0.1686828194732079,0.13735278425223774,-0.17681705086766003,-0.20617151282919588,-0.003827035555626778,-0.26057273189026314,-0.3519597493932163,0.030641276937320036,-0.2582445826027831,0.03344190505905359,,,-0.24329254039705372,0.09805468495574739,0.03515988871440154,0.11364599885073967,0.09860991503871111,,0.0977205114677606,0.11868573119041648,0.08866142465873073,0.12790881087922665,-0.01263395023507154,-0.04087438387159156,0.10047975731868974,0.09657361649927314,0.10808876724570321,0.10419018269907321,-0.21751356284831616,-0.22729526474063738,-0.32018866881463587,-0.22965677803246348,0.007770683991082117
EEG O1,0.9411270351097618,0.7903251932223521,0.5969940075164385,0.16741625341627217,1.0,0.9571576448083824,0.9824679153796406,-0.4678995970502749,0.8915519065812446,0.19538938829677646,0.37589671789911905,0.972229175744267,0.8386184481088879,0.9793245928046191,0.34306879634017606,0.31585770448895906,0.8195616339098974,0.9940331112404135,0.8676385822427521,0.8466355226290908,0.9704968590707256,-0.7427082836834454,0.7147791222130219,0.689278658478853,0.8392558190939438,0.9567509165176807,,,0.2590151047659216,0.48836232646007816,0.9160948806099523,0.8092655127174648,0.8032760976296937,,0.8034467854557527,0.8040171998599189,0.799099826239197,0.7955273574629129,0.9523541034500415,0.50405178929503,0.7932115848813158,0.8052189414004927,0.7868598020395438,0.8043095713927282,-0.2395849538828279,-0.021203722374152575,0.033237945612273966,0.02772848971310913,0.0382291433031255
EEG F7,0.9753784407239787,0.8714499371265535,0.6446276166179454,0.03676924415426917,0.9571576448083824,1.0,0.9719075601588336,-0.4384638679368159,0.9484230950259881,0.07959856584144703,0.3117465380151479,0.9789163000964034,0.9169072857523459,0.929950918276004,0.41178614101990235,0.3409436428028185,0.8105797980902929,0.9565981830047524,0.9167151005657975,0.883294731709043,0.9612584619846818,-0.7169702794962589,0.7747215517675933,0.6212862735330339,0.8676215499175179,0.952258381681072,,,0.310318418568285,0.4479650555340032,0.9539084022998292,0.8103177050034185,0.8069434302425732,,0.806396551006516,0.8047179413540149,0.8043604860866144,0.794697661091093,0.97871099450098,0.4809801895950668,0.7970697124666386,0.8094342232047511,0.7865922928949177,0.8073517708747573,-0.20493224128143284,0.02836888130120384,0.08634786176167697,0.06685224705756991,0.02634294094043821
EEG T5,0.9367997126385418,0.8341276552556904,0.6638444080157528,0.06701541348704437,0.9824679153796406,0.9719075601588336,1.0,-0.44271876333954013,0.9361757586864785,0.10964973529892222,0.33847905668317385,0.9794871360454118,0.8647819427497777,0.9546044951037423,0.3767174592418857,0.3600486302112391,0.8295112656253035,0.9769782609207299,0.9027745251930168,0.8881454531431503,0.9781263553133719,-0.7292038021702083,0.772405009889323,0.6580534601085762,0.8781295160432581,0.9635363407007693,,,0.31279514669745223,0.4862776253277223,0.9189662547665717,0.7933778164204106,0.7904868363666878,,0.7918610712195555,0.7881396548953782,0.7902341007643194,0.7782440033512389,0.9823973154460672,0.5068126022539562,0.7802448602018472,0.7917028690172516,0.7734258690086012,0.7899695755752446,-0.2255743642745909,0.02433364262295576,0.08580769022465702,0.06588082445368655,0.03533020489507393
EEG Fc1,-0.5179159262842996,-0.10535629687075596,0.19234574966591247,-0.13522538826549982,-0.4678995970502749,-0.4384638679368159,-0.44271876333954013,1.0,-0.2374697768373691,-0.2827142405977371,-0.1958160960503794,-0.5104369291614997,-0.47586460198034986,-0.40241495499794033,0.04574573231601645,0.23462815617864755,-0.2444125316493908,-0.48920208135896764,-0.3831776208426912,-0.24067994202446538,-0.4153532974217548,0.4126384690094433,-0.12694477556190342,-0.19607630113160493,-0.25170366460203364,-0.5033895163242379,,,-0.026010725726730098,-0.2881450481854116,-0.5449342809981924,-0.5600060860794177,-0.5576841814795053,,-0.5560176058495984,-0.5173745852643343,-0.5600453009711537,-0.5582534660928052,-0.3894644819947004,-0.47111717361522726,-0.5563560409435802,-0.5536588497613864,-0.5361710757206004,-0.555007983807149,0.1534992635460016,-0.03858595882662616,-0.05237250845043935,0.005461692088892463,-0.09380922213549102
EEG Fc5,0.8830484019372569,0.9392470125295946,0.8154117051733293,-0.13859144431167877,0.8915519065812446,0.9484230950259881,0.9361757586864785,-0.2374697768373691,1.0,-0.12116369969262003,0.2166072753449939,0.9057688977515367,0.8759003706488939,0.8780473782494764,0.4831376174681245,0.5330548883253902,0.8547284104222336,0.8890485462840498,0.932746181293207,0.9491566057487951,0.9439439662472218,-0.6494703295704478,0.8855852282357328,0.604509146769076,0.9405314727152214,0.9014516898130583,,,0.3839896016079259,0.4000592666272577,0.8747572660645859,0.7024320207674053,0.7016234890813788,,0.7019755644627267,0.6980766896691782,0.7028457842692505,0.6825069613536776,0.9680470381216314,0.41375619707484573,0.6911931627907032,0.7041797080930484,0.6855613608090573,0.7004074252581431,-0.15909099532680868,0.07495249550660302,0.1486002457398387,0.12421919401776148,0.0032954679195587463
EEG Cp1,0.15377148061623988,-0.16968327469041433,-0.3488902243596325,0.5997240924824193,0.19538938829677646,0.07959856584144703,0.10964973529892222,-0.2827142405977371,-0.12116369969262003,1.0,0.3452490955326469,0.1592739750340186,0.017965489620360046,0.22854853810970416,-0.26556589573652456,-0.33143489684759975,0.013190576954968822,0.19202322922711393,-0.14069602598190933,-0.215975072627549,0.03353913952769851,-0.09393231728043341,-0.3381184956719565,0.30936105579851786,-0.1880763886634105,0.08593381901813822,,,-0.34655377103447826,0.13108088684400962,0.0774913366344539,0.24762260742671277,0.2533335095429761,,0.2541113429456428,0.2738033729334087,0.26043798050683364,0.2593617692082818,0.028490319671942727,0.29321324779812163,0.25056546525790624,0.25425324720025627,0.25164479616067503,0.26000495216814723,-0.1501765439535185,-0.09574639901880348,-0.19847005877215015,-0.1650499091246628,0.061196880860974
