,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,B,C,D,PLET,61,62,63,64,MK
EEG Fp1,1.0,0.8429564185419233,-0.24353922035480793,-0.4987630727621101,-0.4519862472030466,0.6480421693569736,-0.09895531442933171,-0.4124244132337083,-0.024217274685669195,-0.018858101964677552,-0.025263949500064786,-0.021974625743171716,-0.021065217373561346,0.6055682597523564,-0.31564611513121227,-0.5706670692217921,0.5000087270406652,0.09307631381408192,-0.3677385301320547,-0.43368162072287314,0.45790317949390286,-0.029006599345547213,-0.3870565215333707,-0.02035287622269872,-0.02385888379917835,-0.023573562031938652,-0.021175088248161708,-0.024832346462927802,,,-0.014314969418824118,0.008986496631112471,0.8179895135489128,-0.020242294324056394,-0.026521666995280562,0.12062648434209071,0.02779577129663592,0.030178802994372898,,-0.024712958908266594,-0.02479894052148598,-0.028447011948201546,-0.026256839381165523,0.10549332637132956
EEG F3,0.8429564185419233,1.0,-0.406657575905776,-0.6623205388440446,-0.6266655448977528,0.4809438376667664,-0.252895490258147,-0.5790238226869816,0.007618081194823159,0.010708651205160832,0.0074907177907524965,0.011427959203618622,0.011694779540121573,0.7218179103268766,-0.3701206210106024,-0.7335913826292572,0.5025043008757201,-0.013532346746215071,-0.5402696719627952,-0.6377321501398171,0.313617223506032,-0.22082620407505973,-0.5874315443036106,0.012003831922748376,0.010012552325122388,0.009122893008751106,0.009387462758954608,0.0061486018789167814,,,0.01598100960019526,-0.0717785453816851,0.6771827869533501,0.01049236332875141,0.0077817378237131415,0.08944492478426265,0.02172389766722503,0.03505796359458205,,0.0030510968663088555,0.007284287673396369,0.005877671075852757,0.006016159891850841,0.0982188841607911
EEG C3,-0.24353922035480793,-0.406657575905776,1.0,0.8931323624083644,0.842317821531086,0.44950708341088425,0.9221324377777618,0.9024565009750294,-0.10884639043236485,-0.10765959333374803,-0.10471430984212125,-0.11332057671466814,-0.11682226669198208,-0.7628812484683613,-0.42775785930434995,0.6503837690066803,-0.5197026297649148,-0.11691350985532832,0.6213915993442419,0.8181070604633782,-0.054190652903730804,0.5479275003746636,0.8239355309244015,-0.10897999480295253,-0.11495537469742677,-0.10486381566017655,-0.11364885328655674,-0.10919926500374429,,,-0.08600741567344089,0.20234335919543342,-0.40322185340632427,-0.10539422598224737,-0.11104037617765901,0.021080407572340545,0.026791685596626674,-0.03997540593127433,,-0.10120517296432377,-0.10522885174265643,-0.10710428900208004,-0.10169500346228914,-0.08613622810728921
EEG P3,-0.4987630727621101,-0.6623205388440446,0.8931323624083644,1.0,0.9276563375608007,0.13874350758764145,0.7556744217942927,0.9229329283411677,-0.06541965029749593,-0.0659748546173088,-0.061383604600392896,-0.06798221093046,-0.0738978803380035,-0.8579051774030944,-0.1795257629904314,0.8769404049455807,-0.5924114773914211,-0.07377527064662164,0.7502069265058534,0.9196395804242551,-0.16218898161624515,0.48649742851665856,0.8897293077963335,-0.06727618348620905,-0.07054408647883674,-0.06307302650332064,-0.0714126153550856,-0.06527805671601061,,,-0.064715092297286,0.15263678127640046,-0.5737435404991873,-0.06324342399609147,-0.06849500412198811,-0.028879407787658472,0.01778145397177163,-0.0657456544634394,,-0.058587475006646614,-0.06208216542295822,-0.06379653779967838,-0.0570722307009769,-0.14044433418044253
EEG O1,-0.4519862472030466,-0.6266655448977528,0.842317821531086,0.9276563375608007,1.0,0.22928008327770732,0.7418666346588579,0.9743877376097203,-0.08277451443726874,-0.08369888997095258,-0.07962069281629429,-0.08560266145905994,-0.09175538350398728,-0.8722820580940318,-0.20381181921532118,0.7797708865116639,-0.6537444014590093,-0.16267629697783592,0.6784741458190415,0.9814829648216583,-0.19094299936602335,0.4285280848582258,0.9308560807427061,-0.08544323978886444,-0.08903280380405695,-0.0821056900851949,-0.09058872895875018,-0.08331566052458525,,,-0.08298289112885848,0.20067794046028575,-0.5712515370203126,-0.08062183828544305,-0.0860665211211161,-0.021441457181984824,0.008206822062628134,-0.056378019030393356,,-0.07465676596052755,-0.08165211081350618,-0.08227334550132095,-0.07600719451549928,-0.14324905015949493
EEG F7,0.6480421693569736,0.4809438376667664,0.44950708341088425,0.13874350758764145,0.22928008327770732,1.0,0.5676492033873238,0.29102880429446365,-0.08022431769031392,-0.07713461552594102,-0.0787249018918309,-0.08138641552834248,-0.08539157634655933,-0.07505717445572702,-0.6045027806978288,-0.10970919482003105,-0.062325786129324455,-0.14626263375811463,0.02943086352005001,0.21954837343692046,0.21617795008212204,0.2504298272783524,0.23563021968194497,-0.07499788329659654,-0.08473117904854055,-0.07726386935001579,-0.07990325791501574,-0.08297386186759018,,,-0.049965110760048705,0.16037749432659018,0.29666295226283623,-0.0725942603590348,-0.08177676849209722,0.10742375459447086,0.021980140314735126,-0.01827072824129704,,-0.07230517287104594,-0.08014009617351546,-0.08336523550558315,-0.07428352393514441,0.005886215501764857
EEG T3,-0.09895531442933171,-0.252895490258147,0.9221324377777618,0.7556744217942927,0.7418666346588579,0.5676492033873238,1.0,0.8445796903600156,-0.06970796869936247,-0.06957505622813848,-0.06384356152977211,-0.07350962315218888,-0.07904349254023484,-0.6003166842951647,-0.4097509272732676,0.494794217455998,-0.3318245984178264,0.0037049989204460784,0.5965922516101523,0.7073498023626132,0.12962376750532156,0.6555762445873536,0.7794185335385196,-0.06854061722587906,-0.07478326956428409,-0.066424652560537,-0.0739859890640503,-0.07172080941743413,,,-0.042542726202578346,0.20978061918029997,-0.21409055649693304,-0.06777632658950629,-0.07097993187401122,0.04633532010071582,0.023664179538746694,-0.04274614916001055,,-0.06542726808960383,-0.06845340295266175,-0.06970269825712498,-0.06267503575326551,-0.07378135781700133
EEG T5,-0.4124244132337083,-0.5790238226869816,0.9024565009750294,0.9229329283411677,0.9743877376097203,0.29102880429446365,0.8445796903600156,1.0,-0.07963486301912487,-0.08092320521945279,-0.07591224397234433,-0.08385366556346678,-0.08916618106276111,-0.8471369633721665,-0.2555795016263749,0.7255469525265285,-0.6097080494974729,-0.1363520144599806,0.6700136902867561,0.9426395761224615,-0.13492696778115865,0.5002232796701543,0.9271100776248433,-0.08226387777131265,-0.08519043017739644,-0.07745219054723264,-0.0864510138810027,-0.08039063004142041,,,-0.07179113467131754,0.2086766928126735,-0.5242195200806717,-0.07723832093408846,-0.08273874747186029,-0.011073868165061444,0.011813237436496071,-0.05055033346989292,,-0.07203532834420119,-0.07904905157493208,-0.07763974345078076,-0.07401469295220285,-0.1343948929363771
EEG Fc1,-0.024217274685669195,0.007618081194823159,-0.10884639043236485,-0.06541965029749593,-0.08277451443726874,-0.08022431769031392,-0.06970796869936247,-0.07963486301912487,1.0,0.9959109072705618,0.9969775964966817,0.9959714593594081,0.9968082906304407,0.08034575503586995,0.11524033942588918,-0.04100764088524973,0.09978050449111955,0.10687305663593026,-0.008033244212247482,-0.0737498042253458,0.031145470987871765,-0.009672313855466007,-0.06172896324216101,0.9967870153595342,0.9968603309664453,0.9974709989460749,0.9965656730769216,0.9970759186202561,,,0.8840667102170426,-0.025895160828018914,0.04469109023270926,0.9954767032501913,0.9964802596913945,-0.3389626083173528,-0.3035224023871091,-0.6200338575848231,,0.9970144389166078,0.9967191748110448,0.9970781516617441,0.9944643335416379,-0.011345180959527976
EEG Fc5,-0.018858101964677552,0.010708651205160832,-0.10765959333374803,-0.0659748546173088,-0.08369888997095258,-0.07713461552594102,-0.06957505622813848,-0.08092320521945279,0.9959109072705618,1.0,0.9969249510680205,0.9967745245732219,0.9962227423782429,0.08363739055918243,0.12334093109833315,-0.03780534070488531,0.10721053609161812,0.11686125660697005,-0.004934019139913174,-0.07480549992236275,0.04027852526991207,-0.0058255077684250195,-0.06002156907943521,0.9967437936617493,0.996530549437542,0.9963956176189441,0.9951613584224572,0.9962183267049243,,,0.8877064917333045,-0.022995088005275673,0.05289866885283852,0.9958626236664099,0.9965762600250142,-0.3246905605948682,-0.30183613948217974,-0.615082382284294,,0.9959009043569002,0.9963718824864936,0.9962212648116866,0.9953352344721403,-0.0075652105121343
